actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
633,PT02M03.00S,2022-04-06T01:19:04.5Z,4,REGULAR,rebound,offensive,[],1630613,,,1610612754,117,128,2022-04-06T01:23:37Z,6310000,,,0,,D. Washington Jr. REBOUND (Off:1 Def:2),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,632.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
634,PT02M02.00S,2022-04-06T01:19:07.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630613,8.229303547963205,47.794117647058826,1610612754,117,128,2022-04-06T01:24:03Z,6320000,11.0,25.0,1,left,MISS D. Washington Jr. Layup,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
636,PT02M00.00S,2022-04-06T01:19:09.8Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,117,128,2022-04-06T01:24:03Z,6340000,,,0,,J. Embiid REBOUND (Off:2 Def:11),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,634.0,13.0,11.0,2.0,,,,,,,,,,,,,,,
637,PT01M39.00S,2022-04-06T01:19:29.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,88.64980289093299,44.6078431372549,1610612755,117,128,2022-04-06T01:25:20Z,6350000,-27.0,54.0,1,right,MISS J. Harden 6' driving floating Shot - blocked,"[201935, 1630543]",1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,6.06,Missed,,,,,,,,,,Jackson,1630543.0,,,,,,,,
638,PT01M39.00S,2022-04-06T01:19:29.6Z,4,REGULAR,block,,[],1630543,,,1610612755,117,128,2022-04-06T01:19:32Z,6360000,,,0,,I. Jackson BLOCK (4 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M36.00S,2022-04-06T01:19:32.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,117,128,2022-04-06T01:25:20Z,6370000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,637.0,,,,,,,,,,,,,,,,,,
640,PT01M36.00S,2022-04-06T01:19:38.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,117,128,2022-04-06T01:19:38Z,6380000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M36.00S,2022-04-06T01:19:44.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,117,128,2022-04-06T01:19:44Z,6390000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M35.00S,2022-04-06T01:21:22.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203954,85.3646517739816,19.362745098039216,1610612755,117,128,2022-04-06T01:21:30Z,6400000,-153.0,85.0,1,right,MISS J. Embiid 17' fadeaway Shot,[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,17.52,Missed,,,,,,,,,,,,,,,,,,,
643,PT01M31.00S,2022-04-06T01:21:26.7Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,117,128,2022-04-06T01:21:30Z,6410000,,,0,,T. Haliburton REBOUND (Off:2 Def:6),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,642.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
644,PT01M25.00S,2022-04-06T01:21:33.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,8.492115637319317,3.1862745098039214,1610612754,117,128,2022-04-06T01:25:55Z,6420000,234.0,27.0,1,left,MISS T. Haliburton 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,,
645,PT01M22.00S,2022-04-06T01:21:36.1Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,117,128,2022-04-06T01:21:42Z,6430000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,644.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
646,PT01M02.00S,2022-04-06T01:21:56.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,84.44480946123521,48.529411764705884,1610612755,117,128,2022-04-06T01:22:01Z,6440000,-7.0,94.0,1,right,MISS T. Harris 9' driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,9.4,Missed,,,,,,,,,,,,,,,,,,,
647,PT00M58.50S,2022-04-06T01:21:59.8Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,117,128,2022-04-06T01:22:01Z,6450000,,,0,,J. Smith REBOUND (Off:2 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,646.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
648,PT00M54.20S,2022-04-06T01:22:03.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630543,7.440867279894875,45.34313725490196,1610612754,119,128,2022-04-06T01:22:09Z,6460000,23.0,17.0,1,left,I. Jackson running Layup (16 PTS) (B. Hield 4 AST),"[1630543, 1627741]",1610612754.0,IND,running,,,Jackson,I. Jackson,,,,,2.91,Made,,,,,,,,,,,,16.0,B. Hield,1627741.0,4.0,,,,
650,PT00M31.10S,2022-04-06T01:22:28.9Z,4,REGULAR,3pt,Jump Shot,[],202699,84.1819973718791,96.81372549019608,1610612755,119,131,2022-04-06T01:26:38Z,6480000,234.0,96.0,1,right,T. Harris 25' 3PT step back (17 PTS) (T. Maxey 7 AST),"[202699, 1630178]",1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,25.31,Made,,,,,,,,,,,,17.0,T. Maxey,1630178.0,7.0,,,,
652,PT00M24.50S,2022-04-06T01:22:40.2Z,4,REGULAR,3pt,Jump Shot,[],1630613,28.991458607095925,27.205882352941174,1610612754,119,131,2022-04-06T01:22:45Z,6500000,114.0,220.0,1,left,MISS D. Washington Jr. 24' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
653,PT00M20.60S,2022-04-06T01:22:44.2Z,4,REGULAR,rebound,offensive,[],1627741,,,1610612754,119,131,2022-04-06T01:22:44Z,6510000,,,0,,B. Hield REBOUND (Off:3 Def:8),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,652.0,11.0,8.0,3.0,,,,,,,,,,,,,,,
654,PT00M18.60S,2022-04-06T01:22:46.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,33.98488830486202,62.254901960784316,1610612754,122,131,2022-04-06T01:22:51Z,6520000,-61.0,267.0,1,left,T. Haliburton 27' 3PT  (21 PTS) (B. Hield 5 AST),"[1630169, 1627741]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,27.39,Made,,,,,,,,,,,,21.0,B. Hield,1627741.0,5.0,,,,
656,PT00M00.00S,2022-04-06T01:23:11.5Z,4,REGULAR,period,end,[],0,,,1610612755,122,131,2022-04-06T01:23:11Z,6540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M00.00S,2022-04-06T01:23:15.0Z,4,REGULAR,game,end,[],0,,,0,122,131,2022-04-06T01:23:15Z,6550000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
