actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
586,PT06M14.00S,2023-10-31T02:07:00.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628991,67.09921156373193,73.2843137254902,1610612763,100,110,2023-10-31T02:07:08Z,5860000,False,116.0,257.0,1,right,J. Jackson Jr. 28' 3PT running (28 PTS) (M. Smart 9 AST),"[1628991, 203935]",1610612763.0,MEM,running,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Right Center,28.19,Made,,,,,,,,,28.0,,M. Smart,203935.0,9.0,,,,
588,PT06M13.00S,2023-10-31T02:07:11.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,100,110,2023-10-31T02:07:11Z,5880000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M13.00S,2023-10-31T02:08:10.4Z,4,REGULAR,substitution,out,[],1630533,,,1610612742,100,110,2023-10-31T02:08:47Z,5890000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT06M13.00S,2023-10-31T02:08:10.4Z,4,REGULAR,substitution,out,[],203501,,,1610612742,100,110,2023-10-31T02:08:47Z,5900000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT06M13.00S,2023-10-31T02:08:10.4Z,4,REGULAR,substitution,in,[],1629723,,,1610612742,100,110,2023-10-31T02:08:47Z,5910000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M13.00S,2023-10-31T02:08:10.4Z,4,REGULAR,substitution,in,[],1629684,,,1610612742,100,110,2023-10-31T02:08:47Z,5920000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT05M58.00S,2023-10-31T02:08:55.9Z,4,REGULAR,3pt,Jump Shot,[],1630182,28.991458607095925,28.676470588235293,1610612742,100,110,2023-10-31T02:09:00Z,5930000,False,107.0,220.0,1,left,MISS J. Green 24' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,Above the Break 3,24+ Right Center,24.45,Missed,,,,,,,,,,,,,,,,,
597,PT05M54.00S,2023-10-31T02:08:59.9Z,4,REGULAR,rebound,defensive,[],1631223,,,1610612763,100,110,2023-10-31T02:09:00Z,5940000,False,,,0,,D. Roddy REBOUND (Off:1 Def:4),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,Above the Break 3,24+ Right Center,,,596.0,5.0,4.0,1.0,,,,,,,,,,,,,
598,PT05M42.00S,2023-10-31T02:09:12.0Z,4,REGULAR,3pt,Jump Shot,[],203935,69.99014454664915,23.03921568627451,1610612763,103,110,2023-10-31T02:09:15Z,5950000,False,-135.0,230.0,1,right,M. Smart 26' 3PT  (23 PTS) (J. Jackson Jr. 4 AST),"[203935, 1628991]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,,Above the Break 3,24+ Left Center,26.62,Made,,,,,,,,,23.0,,J. Jackson Jr.,1628991.0,4.0,,,,
600,PT05M26.00S,2023-10-31T02:09:27.8Z,4,REGULAR,3pt,Jump Shot,[],1629029,31.882391590013142,42.15686274509804,1610612742,103,110,2023-10-31T02:09:33Z,5970000,False,39.0,247.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Center,25.03,Missed,,,,,,,,,,,,,,,,,
601,PT05M23.00S,2023-10-31T02:09:30.8Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,103,110,2023-10-31T02:09:33Z,5980000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Center,,,600.0,8.0,6.0,2.0,,,,,,,,,,,,,
602,PT05M14.00S,2023-10-31T02:09:40.2Z,4,REGULAR,3pt,Jump Shot,[],1630217,67.7562417871222,24.264705882352942,1610612763,106,110,2023-10-31T02:09:43Z,5990000,False,-129.0,251.0,1,right,D. Bane 28' 3PT pullup (28 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Left Center,28.17,Made,,,,,,,,,28.0,,,,,,,,
603,PT05M13.00S,2023-10-31T02:09:50.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,106,110,2023-10-31T02:09:50Z,6000000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT05M13.00S,2023-10-31T02:10:54.3Z,4,REGULAR,substitution,out,[],1641726,,,1610612742,106,110,2023-10-31T02:11:20Z,6010000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT05M13.00S,2023-10-31T02:10:54.3Z,4,REGULAR,substitution,in,[],1628467,,,1610612742,106,110,2023-10-31T02:11:20Z,6020000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT04M57.00S,2023-10-31T02:11:41.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,11.251642575558476,38.48039215686275,1610612742,106,112,2023-10-31T02:11:46Z,6030000,False,58.0,53.0,1,left,J. Green 7' driving floating bank Jump Shot (12 PTS),[1630182],1610612742.0,DAL,driving floating bank,,,Green,J. Green,,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,,,,,,,,,12.0,,,,,,,,
607,PT04M37.00S,2023-10-31T02:12:00.8Z,4,REGULAR,3pt,Jump Shot,[],1630217,66.70499342969777,47.30392156862745,1610612763,106,112,2023-10-31T02:12:04Z,6040000,False,-13.0,260.0,1,right,MISS D. Bane 26' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,
608,PT04M34.00S,2023-10-31T02:12:03.8Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,106,112,2023-10-31T02:12:04Z,6050000,False,,,0,,L. Doncic REBOUND (Off:0 Def:10),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Center,,,607.0,10.0,10.0,0.0,,,,,,,,,,,,,
609,PT04M15.00S,2023-10-31T02:12:22.8Z,4,REGULAR,3pt,Jump Shot,[],1629029,28.728646517739815,75.98039215686273,1610612742,106,115,2023-10-31T02:12:26Z,6060000,False,-130.0,218.0,1,left,L. Doncic 25' 3PT step back (30 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Left Center,25.33,Made,,,,,,,,,30.0,,,,,,,,
610,PT03M58.00S,2023-10-31T02:12:40.2Z,4,REGULAR,3pt,Jump Shot,[],1629723,92.59198423127464,95.58823529411765,1610612763,106,115,2023-10-31T02:12:45Z,6070000,False,228.0,17.0,1,right,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Right Corner 3,24+ Right,22.85,Missed,,,,,,,,,,,,,,,,,
611,PT03M54.00S,2023-10-31T02:12:44.2Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,106,115,2023-10-31T02:12:45Z,6080000,False,,,0,,M. Kleber REBOUND (Off:1 Def:3),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Right Corner 3,24+ Right,,,610.0,4.0,3.0,1.0,,,,,,,,,,,,,
612,PT03M42.00S,2023-10-31T02:12:58.0Z,4,REGULAR,foul,personal,['2freethrow'],1631223,,,1610612742,106,115,2023-10-31T02:13:07Z,6090000,False,,,0,,D. Roddy shooting personal FOUL (1 PF) (Kleber 2 FT),"[1631223, 1628467]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,200833.0,Restricted Area,0-8 Center,,,,,,,1.0,0.0,Kleber,1628467.0,,,,,,,,,
614,PT03M42.00S,2023-10-31T02:13:23.9Z,4,REGULAR,freethrow,1 of 2,[],1628467,,,1610612742,106,116,2023-10-31T02:13:23Z,6110000,False,,,0,,M. Kleber Free Throw 1 of 2 (6 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,
615,PT03M42.00S,2023-10-31T02:13:31.5Z,4,REGULAR,substitution,out,[],1629723,,,1610612742,106,116,2023-10-31T02:13:38Z,6120000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M42.00S,2023-10-31T02:13:31.5Z,4,REGULAR,substitution,in,[],1630533,,,1610612742,106,116,2023-10-31T02:13:38Z,6130000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT03M42.00S,2023-10-31T02:13:42.6Z,4,REGULAR,freethrow,2 of 2,[],1628467,,,1610612742,106,117,2023-10-31T02:13:42Z,6140000,False,,,0,,M. Kleber Free Throw 2 of 2 (7 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,
618,PT03M34.00S,2023-10-31T02:13:55.3Z,4,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612763,106,117,2023-10-31T02:14:07Z,6150000,False,,,0,,L. Doncic shooting personal FOUL (4 PF) (Jackson Jr. 2 FT),"[1629029, 1628991]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,200833.0,In The Paint (Non-RA),0-8 Center,,,,,,,4.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
620,PT03M34.00S,2023-10-31T02:14:24.7Z,4,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,107,117,2023-10-31T02:14:24Z,6170000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (29 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,,,29.0,,,,,,,,
621,PT03M34.00S,2023-10-31T02:14:43.4Z,4,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,108,117,2023-10-31T02:14:43Z,6180000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (30 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,,,30.0,,,,,,,,
622,PT03M18.00S,2023-10-31T02:15:00.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,7.046649145860711,52.69607843137255,1610612742,108,117,2023-10-31T02:15:04Z,6190000,False,-13.0,14.0,1,left,MISS J. Green driving finger roll Layup,[1630182],1610612742.0,DAL,driving finger roll,,,Green,J. Green,,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,
623,PT03M16.00S,2023-10-31T02:15:02.5Z,4,REGULAR,rebound,defensive,[],1630533,,,1610612763,108,117,2023-10-31T02:15:04Z,6200000,False,,,0,,Z. Williams REBOUND (Off:1 Def:6),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,Restricted Area,0-8 Center,,,622.0,7.0,6.0,1.0,,,,,,,,,,,,,
624,PT02M53.00S,2023-10-31T02:15:24.7Z,4,REGULAR,2pt,Jump Shot,[],203935,70.38436268068331,62.745098039215684,1610612763,108,117,2023-10-31T02:15:27Z,6210000,False,64.0,226.0,1,right,MISS M. Smart 23' pullup Shot,[203935],1610612763.0,MEM,pullup,,,Smart,M. Smart,,,,,,Mid-Range,16-24 Center,23.47,Missed,,,,,,,,,,,,,,,,,
625,PT02M52.00S,2023-10-31T02:15:25.7Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,108,117,2023-10-31T02:15:27Z,6220000,False,,,0,,L. Doncic REBOUND (Off:0 Def:11),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Mid-Range,16-24 Center,,,624.0,11.0,11.0,0.0,,,,,,,,,,,,,
626,PT02M30.00S,2023-10-31T02:15:48.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,14.536793692509855,37.745098039215684,1610612742,108,119,2023-10-31T02:15:51Z,6230000,False,61.0,84.0,1,left,L. Doncic 10' driving floating Jump Shot (32 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,In The Paint (Non-RA),8-16 Right,10.41,Made,,,,,,,,,32.0,,,,,,,,
627,PT02M16.00S,2023-10-31T02:16:02.4Z,4,REGULAR,3pt,Jump Shot,[],1628991,68.80749014454665,29.166666666666668,1610612763,108,119,2023-10-31T02:16:07Z,6240000,False,-104.0,241.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,,,,,,,,,,,,,,,,
628,PT02M12.00S,2023-10-31T02:16:06.4Z,4,REGULAR,rebound,defensive,[],1627884,,,1610612742,108,119,2023-10-31T02:16:07Z,6250000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:4),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,Above the Break 3,24+ Left Center,,,627.0,4.0,4.0,0.0,,,,,,,,,,,,,
629,PT02M02.00S,2023-10-31T02:16:23.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,108,119,2023-10-31T02:16:23Z,6260000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M58.00S,2023-10-31T02:18:11.9Z,4,REGULAR,foul,personal,[],203935,,,1610612742,108,119,2023-10-31T02:18:19Z,6270000,False,,,0,,M. Smart personal FOUL (4 PF),"[203935, 1629029]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,200833.0,Above the Break 3,24+ Left Center,,,,,,,4.0,0.0,Doncic,1629029.0,,,,,,,,,
632,PT01M51.00S,2023-10-31T02:18:40.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612742,108,119,2023-10-31T02:19:09Z,6290000,False,,,0,,M. Smart personal FOUL (5 PF) (Doncic 2 FT),"[203935, 1629029]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,200833.0,Above the Break 3,24+ Left Center,,,,,,,5.0,0.0,Doncic,1629029.0,,,,,,,,,
634,PT01M51.00S,2023-10-31T02:19:17.2Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,108,120,2023-10-31T02:19:17Z,6310000,False,,,0,,L. Doncic Free Throw 1 of 2 (33 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,,,,,33.0,,,,,,,,
635,PT01M51.00S,2023-10-31T02:19:33.4Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,108,120,2023-10-31T02:19:33Z,6320000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
636,PT01M49.00S,2023-10-31T02:19:34.2Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,108,120,2023-10-31T02:19:34Z,6330000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:7),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,635.0,9.0,7.0,2.0,,,,,,,,,,,,,
637,PT01M37.00S,2023-10-31T02:19:47.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.85479632063075,46.81372549019608,1610612763,110,120,2023-10-31T02:19:50Z,6340000,False,-16.0,15.0,1,right,D. Bane driving finger roll Layup (30 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,,,,,30.0,,,,,,,,
638,PT01M23.00S,2023-10-31T02:20:07.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612742,110,120,2023-10-31T02:20:22Z,6350000,False,,,0,,J. Jackson Jr. personal FOUL (3 PF) (Williams 2 FT),"[1628991, 1629684]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,203591.0,In The Paint (Non-RA),0-8 Center,,,,,,,3.0,0.0,Williams,1629684.0,,,,,,,,,
640,PT01M23.00S,2023-10-31T02:20:35.0Z,4,REGULAR,freethrow,1 of 2,[],1629684,,,1610612742,110,120,2023-10-31T02:20:35Z,6370000,False,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
641,PT01M23.00S,2023-10-31T02:20:35.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,110,120,2023-10-31T02:20:35Z,6380000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,640.0,,,,,,,,,,,,,,,,
642,PT01M23.00S,2023-10-31T02:20:50.7Z,4,REGULAR,freethrow,2 of 2,[],1629684,,,1610612742,110,121,2023-10-31T02:20:50Z,6390000,False,,,0,,G. Williams Free Throw 2 of 2 (15 PTS),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,
643,PT01M14.00S,2023-10-31T02:21:06.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,87.20433639947439,46.07843137254902,1610612763,110,121,2023-10-31T02:21:09Z,6400000,False,-20.0,68.0,1,right,MISS J. Jackson Jr. 7' turnaround Hook,[1628991],1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,7.06,Missed,,,,,,,,,,,,,,,,,
644,PT01M11.00S,2023-10-31T02:21:09.2Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,110,121,2023-10-31T02:21:09Z,6410000,False,,,0,,M. Kleber REBOUND (Off:1 Def:4),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,In The Paint (Non-RA),0-8 Center,,,643.0,5.0,4.0,1.0,,,,,,,,,,,,,
645,PT00M55.80S,2023-10-31T02:21:31.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631223,,,1610612742,110,121,2023-10-31T02:21:44Z,6420000,False,,,0,,D. Roddy take personal FOUL (2 PF) (Jones Jr. 2 FT),"[1631223, 1627884]",1610612763.0,MEM,take,,,Roddy,D. Roddy,,,,,203591.0,Mid-Range,16-24 Left Center,,,,,,,2.0,0.0,Jones Jr.,1627884.0,,,,,,,,,
647,PT00M55.80S,2023-10-31T02:21:57.4Z,4,REGULAR,freethrow,1 of 2,[],1627884,,,1610612742,110,122,2023-10-31T02:21:57Z,6440000,False,,,0,,D. Jones Jr. Free Throw 1 of 2 (21 PTS),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,Made,,,,,,,,,21.0,,,,,,,,
648,PT00M55.80S,2023-10-31T02:21:58.0Z,4,REGULAR,substitution,out,[],1628467,,,1610612742,110,122,2023-10-31T02:22:06Z,6450000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M55.80S,2023-10-31T02:21:58.0Z,4,REGULAR,substitution,in,[],1641726,,,1610612742,110,122,2023-10-31T02:22:06Z,6460000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M55.80S,2023-10-31T02:22:21.0Z,4,REGULAR,freethrow,2 of 2,[],1627884,,,1610612742,110,123,2023-10-31T02:22:21Z,6470000,False,,,0,,D. Jones Jr. Free Throw 2 of 2 (22 PTS),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,Made,,,,,,,,,22.0,,,,,,,,
651,PT00M45.10S,2023-10-31T02:22:37.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,92.32917214191852,43.38235294117647,1610612763,110,123,2023-10-31T02:22:41Z,6480000,False,-33.0,20.0,1,right,MISS Z. Williams pullup bank Shot,[1630533],1610612763.0,MEM,pullup bank,,,Williams,Z. Williams,,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,
652,PT00M41.90S,2023-10-31T02:22:40.7Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,110,123,2023-10-31T02:22:41Z,6490000,False,,,0,,L. Doncic REBOUND (Off:0 Def:12),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,,,651.0,12.0,12.0,0.0,,,,,,,,,,,,,
653,PT00M38.10S,2023-10-31T02:22:50.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612742,110,123,2023-10-31T02:23:09Z,6500000,False,,,0,,M. Smart personal FOUL (6 PF) (Doncic 2 FT),"[203935, 1629029]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,203591.0,Above the Break 3,24+ Left Center,,,,,,,6.0,0.0,Doncic,1629029.0,,,,,,,,,
655,PT00M38.10S,2023-10-31T02:23:02.1Z,4,REGULAR,substitution,out,[],203935,,,1610612742,110,123,2023-10-31T02:23:08Z,6520000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M38.10S,2023-10-31T02:23:02.1Z,4,REGULAR,substitution,in,[],1631222,,,1610612742,110,123,2023-10-31T02:23:08Z,6530000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M38.10S,2023-10-31T02:23:02.1Z,4,REGULAR,substitution,out,[],1630533,,,1610612742,110,123,2023-10-31T02:23:26Z,6540000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M38.10S,2023-10-31T02:23:02.1Z,4,REGULAR,substitution,out,[],1628991,,,1610612742,110,123,2023-10-31T02:23:26Z,6550000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M38.10S,2023-10-31T02:23:02.1Z,4,REGULAR,substitution,out,[],1631223,,,1610612742,110,123,2023-10-31T02:23:26Z,6560000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M38.10S,2023-10-31T02:23:02.1Z,4,REGULAR,substitution,out,[],1630217,,,1610612742,110,123,2023-10-31T02:23:26Z,6570000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M38.10S,2023-10-31T02:23:02.1Z,4,REGULAR,substitution,in,[],1631246,,,1610612742,110,123,2023-10-31T02:23:26Z,6580000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M38.10S,2023-10-31T02:23:02.1Z,4,REGULAR,substitution,in,[],1631254,,,1610612742,110,123,2023-10-31T02:23:26Z,6590000,False,,,0,,SUB in: K. Lofton Jr.,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M38.10S,2023-10-31T02:23:02.1Z,4,REGULAR,substitution,in,[],1641713,,,1610612742,110,123,2023-10-31T02:23:26Z,6600000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M38.10S,2023-10-31T02:23:02.1Z,4,REGULAR,substitution,in,[],1631367,,,1610612742,110,123,2023-10-31T02:23:26Z,6610000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M38.10S,2023-10-31T02:23:41.7Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,110,124,2023-10-31T02:23:41Z,6620000,False,,,0,,L. Doncic Free Throw 1 of 2 (34 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,,,,,34.0,,,,,,,,
666,PT00M38.10S,2023-10-31T02:23:56.5Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,110,125,2023-10-31T02:23:56Z,6630000,False,,,0,,L. Doncic Free Throw 2 of 2 (35 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,,,,,35.0,,,,,,,,
667,PT00M22.00S,2023-10-31T02:24:15.4Z,4,REGULAR,2pt,Jump Shot,[],1631367,75.64060446780552,62.5,1610612763,110,125,2023-10-31T02:24:19Z,6640000,False,62.0,176.0,1,right,MISS J. Gilyard 18' Jump Shot,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,Mid-Range,16-24 Right Center,18.72,Missed,,,,,,,,,,,,,,,,,
668,PT00M19.10S,2023-10-31T02:24:18.4Z,4,REGULAR,rebound,defensive,[],1641726,,,1610612742,110,125,2023-10-31T02:24:18Z,6650000,False,,,0,,D. Lively II REBOUND (Off:1 Def:5),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,Mid-Range,16-24 Right Center,,,667.0,6.0,5.0,1.0,,,,,,,,,,,,,
669,PT00M00.00S,2023-10-31T02:24:41.7Z,4,REGULAR,period,end,[],0,,,1610612742,110,125,2023-10-31T02:24:41Z,6660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2023-10-31T02:24:45.0Z,4,REGULAR,game,end,[],0,,,0,110,125,2023-10-31T02:24:45Z,6670000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
