actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,playerName,playerNameI,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
636,PT05M42.00S,2021-11-03T01:08:23.4Z,4,REGULAR,3pt,Jump Shot,[],1626171,74.68791064388962,84.31372549019608,1610612749,76,110,2021-11-03T01:08:30Z,6170000,172.0,185.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,25.26,Missed,,,,,,,,,,,,,,,,
637,PT05M38.00S,2021-11-03T01:08:27.4Z,4,REGULAR,rebound,defensive,[],1626168,,,1610612765,76,110,2021-11-03T01:20:15Z,6180000,,,0,,T. Lyles REBOUND (Off:2 Def:5),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,636.0,7.0,5.0,2.0,,,,,,
640,PT05M35.00S,2021-11-03T01:08:32.9Z,4,REGULAR,foul,offensive,[],1626168,,,1610612765,76,110,2021-11-03T01:20:15Z,6210000,,,0,,T. Lyles charge offensive FOUL (2 PF),"[1626168, 1628400]",1610612765.0,DET,Lyles,T. Lyles,charge,,,,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Ojeleye,1628400.0,
642,PT05M35.00S,2021-11-03T01:08:32.9Z,4,REGULAR,turnover,offensive foul,[],1626168,,,1610612765,76,110,2021-11-03T01:08:32Z,6230000,,,0,,T. Lyles offensive foul TURNOVER (1 TO),[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,1.0,,,,,,,,,,,,,,,1628951.0,,,,,
643,PT05M35.00S,2021-11-03T01:08:41.4Z,4,REGULAR,substitution,out,[],1626168,,,1610612749,76,110,2021-11-03T01:09:02Z,6240000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT05M35.00S,2021-11-03T01:08:41.4Z,4,REGULAR,substitution,out,[],1626171,,,1610612749,76,110,2021-11-03T01:09:02Z,6250000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT05M35.00S,2021-11-03T01:08:41.4Z,4,REGULAR,substitution,in,[],1628977,,,1610612749,76,110,2021-11-03T01:09:02Z,6260000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT05M35.00S,2021-11-03T01:08:41.4Z,4,REGULAR,substitution,in,[],1630572,,,1610612749,76,110,2021-11-03T01:09:02Z,6270000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT05M15.00S,2021-11-03T01:09:10.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629670,79.54993429697765,79.90196078431373,1610612749,76,110,2021-11-03T01:16:52Z,6280000,150.0,140.0,1,right,MISS J. Nwora 20' pullup Shot,[1629670],1610612749.0,MIL,Nwora,J. Nwora,pullup,,,,,,,,,20.46,Missed,,,,,,,,,,,,,,,,
648,PT05M11.00S,2021-11-03T01:09:14.4Z,4,REGULAR,rebound,defensive,[],1628977,,,1610612765,76,110,2021-11-03T01:09:16Z,6290000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,647.0,1.0,1.0,0.0,,,,,,
649,PT05M09.00S,2021-11-03T01:09:17.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628977,6.8823915900131425,46.07843137254902,1610612765,78,110,2021-11-03T01:09:27Z,6300000,20.0,12.0,1,left,H. Diallo driving Layup (2 PTS),[1628977],1610612765.0,DET,Diallo,H. Diallo,driving,,,,,,,,,2.31,Made,2.0,,,,,,,,,,,,,,,
650,PT04M57.00S,2021-11-03T01:09:32.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,78,110,2021-11-03T01:09:32Z,6310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT04M49.00S,2021-11-03T01:09:54.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628400,90.5880420499343,44.11764705882353,1610612749,78,110,2021-11-03T01:10:02Z,6320000,-29.0,36.0,1,right,MISS S. Ojeleye Layup - blocked,"[1628400, 1630191]",1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,4.65,Missed,,,,,Stewart,1630191.0,,,,,,,,,,
652,PT04M49.00S,2021-11-03T01:09:54.0Z,4,REGULAR,block,,[],1630191,,,1610612749,78,110,2021-11-03T01:09:56Z,6330000,,,0,,I. Stewart BLOCK (2 BLK),[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT04M46.00S,2021-11-03T01:09:57.0Z,4,REGULAR,rebound,defensive,[],1630165,,,1610612765,78,110,2021-11-03T01:10:02Z,6340000,,,0,,K. Hayes REBOUND (Off:0 Def:3),[1630165],1610612765.0,DET,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,651.0,3.0,3.0,0.0,,,,,,
654,PT04M40.00S,2021-11-03T01:10:03.1Z,4,REGULAR,3pt,Jump Shot,[],1628402,30.009855453350852,75.24509803921569,1610612765,78,110,2021-11-03T01:10:08Z,6350000,-126.0,230.0,1,left,MISS F. Jackson 26' 3PT,[1628402],1610612765.0,DET,Jackson,F. Jackson,,,,,,,,,,26.2,Missed,,,,,,,,,,,,,,,,
655,PT04M37.00S,2021-11-03T01:10:06.1Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612749,78,110,2021-11-03T01:10:08Z,6360000,,,0,,S. Ojeleye REBOUND (Off:1 Def:4),[1628400],1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,654.0,5.0,4.0,1.0,,,,,,
657,PT04M34.00S,2021-11-03T01:10:15.1Z,4,REGULAR,turnover,bad pass,[],1628400,,,1610612749,78,110,2021-11-03T01:18:42Z,6380000,,,0,,S. Ojeleye bad pass TURNOVER (2 TO),"[1628400, 1630165]",1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,2.0,Hayes,1630165.0,,,,,,,,,,,,,,,,,,
658,PT04M34.00S,2021-11-03T01:10:15.1Z,4,REGULAR,steal,,[],1630165,,,1610612765,78,110,2021-11-03T01:10:24Z,6390000,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT04M34.00S,2021-11-03T01:10:24.9Z,4,REGULAR,turnover,lost ball,[],1630165,,,1610612765,78,110,2021-11-03T01:11:09Z,6400000,,,0,,K. Hayes lost ball TURNOVER (3 TO),"[1630165, 1630686]",1610612765.0,DET,Hayes,K. Hayes,,,,,,,3.0,Kalaitzakis,1630686.0,,,,,,,,,,,,,,,,,,
660,PT04M34.00S,2021-11-03T01:10:24.9Z,4,REGULAR,steal,,[],1630686,,,1610612749,78,110,2021-11-03T01:10:28Z,6410000,,,0,,G. Kalaitzakis STEAL (1 STL),[1630686],1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT04M34.00S,2021-11-03T01:10:30.8Z,4,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612749,78,110,2021-11-03T01:10:38Z,6420000,,,0,,K. Hayes shooting personal FOUL (5 PF) (Kalaitzakis 2 FT),"[1630165, 1630686]",1610612765.0,DET,Hayes,K. Hayes,shooting,,,,,,,,,,,,,,,,,,,,,201245.0,5.0,0.0,Kalaitzakis,1630686.0,
663,PT04M34.00S,2021-11-03T01:10:43.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630686,,,1610612749,78,110,2021-11-03T01:10:43Z,6440000,,,0,,MISS G. Kalaitzakis Free Throw 1 of 2,[1630686],1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
664,PT04M34.00S,2021-11-03T01:10:43.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,78,110,2021-11-03T01:10:43Z,6450000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,663.0,,,,,,,,,
665,PT04M34.00S,2021-11-03T01:10:43.9Z,4,REGULAR,substitution,out,[],1628402,,,1610612749,78,110,2021-11-03T01:10:49Z,6460000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT04M34.00S,2021-11-03T01:10:43.9Z,4,REGULAR,substitution,in,[],1630240,,,1610612749,78,110,2021-11-03T01:10:49Z,6470000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT04M34.00S,2021-11-03T01:11:06.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630686,,,1610612749,78,110,2021-11-03T01:11:06Z,6480000,,,0,,MISS G. Kalaitzakis Free Throw 2 of 2,[1630686],1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
668,PT04M29.00S,2021-11-03T01:11:09.0Z,4,REGULAR,rebound,defensive,[],1630191,,,1610612765,78,110,2021-11-03T01:11:09Z,6490000,,,0,,I. Stewart REBOUND (Off:3 Def:4),[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,667.0,7.0,4.0,3.0,,,,,,
669,PT04M24.00S,2021-11-03T01:11:16.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630686,,,1610612765,78,110,2021-11-03T01:11:30Z,6500000,,,0,,G. Kalaitzakis personal FOUL (2 PF) (Lee 2 FT),"[1630686, 1630240]",1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Lee,1630240.0,
671,PT04M24.00S,2021-11-03T01:11:41.7Z,4,REGULAR,freethrow,1 of 2,[],1630240,,,1610612765,79,110,2021-11-03T01:12:12Z,6520000,,,0,,S. Lee Free Throw 1 of 2 (1 PTS),[1630240],1610612765.0,DET,Lee,S. Lee,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
672,PT04M24.00S,2021-11-03T01:11:42.5Z,4,REGULAR,substitution,out,[],1629670,,,1610612765,79,110,2021-11-03T01:11:47Z,6530000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT04M24.00S,2021-11-03T01:11:42.5Z,4,REGULAR,substitution,in,[],203648,,,1610612765,79,110,2021-11-03T01:11:47Z,6540000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT04M24.00S,2021-11-03T01:11:41.7Z,4,REGULAR,freethrow,2 of 2,[],1630240,,,1610612765,79,110,2021-11-03T01:12:12Z,6550000,,,0,,MISS S. Lee Free Throw 2 of 2,[1630240],1610612765.0,DET,Lee,S. Lee,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
675,PT04M23.00S,2021-11-03T01:11:42.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,79,110,2021-11-03T01:12:12Z,6560000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,674.0,,,,,,,,,
676,PT04M23.00S,2021-11-03T01:12:08.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,79,110,2021-11-03T01:12:08Z,6570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT03M59.00S,2021-11-03T01:12:43.0Z,4,REGULAR,3pt,Jump Shot,[],1630686,84.67477003942182,95.83333333333333,1610612749,79,110,2021-11-03T01:12:47Z,6580000,229.0,92.0,1,right,MISS G. Kalaitzakis 24' 3PT,[1630686],1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,24.68,Missed,,,,,,,,,,,,,,,,
678,PT03M56.00S,2021-11-03T01:12:46.0Z,4,REGULAR,rebound,offensive,[],203648,,,1610612749,79,110,2021-11-03T01:12:47Z,6590000,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:6),[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,677.0,7.0,6.0,1.0,,,,,,
679,PT03M45.00S,2021-11-03T01:13:00.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630686,79.81274638633377,54.411764705882355,1610612749,79,110,2021-11-03T01:40:06Z,6600000,22.0,137.0,1,right,MISS G. Kalaitzakis 13' Jump Shot,[1630686],1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,13.91,Missed,,,,,,,,,,,,,,,,
680,PT03M45.00S,2021-11-03T01:13:00.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,79,110,2021-11-03T01:40:06Z,6610000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,679.0,,,,,,,,,
681,PT03M45.00S,2021-11-03T01:13:07.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612749,79,110,2021-11-03T01:40:32Z,6620000,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,
682,PT03M45.00S,2021-11-03T01:13:11.9Z,4,REGULAR,substitution,out,[],1628400,,,1610612765,79,110,2021-11-03T01:40:32Z,6630000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT03M45.00S,2021-11-03T01:13:11.9Z,4,REGULAR,substitution,in,[],1629670,,,1610612765,79,110,2021-11-03T01:40:32Z,6640000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT03M32.00S,2021-11-03T01:13:36.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628977,6.4881734559789805,97.05882352941177,1610612765,79,110,2021-11-03T01:39:10Z,6660000,-235.0,8.0,1,left,MISS H. Diallo 3PT,[1628977],1610612765.0,DET,Diallo,H. Diallo,,,,,,,,,,23.55,Missed,,,,,,,,,,,,,,,,
685,PT03M30.00S,2021-11-03T01:13:38.5Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,79,110,2021-11-03T01:39:10Z,6670000,,,0,,I. Stewart REBOUND (Off:4 Def:4),[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,684.0,8.0,4.0,4.0,,,,,,
686,PT03M21.00S,2021-11-03T01:13:43.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630165,8.590670170827863,5.392156862745097,1610612765,82,110,2021-11-03T01:13:53Z,6680000,223.0,28.0,1,left,K. Hayes 3PT step back (8 PTS),[1630165],1610612765.0,DET,Hayes,K. Hayes,step back,,,,,,,,,22.48,Made,8.0,,,,,,,,,,,,,,,
687,PT02M58.00S,2021-11-03T01:14:08.0Z,4,REGULAR,3pt,Jump Shot,[],1630572,88.48554533508542,3.1862745098039227,1610612749,82,113,2021-11-03T01:14:13Z,6690000,-234.0,56.0,1,right,S. Mamukelashvili 24' 3PT  (3 PTS) (J. Robinson 4 AST),"[1630572, 1629620]",1610612749.0,MIL,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,24.06,Made,3.0,J. Robinson,1629620.0,4.0,,,,,,,,,,,,
689,PT02M41.00S,2021-11-03T01:14:24.1Z,4,REGULAR,3pt,Jump Shot,[],1630240,8.065045992115643,4.656862745098039,1610612765,82,113,2021-11-03T01:14:38Z,6710000,227.0,23.0,1,left,MISS S. Lee 3PT,[1630240],1610612765.0,DET,Lee,S. Lee,,,,,,,,,,22.79,Missed,,,,,,,,,,,,,,,,
690,PT02M38.00S,2021-11-03T01:14:27.0Z,4,REGULAR,rebound,defensive,[],1629670,,,1610612749,82,113,2021-11-03T01:14:27Z,6720000,,,0,,J. Nwora REBOUND (Off:0 Def:3),[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,689.0,3.0,3.0,0.0,,,,,,
691,PT02M38.00S,2021-11-03T01:14:29.9Z,4,REGULAR,turnover,out-of-bounds,[],203648,,,1610612749,82,113,2021-11-03T01:22:50Z,6730000,,,0,,T. Antetokounmpo lost ball out-of-bounds TURNOVER (1 TO),[203648],1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,lost ball,,,,,,1.0,,,,,,,,,,,,,,,1628951.0,,,,,
692,PT02M38.00S,2021-11-03T01:14:38.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,82,113,2021-11-03T01:14:38Z,6740000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT02M38.00S,2021-11-03T01:14:39.4Z,4,REGULAR,substitution,out,[],1630191,,,1610612765,82,113,2021-11-03T01:17:09Z,6750000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT02M38.00S,2021-11-03T01:14:39.4Z,4,REGULAR,substitution,in,[],1630568,,,1610612765,82,113,2021-11-03T01:17:09Z,6760000,,,0,,SUB in: L. Garza,[1630568],1610612765.0,DET,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT02M20.00S,2021-11-03T01:17:40.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630568,8.065045992115643,46.81372549019608,1610612765,82,113,2021-11-03T01:17:50Z,6770000,16.0,23.0,1,left,MISS L. Garza Layup - blocked,"[1630568, 1630686]",1610612765.0,DET,Garza,L. Garza,,,,,,,,,,2.82,Missed,,,,,Kalaitzakis,1630686.0,,,,,,,,,,
696,PT02M20.00S,2021-11-03T01:17:40.1Z,4,REGULAR,block,,[],1630686,,,1610612765,82,113,2021-11-03T01:17:44Z,6780000,,,0,,G. Kalaitzakis BLOCK (1 BLK),[1630686],1610612749.0,MIL,Kalaitzakis,G. Kalaitzakis,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT02M19.00S,2021-11-03T01:17:41.1Z,4,REGULAR,rebound,defensive,[],1629670,,,1610612749,82,113,2021-11-03T01:32:15Z,6790000,,,0,,J. Nwora REBOUND (Off:0 Def:4),[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,695.0,4.0,4.0,0.0,,,,,,
732,PT02M19.00S,2021-11-03T01:17:54.5Z,4,REGULAR,turnover,out-of-bounds,[],1629670,,,1610612749,82,113,2021-11-03T01:33:48Z,6795000,,,0,,J. Nwora lost ball out-of-bounds TURNOVER (1 TO),[1629670],1610612749.0,MIL,Nwora,J. Nwora,lost ball,,,,,,1.0,,,,,,,,,,,,,,,101283.0,,,,,
698,PT02M10.00S,2021-11-03T01:18:09.0Z,4,REGULAR,turnover,out-of-bounds,[],1628977,,,1610612765,82,113,2021-11-03T01:18:18Z,6800000,,,0,,H. Diallo bad pass out-of-bounds TURNOVER (1 TO),[1628977],1610612765.0,DET,Diallo,H. Diallo,bad pass,,,,,,1.0,,,,,,,,,,,,,,,201245.0,,,,,
699,PT01M55.00S,2021-11-03T01:18:33.7Z,4,REGULAR,turnover,lost ball,[],1629670,,,1610612749,82,113,2021-11-03T01:18:43Z,6810000,,,0,,J. Nwora lost ball TURNOVER (2 TO),"[1629670, 1630240]",1610612749.0,MIL,Nwora,J. Nwora,,,,,,,2.0,Lee,1630240.0,,,,,,,,,,,,,,,,,,
700,PT01M55.00S,2021-11-03T01:18:33.7Z,4,REGULAR,steal,,[],1630240,,,1610612765,82,113,2021-11-03T01:18:36Z,6820000,,,0,,S. Lee STEAL (1 STL),[1630240],1610612765.0,DET,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT01M51.00S,2021-11-03T01:18:38.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630240,6.8823915900131425,47.30392156862745,1610612765,84,113,2021-11-03T01:25:52Z,6830000,13.0,12.0,1,left,S. Lee running Layup (3 PTS) (R. McGruder 1 AST),"[1630240, 203585]",1610612765.0,DET,Lee,S. Lee,running,,,,,,,,,1.82,Made,3.0,R. McGruder,203585.0,1.0,,,,,,,,,,,,
704,PT01M34.00S,2021-11-03T01:18:57.5Z,4,REGULAR,turnover,bad pass,[],203648,,,1610612749,84,113,2021-11-03T01:19:07Z,6860000,,,0,,T. Antetokounmpo bad pass TURNOVER (2 TO),"[203648, 1628977]",1610612749.0,MIL,Antetokounmpo,T. Antetokounmpo,,,,,,,2.0,Diallo,1628977.0,,,,,,,,,,,,,,,,,,
705,PT01M34.00S,2021-11-03T01:18:57.5Z,4,REGULAR,steal,,[],1628977,,,1610612765,84,113,2021-11-03T01:19:00Z,6870000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,PT01M34.00S,2021-11-03T01:19:01.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630568,7.013797634691201,46.07843137254902,1610612765,86,113,2021-11-03T01:27:10Z,6880000,20.0,13.0,1,left,L. Garza driving Layup (2 PTS) (K. Hayes 3 AST),"[1630568, 1630165]",1610612765.0,DET,Garza,L. Garza,driving,,,,,,,,,2.37,Made,2.0,K. Hayes,1630165.0,3.0,,,,,,,,,,,,
707,PT01M34.00S,2021-11-03T01:19:11.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630572,,,1610612765,86,113,2021-11-03T01:19:23Z,6890000,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Garza 1 FT),"[1630572, 1630568]",1610612749.0,MIL,Mamukelashvili,S. Mamukelashvili,shooting,,,,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Garza,1630568.0,
709,PT01M34.00S,2021-11-03T01:19:24.3Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630568,,,1610612765,87,113,2021-11-03T01:19:24Z,6910000,,,0,,L. Garza Free Throw 1 of 1 (3 PTS),[1630568],1610612765.0,DET,Garza,L. Garza,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
710,PT01M10.00S,2021-11-03T01:19:49.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629620,86.25164257555848,59.31372549019608,1610612749,87,115,2021-11-03T01:27:48Z,6920000,47.0,77.0,1,right,J. Robinson 8' driving floating Jump Shot (11 PTS),[1629620],1610612749.0,MIL,Robinson,J. Robinson,driving floating,,,,,,,,,8.97,Made,11.0,,,,,,,,,,,,,,,
711,PT00M55.20S,2021-11-03T01:20:06.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,7.802233902759525,50.245098039215684,1610612765,89,115,2021-11-03T01:28:18Z,6930000,-1.0,21.0,1,left,H. Diallo driving Layup (4 PTS) (K. Hayes 4 AST),"[1628977, 1630165]",1610612765.0,DET,Diallo,H. Diallo,driving,,,,,,,,,2.08,Made,4.0,K. Hayes,1630165.0,4.0,,,,,,,,,,,,
713,PT00M46.00S,2021-11-03T01:20:24.7Z,4,REGULAR,foul,personal,[],203585,,,1610612749,89,115,2021-11-03T01:20:29Z,6950000,,,0,,R. McGruder personal FOUL (1 PF),"[203585, 1630686]",1610612765.0,DET,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Kalaitzakis,1630686.0,
715,PT00M44.90S,2021-11-03T01:20:48.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630572,92.69053876478318,50.73529411764706,1610612749,89,117,2021-11-03T01:28:46Z,6970000,4.0,16.0,1,right,S. Mamukelashvili cutting DUNK (5 PTS) (J. Nwora 3 AST),"[1630572, 1629670]",1610612749.0,MIL,Mamukelashvili,S. Mamukelashvili,cutting,,,,,,,,,1.66,Made,5.0,J. Nwora,1629670.0,3.0,,,,,,,,,,,,
717,PT00M44.90S,2021-11-03T01:20:51.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630568,,,1610612749,89,117,2021-11-03T01:27:52Z,6990000,,,0,,L. Garza shooting personal FOUL (2 PF) (Mamukelashvili 1 FT),"[1630568, 1630572]",1610612765.0,DET,Garza,L. Garza,shooting,,,,,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Mamukelashvili,1630572.0,
719,PT00M44.90S,2021-11-03T01:21:15.2Z,4,REGULAR,freethrow,1 of 1,[],1630572,,,1610612749,89,117,2021-11-03T01:21:15Z,7010000,,,0,,MISS S. Mamukelashvili Free Throw 1 of 1,[1630572],1610612749.0,MIL,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
720,PT00M38.30S,2021-11-03T01:21:19.3Z,4,REGULAR,rebound,defensive,[],1628977,,,1610612765,89,117,2021-11-03T01:21:19Z,7020000,,,0,,H. Diallo REBOUND (Off:0 Def:2),[1628977],1610612765.0,DET,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,719.0,2.0,2.0,0.0,,,,,,
721,PT00M34.50S,2021-11-03T01:21:23.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630165,29.09001314060447,16.666666666666657,1610612765,89,117,2021-11-03T01:21:39Z,7030000,167.0,221.0,1,left,MISS K. Hayes 27' 3PT,[1630165],1610612765.0,DET,Hayes,K. Hayes,,,,,,,,,,27.67,Missed,,,,,,,,,,,,,,,,
722,PT00M34.50S,2021-11-03T01:21:23.1Z,4,REGULAR,rebound,defensive,[],1629670,,,1610612749,89,117,2021-11-03T01:21:39Z,7040000,,,0,,J. Nwora REBOUND (Off:0 Def:5),[1629670],1610612749.0,MIL,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,721.0,5.0,5.0,0.0,,,,,,
723,PT00M10.30S,2021-11-03T01:21:47.3Z,4,REGULAR,turnover,lost ball,[],1630572,,,1610612749,89,117,2021-11-03T01:23:52Z,7050000,,,0,,S. Mamukelashvili lost ball TURNOVER (1 TO),"[1630572, 1630568]",1610612749.0,MIL,Mamukelashvili,S. Mamukelashvili,,,,,,,1.0,Garza,1630568.0,,,,,,,,,,,,,,,,,,
724,PT00M10.30S,2021-11-03T01:21:47.3Z,4,REGULAR,steal,,[],1630568,,,1610612765,89,117,2021-11-03T01:23:52Z,7060000,,,0,,L. Garza STEAL (1 STL),[1630568],1610612765.0,DET,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,,
