actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
608,PT05M47.00S,2022-11-08T05:14:38.2Z,4,REGULAR,jumpball,recovered,[],1629638,,,1610612762,129,106,2022-11-08T05:43:25Z,5960000,,,0,,Jump Ball W. Kessler vs. J. Toscano-Anderson: Tip to N. Alexander-Walker,"[1629638, 1631117, 1629308]",1610612762.0,UTA,heldball,N. Alexander-Walker,1629638.0,Alexander-Walker,N. Alexander-Walker,Kessler,1631117.0,Toscano-Anderson,1629308.0,,,,,,,,,,,,,,,,,,,,,,
611,PT05M43.00S,2022-11-08T05:14:41.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,93.64323258869908,53.92156862745098,1610612762,129,106,2022-11-08T05:43:25Z,5990000,20.0,7.0,1,right,MISS N. Alexander-Walker reverse Layup,[1629638],1610612762.0,UTA,reverse,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,2.09,Missed,,,,,,,,,,,,,
612,PT05M43.00S,2022-11-08T05:14:41.9Z,4,REGULAR,rebound,defensive,[],1627745,,,1610612747,129,106,2022-11-08T05:14:49Z,6000000,,,0,,D. Jones REBOUND (Off:2 Def:3),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,611.0,5.0,3.0,2.0,,,,,
613,PT05M43.00S,2022-11-08T05:14:46.8Z,4,REGULAR,foul,personal,[],1631117,,,1610612747,129,106,2022-11-08T05:14:57Z,6010000,,,0,,W. Kessler personal FOUL (3 PF),"[1631117, 1627745]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,1151.0,3.0,0.0,Jones,1627745.0,,,,,,,,,,,,,,,
616,PT05M29.00S,2022-11-08T05:15:14.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,9.937582128777924,44.6078431372549,1610612747,129,106,2022-11-08T05:22:00Z,6030000,27.0,41.0,1,left,MISS D. Jones cutting DUNK,[1627745],1610612747.0,LAL,cutting,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.9,Missed,,,,,,,,,,,,,
617,PT05M28.00S,2022-11-08T05:15:15.7Z,4,REGULAR,rebound,offensive,[],1630590,,,1610612747,129,106,2022-11-08T05:15:15Z,6040000,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:0),[1630590],1610612747.0,LAL,,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,616.0,1.0,0.0,1.0,,,,,
618,PT05M17.00S,2022-11-08T05:15:26.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629308,9.937582128777924,56.61764705882353,1610612747,129,106,2022-11-08T05:22:19Z,6050000,-33.0,41.0,1,left,MISS J. Toscano-Anderson turnaround bank Shot,[1629308],1610612747.0,LAL,turnaround bank,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.26,Missed,,,,,,,,,,,,,
619,PT05M13.00S,2022-11-08T05:15:30.4Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612762,129,106,2022-11-08T05:15:31Z,6060000,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,618.0,1.0,1.0,0.0,,,,,
620,PT05M04.00S,2022-11-08T05:15:38.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629659,90.88370565045992,53.18627450980392,1610612762,129,106,2022-11-08T05:25:06Z,6070000,16.0,33.0,1,right,MISS T. Horton-Tucker driving Layup - blocked,"[1629659, 1629308]",1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,3.68,Missed,,,,,,,,,,Toscano-Anderson,1629308.0,,
621,PT05M04.00S,2022-11-08T05:15:38.1Z,4,REGULAR,block,,[],1629308,,,1610612762,129,106,2022-11-08T05:31:38Z,6080000,,,0,,J. Toscano-Anderson BLOCK (2 BLK),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
622,PT05M02.00S,2022-11-08T05:15:40.1Z,4,REGULAR,rebound,offensive,[],1629659,,,1610612762,129,106,2022-11-08T05:15:44Z,6090000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:2),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,620.0,3.0,2.0,1.0,,,,,
623,PT05M02.00S,2022-11-08T05:15:42.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629659,94.40999984741211,50.0,1610612762,131,106,2022-11-08T05:15:42Z,6100000,0.0,0.0,1,right,T. Horton-Tucker putback Layup (15 PTS),[1629659],1610612762.0,UTA,putback,,,Horton-Tucker,T. Horton-Tucker,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,15.0,,,,,,,,,,,,
624,PT05M02.00S,2022-11-08T05:15:45.3Z,4,REGULAR,foul,personal,[],1629659,,,1610612747,131,106,2022-11-08T05:15:51Z,6110000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1630590]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,1151.0,1.0,0.0,Pippen Jr.,1630590.0,,,,,,,,,,,,,,,
626,PT05M02.00S,2022-11-08T05:15:51.3Z,4,REGULAR,substitution,out,[],1629659,,,1610612747,131,106,2022-11-08T05:16:01Z,6130000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT05M02.00S,2022-11-08T05:15:51.3Z,4,REGULAR,substitution,out,[],1629012,,,1610612747,131,106,2022-11-08T05:16:01Z,6140000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT05M02.00S,2022-11-08T05:15:51.3Z,4,REGULAR,substitution,in,[],1630195,,,1610612747,131,106,2022-11-08T05:16:01Z,6150000,,,0,,SUB in: L. Bolmaro,[1630195],1610612762.0,UTA,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT05M02.00S,2022-11-08T05:15:51.3Z,4,REGULAR,substitution,in,[],1631323,,,1610612747,131,106,2022-11-08T05:16:01Z,6160000,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT04M48.00S,2022-11-08T05:16:26.5Z,4,REGULAR,2pt,Jump Shot,[],1627745,18.873193166885677,27.941176470588236,1610612747,131,108,2022-11-08T05:16:32Z,6170000,110.0,125.0,1,left,D. Jones 16' turnaround Jump Shot (6 PTS) (M. Christie 2 AST),"[1627745, 1631108]",1610612747.0,LAL,turnaround,,,Jones,D. Jones,,,,,Mid-Range,16-24 Right Center,,,,,,16.66,Made,6.0,M. Christie,1631108.0,2.0,,,,,,,,,
632,PT04M31.00S,2022-11-08T05:16:43.0Z,4,REGULAR,3pt,Jump Shot,[],1631323,88.25558475689881,2.2058823529411766,1610612762,131,108,2022-11-08T05:25:57Z,6190000,-239.0,58.0,1,right,MISS S. Fontecchio 24' pullup 3PT,[1631323],1610612762.0,UTA,pullup,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,,,,,,24.59,Missed,,,,,,,,,,,,,
633,PT04M27.00S,2022-11-08T05:16:47.0Z,4,REGULAR,rebound,defensive,[],1627745,,,1610612747,131,108,2022-11-08T05:46:20Z,6200000,,,0,,D. Jones REBOUND (Off:2 Def:4),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,632.0,6.0,4.0,2.0,,,,,
637,PT04M17.00S,2022-11-08T05:17:18.7Z,4,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612747,131,108,2022-11-08T05:17:34Z,6240000,,,0,,W. Kessler shooting personal FOUL (4 PF) (Jones 2 FT),"[1631117, 1627745]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,202049.0,4.0,0.0,Jones,1627745.0,,,,,,,,,,,,,,,
639,PT04M17.00S,2022-11-08T05:17:44.1Z,4,REGULAR,freethrow,1 of 2,[],1627745,,,1610612747,131,109,2022-11-08T05:38:39Z,6260000,,,0,,D. Jones Free Throw 1 of 2 (7 PTS),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
640,PT04M17.00S,2022-11-08T05:17:46.0Z,4,REGULAR,substitution,out,[],1631117,,,1610612747,131,109,2022-11-08T05:17:50Z,6270000,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT04M17.00S,2022-11-08T05:17:46.0Z,4,REGULAR,substitution,in,[],1628962,,,1610612747,131,109,2022-11-08T05:17:50Z,6280000,,,0,,SUB in: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT04M17.00S,2022-11-08T05:18:02.8Z,4,REGULAR,freethrow,2 of 2,[],1627745,,,1610612747,131,110,2022-11-08T05:38:39Z,6290000,,,0,,D. Jones Free Throw 2 of 2 (8 PTS),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
643,PT03M58.00S,2022-11-08T05:18:24.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630195,93.11760840998686,51.71568627450981,1610612762,131,110,2022-11-08T05:18:29Z,6300000,9.0,12.0,1,right,MISS L. Bolmaro driving Layup,[1630195],1610612762.0,UTA,driving,,,Bolmaro,L. Bolmaro,,,,,Restricted Area,0-8 Center,,,,,,1.49,Missed,,,,,,,,,,,,,
644,PT03M56.00S,2022-11-08T05:18:26.7Z,4,REGULAR,rebound,defensive,[],1630346,,,1610612747,131,110,2022-11-08T05:18:29Z,6310000,,,0,,M. Ryan REBOUND (Off:0 Def:1),[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,643.0,1.0,1.0,0.0,,,,,
645,PT03M46.00S,2022-11-08T05:18:35.7Z,4,REGULAR,turnover,bad pass,[],1627745,,,1610612747,131,110,2022-11-08T05:18:40Z,6320000,,,0,,D. Jones bad pass TURNOVER (1 TO),"[1627745, 1629638]",1610612747.0,LAL,,,,Jones,D. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,,,Alexander-Walker,1629638.0
646,PT03M46.00S,2022-11-08T05:18:35.7Z,4,REGULAR,steal,,[],1629638,,,1610612762,131,110,2022-11-08T05:18:37Z,6330000,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
647,PT03M36.00S,2022-11-08T05:18:46.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631323,89.70105124835742,2.696078431372549,1610612762,131,110,2022-11-08T05:18:52Z,6340000,-237.0,44.0,1,right,MISS S. Fontecchio 24' step back 3PT,[1631323],1610612762.0,UTA,step back,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,,,,,,24.06,Missed,,,,,,,,,,,,,
648,PT03M34.00S,2022-11-08T05:18:49.1Z,4,REGULAR,rebound,offensive,[],1628962,,,1610612762,131,110,2022-11-08T05:18:49Z,6350000,,,0,,U. Azubuike REBOUND (Off:1 Def:0),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,647.0,1.0,0.0,1.0,,,,,
649,PT03M26.00S,2022-11-08T05:18:56.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630195,69.72733245729303,11.76470588235294,1610612762,131,110,2022-11-08T05:19:02Z,6360000,-191.0,232.0,1,right,MISS L. Bolmaro 30' 3PT,[1630195],1610612762.0,UTA,,,,Bolmaro,L. Bolmaro,,,,,Above the Break 3,24+ Left Center,,,,,,30.07,Missed,,,,,,,,,,,,,
650,PT03M24.00S,2022-11-08T05:18:59.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612747,131,110,2022-11-08T05:18:59Z,6370000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,649.0,,,,,,,,
652,PT03M11.00S,2022-11-08T05:19:20.9Z,4,REGULAR,3pt,Jump Shot,[],1630346,23.209592641261498,11.27450980392157,1610612747,131,110,2022-11-08T05:19:25Z,6390000,194.0,166.0,1,left,MISS M. Ryan 25' 3PT,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Right Center,,,,,,25.48,Missed,,,,,,,,,,,,,
653,PT03M07.00S,2022-11-08T05:19:24.9Z,4,REGULAR,rebound,defensive,[],1631323,,,1610612762,131,110,2022-11-08T05:19:25Z,6400000,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,652.0,1.0,1.0,0.0,,,,,
654,PT02M58.00S,2022-11-08T05:19:33.3Z,4,REGULAR,turnover,bad pass,[],1631323,,,1610612762,131,110,2022-11-08T05:19:37Z,6410000,,,0,,S. Fontecchio bad pass TURNOVER (1 TO),"[1631323, 1631108]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1.0,,,Christie,1631108.0
655,PT02M58.00S,2022-11-08T05:19:33.3Z,4,REGULAR,steal,,[],1631108,,,1610612747,131,110,2022-11-08T05:19:35Z,6420000,,,0,,M. Christie STEAL (2 STL),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
656,PT02M55.00S,2022-11-08T05:19:38.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630195,,,1610612747,131,110,2022-11-08T05:20:00Z,6430000,,,0,,L. Bolmaro shooting personal FOUL (1 PF) (Pippen Jr. 2 FT),"[1630195, 1630590]",1610612762.0,UTA,shooting,,,Bolmaro,L. Bolmaro,,,,,Restricted Area,0-8 Center,1628480.0,1.0,0.0,Pippen Jr.,1630590.0,,,,,,,,,,,,,,,
658,PT02M55.00S,2022-11-08T05:20:03.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630590,,,1610612747,131,110,2022-11-08T05:20:03Z,6450000,,,0,,MISS S. Pippen Jr. Free Throw 1 of 2,[1630590],1610612747.0,LAL,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
659,PT02M55.00S,2022-11-08T05:20:03.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,131,110,2022-11-08T05:20:03Z,6460000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,658.0,,,,,,,,
660,PT02M55.00S,2022-11-08T05:20:21.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630590,,,1610612747,131,111,2022-11-08T05:20:21Z,6470000,,,0,,S. Pippen Jr. Free Throw 2 of 2 (1 PTS),[1630590],1610612747.0,LAL,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
661,PT02M44.00S,2022-11-08T05:20:34.4Z,4,REGULAR,2pt,Jump Shot,[],1631323,77.21747700394218,49.26470588235294,1610612762,133,111,2022-11-08T05:20:41Z,6480000,-4.0,162.0,1,right,S. Fontecchio 16' pullup Jump Shot (2 PTS) (U. Azubuike 1 AST),"[1631323, 1628962]",1610612762.0,UTA,pullup,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Center,,,,,,16.17,Made,2.0,U. Azubuike,1628962.0,1.0,,,,,,,,,
663,PT02M28.00S,2022-11-08T05:20:50.2Z,4,REGULAR,turnover,bad pass,[],1630590,,,1610612747,133,111,2022-11-08T05:20:56Z,6500000,,,0,,S. Pippen Jr. bad pass TURNOVER (1 TO),"[1630590, 1631323]",1610612747.0,LAL,,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,,,Fontecchio,1631323.0
664,PT02M28.00S,2022-11-08T05:20:50.2Z,4,REGULAR,steal,,[],1631323,,,1610612762,133,111,2022-11-08T05:20:52Z,6510000,,,0,,S. Fontecchio STEAL (1 STL),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
665,PT02M27.00S,2022-11-08T05:20:55.3Z,4,REGULAR,foul,personal,[],1629308,,,1610612762,133,111,2022-11-08T05:21:07Z,6520000,,,0,,J. Toscano-Anderson personal FOUL (2 PF),"[1629308, 1631323]",1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),0-8 Center,202049.0,2.0,0.0,Fontecchio,1631323.0,,,,,,,,,,,,,,,
667,PT02M24.00S,2022-11-08T05:21:20.0Z,4,REGULAR,turnover,traveling,[],1630195,,,1610612762,133,111,2022-11-08T05:21:25Z,6540000,,,0,,L. Bolmaro traveling TURNOVER (1 TO),[1630195],1610612762.0,UTA,,,,Bolmaro,L. Bolmaro,,,,,Above the Break 3,24+ Left Center,202049.0,,,,,,,,,,,,,,,1.0,,,,
668,PT02M13.00S,2022-11-08T05:21:48.8Z,4,REGULAR,turnover,lost ball,[],1629308,,,1610612747,133,111,2022-11-08T05:21:53Z,6550000,,,0,,J. Toscano-Anderson lost ball TURNOVER (2 TO),"[1629308, 1630195]",1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,,,Bolmaro,1630195.0
669,PT02M13.00S,2022-11-08T05:21:48.8Z,4,REGULAR,steal,,[],1630195,,,1610612762,133,111,2022-11-08T05:21:50Z,6560000,,,0,,L. Bolmaro STEAL (1 STL),[1630195],1610612762.0,UTA,,,,Bolmaro,L. Bolmaro,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
671,PT02M06.00S,2022-11-08T05:22:11.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630195,81.8166885676741,45.83333333333333,1610612762,135,111,2022-11-08T05:22:21Z,6580000,-21.0,118.0,1,right,L. Bolmaro 12' turnaround bank Jump Shot (2 PTS),[1630195],1610612762.0,UTA,turnaround bank,,,Bolmaro,L. Bolmaro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.02,Made,2.0,,,,,,,,,,,,
672,PT01M56.00S,2022-11-08T05:22:20.8Z,4,REGULAR,2pt,Jump Shot,[],1630590,21.369908015768726,40.44117647058824,1610612747,135,111,2022-11-08T05:32:03Z,6590000,48.0,148.0,1,left,MISS S. Pippen Jr. 15' pullup Shot,[1630590],1610612747.0,LAL,pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,8-16 Center,,,,,,15.59,Missed,,,,,,,,,,,,,
673,PT01M52.00S,2022-11-08T05:22:24.8Z,4,REGULAR,rebound,offensive,[],1627745,,,1610612747,135,111,2022-11-08T05:22:31Z,6600000,,,0,,D. Jones REBOUND (Off:3 Def:4),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,672.0,7.0,4.0,3.0,,,,,
674,PT01M52.00S,2022-11-08T05:22:29.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627745,5.590000152587891,50.0,1610612747,135,113,2022-11-08T05:22:29Z,6610000,0.0,0.0,1,left,D. Jones putback Layup (10 PTS),[1627745],1610612747.0,LAL,putback,,,Jones,D. Jones,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,10.0,,,,,,,,,,,,
675,PT01M48.00S,2022-11-08T05:22:32.9Z,4,REGULAR,3pt,Jump Shot,[],1631323,75.1149802890933,9.068627450980392,1610612762,135,113,2022-11-08T05:32:33Z,6620000,-205.0,181.0,1,right,MISS S. Fontecchio 27' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,27.35,Missed,,,,,,,,,,,,,
676,PT01M44.00S,2022-11-08T05:22:36.9Z,4,REGULAR,rebound,defensive,[],1630590,,,1610612747,135,113,2022-11-08T05:22:39Z,6630000,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:1),[1630590],1610612747.0,LAL,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,675.0,2.0,1.0,1.0,,,,,
677,PT01M40.00S,2022-11-08T05:22:41.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631108,7.046649145860711,55.392156862745104,1610612747,135,113,2022-11-08T05:33:40Z,6640000,-27.0,14.0,1,left,MISS M. Christie running Layup - blocked,"[1631108, 1629638]",1610612747.0,LAL,running,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,3.03,Missed,,,,,,,,,,Alexander-Walker,1629638.0,,
678,PT01M40.00S,2022-11-08T05:22:41.0Z,4,REGULAR,block,,[],1629638,,,1610612747,135,113,2022-11-08T05:22:43Z,6650000,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
679,PT01M40.00S,2022-11-08T05:22:41.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,135,113,2022-11-08T05:22:45Z,6660000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,677.0,,,,,,,,
681,PT01M38.00S,2022-11-08T05:22:56.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630534,,,1610612747,135,113,2022-11-08T05:23:12Z,6680000,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Ryan 2 FT),"[1630534, 1630346]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Right,202049.0,1.0,0.0,Ryan,1630346.0,,,,,,,,,,,,,,,
683,PT01M38.00S,2022-11-08T05:23:25.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630346,,,1610612747,135,114,2022-11-08T05:23:25Z,6700000,,,0,,M. Ryan Free Throw 1 of 2 (1 PTS),[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,
684,PT01M38.00S,2022-11-08T05:23:42.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630346,,,1610612747,135,115,2022-11-08T05:23:42Z,6710000,,,0,,M. Ryan Free Throw 2 of 2 (2 PTS),[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,
685,PT01M22.00S,2022-11-08T05:24:02.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628962,92.19776609724047,44.6078431372549,1610612762,137,115,2022-11-08T05:24:08Z,6720000,-27.0,21.0,1,right,U. Azubuike alley-oop DUNK (2 PTS) (N. Alexander-Walker 1 AST),"[1628962, 1629638]",1610612762.0,UTA,alley-oop,,,Azubuike,U. Azubuike,,,,,Restricted Area,0-8 Center,,,,,,3.41,Made,2.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,
687,PT01M09.00S,2022-11-08T05:24:19.4Z,4,REGULAR,foul,offensive,[],1627745,,,1610612747,137,115,2022-11-08T05:24:26Z,6740000,,,0,,D. Jones offensive FOUL (2 PF),"[1627745, 1630195]",1610612747.0,LAL,,,,Jones,D. Jones,,,,,Mid-Range,16-24 Left Center,202049.0,2.0,0.0,Bolmaro,1630195.0,,,,,,,,,,,,,,,
689,PT01M09.00S,2022-11-08T05:24:19.4Z,4,REGULAR,turnover,offensive foul,[],1627745,,,1610612747,137,115,2022-11-08T05:24:19Z,6760000,,,0,,D. Jones offensive foul TURNOVER (2 TO),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Mid-Range,16-24 Left Center,202049.0,,,,,,,,,,,,,,,2.0,,,,
690,PT00M56.10S,2022-11-08T05:24:45.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629638,85.89027595269383,29.65686274509804,1610612762,137,115,2022-11-08T05:35:01Z,6770000,-102.0,80.0,1,right,MISS N. Alexander-Walker 12' driving floating Shot,[1629638],1610612762.0,UTA,driving floating,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Left,,,,,,12.95,Missed,,,,,,,,,,,,,
691,PT00M53.20S,2022-11-08T05:24:48.7Z,4,REGULAR,rebound,offensive,[],1628962,,,1610612762,137,115,2022-11-08T05:24:52Z,6780000,,,0,,U. Azubuike REBOUND (Off:2 Def:0),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,690.0,2.0,0.0,2.0,,,,,
692,PT00M53.20S,2022-11-08T05:24:51.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628962,94.40999984741211,50.0,1610612762,139,115,2022-11-08T05:24:51Z,6790000,0.0,0.0,1,right,U. Azubuike putback Layup (4 PTS),[1628962],1610612762.0,UTA,putback,,,Azubuike,U. Azubuike,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,4.0,,,,,,,,,,,,
693,PT00M45.50S,2022-11-08T05:24:59.4Z,4,REGULAR,2pt,Jump Shot,[],1629308,10.068988173455978,27.941176470588236,1610612747,139,115,2022-11-08T05:38:42Z,6800000,110.0,42.0,1,left,MISS J. Toscano-Anderson 11' turnaround fadeaway Shot,[1629308],1610612747.0,LAL,turnaround fadeaway,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Mid-Range,8-16 Right,,,,,,11.81,Missed,,,,,,,,,,,,,
