actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
634,PT03M24.00S,2021-12-09T03:22:03.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612745,107,97,2021-12-09T03:22:16Z,6290000,,,0,,J. Harden personal FOUL (3 PF) (Mathews 2 FT),"[201935, 1629726]",1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,201639.0,3.0,0.0,Mathews,1629726.0,,,,
636,PT03M24.00S,2021-12-09T03:22:31.4Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629726,,,1610612745,108,97,2021-12-09T03:22:31Z,6310000,,,0,,G. Mathews Free Throw 1 of 2 (18 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
637,PT03M24.00S,2021-12-09T03:22:46.2Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629726,,,1610612745,109,97,2021-12-09T03:22:46Z,6320000,,,0,,G. Mathews Free Throw 2 of 2 (19 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
638,PT03M11.00S,2021-12-09T03:23:01.5Z,4,REGULAR,2pt,Jump Shot,[],1630560,93.77463863337714,27.941176470588236,1610612751,109,97,2021-12-09T03:23:46Z,6330000,-110.0,6.0,1,right,MISS C. Thomas 11' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,11.05,Missed,,,,,,,,,,,,,,,,,,,
639,PT03M09.00S,2021-12-09T03:23:03.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,109,97,2021-12-09T03:23:10Z,6340000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,638.0,,,,,,,,,,,,,,,,,
640,PT03M09.00S,2021-12-09T03:23:07.9Z,4,REGULAR,foul,personal,[],1626174,,,1610612751,109,97,2021-12-09T03:23:28Z,6350000,,,0,,C. Wood loose ball personal FOUL (2 PF),"[1626174, 200794]",1610612745.0,HOU,loose ball,,,Wood,C. Wood,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Millsap,200794.0,,,,
642,PT03M02.00S,2021-12-09T03:23:31.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612751,109,97,2021-12-09T03:23:48Z,6370000,,,0,,G. Mathews personal FOUL (4 PF) (Mills 2 FT),"[1629726, 201988]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,201639.0,4.0,0.0,Mills,201988.0,,,,
644,PT03M02.00S,2021-12-09T03:23:57.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201988,,,1610612751,109,97,2021-12-09T03:23:57Z,6390000,,,0,,MISS P. Mills Free Throw 1 of 2,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Missed,,,,,,,,,,,,,,,,,,,
645,PT03M02.00S,2021-12-09T03:23:57.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,109,97,2021-12-09T03:23:57Z,6400000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,644.0,,,,,,,,,,,,,,,,,
646,PT03M02.00S,2021-12-09T03:24:03.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,109,97,2021-12-09T03:24:03Z,6410000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT03M02.00S,2021-12-09T03:25:48.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201988,,,1610612751,109,98,2021-12-09T03:25:48Z,6420000,,,0,,P. Mills Free Throw 2 of 2 (12 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
648,PT02M52.00S,2021-12-09T03:26:04.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,109,98,2021-12-09T03:26:04Z,6430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT02M47.00S,2021-12-09T03:26:26.7Z,4,REGULAR,turnover,backcourt,[],201571,,,1610612745,109,98,2021-12-09T03:26:32Z,6440000,,,0,,D. Augustin backcourt TURNOVER (2 TO),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,2.0,,,,,204059.0,,,,,,,,
650,PT02M31.00S,2021-12-09T03:26:54.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,67.62483574244416,39.705882352941174,1610612751,109,98,2021-12-09T03:27:00Z,6450000,-51.0,252.0,1,right,MISS C. Thomas 25' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
651,PT02M30.00S,2021-12-09T03:26:55.9Z,4,REGULAR,rebound,defensive,[],201571,,,1610612745,109,98,2021-12-09T03:27:00Z,6460000,,,0,,D. Augustin REBOUND (Off:0 Def:4),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,650.0,4.0,4.0,0.0,,,,,,,,,,,,,,
652,PT02M14.00S,2021-12-09T03:27:13.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201571,5.601182654402102,53.67647058823529,1610612745,111,98,2021-12-09T03:27:23Z,6470000,-18.0,0.0,1,left,D. Augustin driving reverse Layup (7 PTS),[201571],1610612745.0,HOU,driving reverse,,,Augustin,D. Augustin,,,,,1.84,Made,7.0,,,,,,,,,,,,,,,,,,
653,PT02M14.00S,2021-12-09T03:27:16.8Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200794,,,1610612745,111,98,2021-12-09T03:27:24Z,6480000,,,0,,P. Millsap shooting personal FOUL (4 PF) (Augustin 1 FT),"[200794, 201571]",1610612751.0,BKN,shooting,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,201639.0,4.0,0.0,Augustin,201571.0,,,,
655,PT02M14.00S,2021-12-09T03:27:42.1Z,4,REGULAR,freethrow,1 of 1,[],201571,,,1610612745,112,98,2021-12-09T03:27:42Z,6500000,,,0,,D. Augustin Free Throw 1 of 1 (8 PTS),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
656,PT02M14.00S,2021-12-09T03:27:45.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,112,98,2021-12-09T03:27:45Z,6510000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT02M14.00S,2021-12-09T03:28:47.5Z,4,REGULAR,substitution,out,[],201988,,,1610612751,112,98,2021-12-09T03:29:18Z,6520000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT02M14.00S,2021-12-09T03:28:47.5Z,4,REGULAR,substitution,in,[],1628971,,,1610612751,112,98,2021-12-09T03:29:18Z,6530000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT02M13.00S,2021-12-09T03:29:41.8Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612751,112,98,2021-12-09T03:29:41Z,6540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT02M03.00S,2021-12-09T03:29:57.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200794,84.1819973718791,50.245098039215684,1610612751,112,100,2021-12-09T03:30:03Z,6550000,1.0,96.0,1,right,P. Millsap 9' driving floating Jump Shot (10 PTS) (J. Harden 8 AST),"[200794, 201935]",1610612751.0,BKN,driving floating,,,Millsap,P. Millsap,,,,,9.62,Made,10.0,,,,,,,,,,,,,,,J. Harden,201935.0,8.0,
662,PT02M00.00S,2021-12-09T03:30:14.8Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612745,112,100,2021-12-09T03:30:14Z,6570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M44.00S,2021-12-09T03:30:41.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630528,6.652431011826544,54.166666666666664,1610612745,114,100,2021-12-09T03:30:47Z,6580000,-21.0,10.0,1,left,J. Christopher alley-oop DUNK (18 PTS) (D. Augustin 4 AST),"[1630528, 201571]",1610612745.0,HOU,alley-oop,,,Christopher,J. Christopher,,,,,2.31,Made,18.0,,,,,,,,,,,,,,,D. Augustin,201571.0,4.0,
665,PT01M34.00S,2021-12-09T03:30:58.2Z,4,REGULAR,3pt,Jump Shot,[],201935,74.85216819973719,15.931372549019606,1610612751,114,100,2021-12-09T03:31:05Z,6600000,-170.0,184.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
666,PT01M33.00S,2021-12-09T03:30:59.2Z,4,REGULAR,rebound,defensive,[],1630528,,,1610612745,114,100,2021-12-09T03:31:05Z,6610000,,,0,,J. Christopher REBOUND (Off:1 Def:1),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,665.0,2.0,1.0,1.0,,,,,,,,,,,,,,
667,PT01M10.00S,2021-12-09T03:31:22.3Z,4,REGULAR,3pt,Jump Shot,[],1629726,32.276609724047304,80.14705882352942,1610612745,114,100,2021-12-09T03:31:28Z,6620000,-151.0,251.0,1,left,MISS G. Mathews 29' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,29.27,Missed,,,,,,,,,,,,,,,,,,,
668,PT01M09.00S,2021-12-09T03:31:23.3Z,4,REGULAR,rebound,defensive,[],1630560,,,1610612751,114,100,2021-12-09T03:31:28Z,6630000,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,667.0,1.0,1.0,0.0,,,,,,,,,,,,,,
669,PT00M59.80S,2021-12-09T03:31:33.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,82.86793692509855,60.29411764705882,1610612751,114,100,2021-12-09T03:31:42Z,6640000,51.0,109.0,1,right,MISS C. Thomas 12' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,12.01,Missed,,,,,,,,,,,,,,,,,,,
670,PT00M58.50S,2021-12-09T03:31:35.2Z,4,REGULAR,rebound,offensive,[],1630560,,,1610612751,114,100,2021-12-09T03:31:42Z,6650000,,,0,,C. Thomas REBOUND (Off:1 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,669.0,2.0,1.0,1.0,,,,,,,,,,,,,,
671,PT00M57.20S,2021-12-09T03:31:40.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630528,,,1610612751,114,100,2021-12-09T03:31:48Z,6660000,,,0,,J. Christopher personal FOUL (3 PF) (Thomas 2 FT),"[1630528, 1630560]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,204059.0,3.0,0.0,Thomas,1630560.0,,,,
673,PT00M57.20S,2021-12-09T03:32:05.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630560,,,1610612751,114,101,2021-12-09T03:32:05Z,6680000,,,0,,C. Thomas Free Throw 1 of 2 (17 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
674,PT00M57.20S,2021-12-09T03:32:06.4Z,4,REGULAR,substitution,out,[],201935,,,1610612751,114,101,2021-12-09T03:32:08Z,6690000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M57.20S,2021-12-09T03:32:06.4Z,4,REGULAR,substitution,in,[],1628975,,,1610612751,114,101,2021-12-09T03:32:08Z,6700000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M57.20S,2021-12-09T03:32:20.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630560,,,1610612751,114,102,2021-12-09T03:32:20Z,6710000,,,0,,C. Thomas Free Throw 2 of 2 (18 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
677,PT00M55.20S,2021-12-09T03:32:40.9Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612745,114,102,2021-12-09T03:32:40Z,6720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M37.30S,2021-12-09T03:33:04.9Z,4,REGULAR,3pt,Jump Shot,[],201571,34.37910643889619,62.00980392156863,1610612745,114,102,2021-12-09T03:33:16Z,6730000,-60.0,271.0,1,left,MISS D. Augustin 27' pullup 3PT,[201571],1610612745.0,HOU,pullup,,,Augustin,D. Augustin,,,,,27.73,Missed,,,,,,,,,,,,,,,,,,,
679,PT00M36.10S,2021-12-09T03:33:06.1Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612751,114,102,2021-12-09T03:33:16Z,6740000,,,0,,B. Brown REBOUND (Off:3 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,678.0,5.0,2.0,3.0,,,,,,,,,,,,,,
680,PT00M22.40S,2021-12-09T03:33:19.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200794,86.28449408672799,47.05882352941176,1610612751,114,102,2021-12-09T03:33:32Z,6750000,-15.0,76.0,1,right,MISS P. Millsap 7' driving floating Shot,[200794],1610612751.0,BKN,driving floating,,,Millsap,P. Millsap,,,,,7.78,Missed,,,,,,,,,,,,,,,,,,,
681,PT00M19.50S,2021-12-09T03:33:22.8Z,4,REGULAR,rebound,offensive,[],1630561,,,1610612751,114,102,2021-12-09T03:33:22Z,6760000,,,0,,D. Duke Jr. REBOUND (Off:1 Def:1),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,680.0,2.0,1.0,1.0,,,,,,,,,,,,,,
682,PT00M19.50S,2021-12-09T03:33:22.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630561,94.40999984741211,50.0,1610612751,114,102,2021-12-09T03:33:22Z,6770000,0.0,0.0,1,right,MISS D. Duke Jr. tip Layup,[1630561],1610612751.0,BKN,tip,,,Duke Jr.,D. Duke Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
683,PT00M16.80S,2021-12-09T03:33:25.5Z,4,REGULAR,rebound,offensive,[],1630561,,,1610612751,114,102,2021-12-09T03:33:25Z,6780000,,,0,,D. Duke Jr. REBOUND (Off:2 Def:1),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,682.0,3.0,1.0,2.0,,,,,,,,,,,,,,
684,PT00M16.80S,2021-12-09T03:33:25.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630561,94.40999984741211,50.0,1610612751,114,102,2021-12-09T03:33:25Z,6790000,0.0,0.0,1,right,MISS D. Duke Jr. tip Layup,[1630561],1610612751.0,BKN,tip,,,Duke Jr.,D. Duke Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
685,PT00M16.80S,2021-12-09T03:33:28.6Z,4,REGULAR,rebound,offensive,[],1628971,,,1610612751,114,102,2021-12-09T03:33:28Z,6800000,,,0,,B. Brown REBOUND (Off:4 Def:2),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,684.0,6.0,2.0,4.0,,,,,,,,,,,,,,
686,PT00M16.80S,2021-12-09T03:33:30.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626174,,,1610612751,114,102,2021-12-09T03:33:40Z,6810000,,,0,,C. Wood shooting personal FOUL (3 PF) (Brown 2 FT),"[1626174, 1628971]",1610612745.0,HOU,shooting,,,Wood,C. Wood,,,,,,,,,,,,,,,,,1628171.0,3.0,0.0,Brown,1628971.0,,,,
688,PT00M16.80S,2021-12-09T03:33:51.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628971,,,1610612751,114,103,2021-12-09T03:33:51Z,6830000,,,0,,B. Brown Free Throw 1 of 2 (5 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
689,PT00M16.80S,2021-12-09T03:34:05.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628971,,,1610612751,114,104,2021-12-09T03:34:05Z,6840000,,,0,,B. Brown Free Throw 2 of 2 (6 PTS),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
690,PT00M00.00S,2021-12-09T03:34:25.8Z,4,REGULAR,period,end,[],0,,,1610612745,114,104,2021-12-09T03:34:25Z,6850000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M00.00S,2021-12-09T03:34:27.8Z,4,REGULAR,game,end,[],0,,,0,114,104,2021-12-09T03:34:27Z,6860000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
