actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
620,PT00M59.50S,2022-11-05T23:20:48.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,93.24901445466492,51.71568627450981,1610612753,106,102,2022-11-05T23:34:56Z,6070000,9.0,11.0,1,right,W. Carter Jr. DUNK (17 PTS) (B. Bol 2 AST),"[1628976, 1629626]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,17.0,,,,B. Bol,1629626.0,2.0,,,,,,,
622,PT00M51.90S,2022-11-05T23:20:57.0Z,4,REGULAR,foul,personal,['2freethrow'],1629626,,,1610612758,106,102,2022-11-05T23:21:11Z,6090000,,,0,,B. Bol shooting personal FOUL (4 PF) (Fox 2 FT),"[1629626, 1628368]",1610612753.0,ORL,shooting,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2714.0,4.0,0.0,Fox,1628368.0,,
624,PT00M51.90S,2022-11-05T23:21:26.1Z,4,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,106,103,2022-11-05T23:21:26Z,6110000,,,0,,D. Fox Free Throw 1 of 2 (25 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
625,PT00M51.90S,2022-11-05T23:21:30.3Z,4,REGULAR,substitution,out,[],1628370,,,1610612758,106,103,2022-11-05T23:21:38Z,6120000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M51.90S,2022-11-05T23:21:30.3Z,4,REGULAR,substitution,out,[],1628989,,,1610612758,106,103,2022-11-05T23:21:38Z,6130000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M51.90S,2022-11-05T23:21:30.3Z,4,REGULAR,substitution,in,[],1629002,,,1610612758,106,103,2022-11-05T23:21:38Z,6140000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M51.90S,2022-11-05T23:21:30.3Z,4,REGULAR,substitution,in,[],1626168,,,1610612758,106,103,2022-11-05T23:21:38Z,6150000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M51.90S,2022-11-05T23:21:40.1Z,4,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,106,104,2022-11-05T23:21:40Z,6160000,,,0,,D. Fox Free Throw 2 of 2 (26 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
630,PT00M36.10S,2022-11-05T23:21:59.0Z,4,REGULAR,2pt,Jump Shot,[],1631094,80.6340341655716,28.921568627450984,1610612753,106,104,2022-11-05T23:22:05Z,6170000,-105.0,130.0,1,right,MISS P. Banchero 16' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,16.7,Missed,,,,,,,,,,,,,,,,,,
631,PT00M32.70S,2022-11-05T23:22:02.4Z,4,REGULAR,rebound,defensive,[],203084,,,1610612758,106,104,2022-11-05T23:22:05Z,6180000,,,0,,H. Barnes REBOUND (Off:2 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Left Center,,,630.0,5.0,3.0,2.0,,,,,,,,,,,,,,
632,PT00M25.40S,2022-11-05T23:22:09.9Z,4,REGULAR,2pt,Jump Shot,[],1628368,11.908672798948752,70.34313725490196,1610612758,106,106,2022-11-05T23:22:18Z,6190000,-102.0,59.0,1,left,D. Fox 11' pullup bank Jump Shot (28 PTS) (D. Sabonis 6 AST),"[1628368, 1627734]",1610612758.0,SAC,pullup bank,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,11.78,Made,,,,,28.0,,,,D. Sabonis,1627734.0,6.0,,,,,,,
634,PT00M06.90S,2022-11-05T23:22:31.0Z,4,REGULAR,3pt,Jump Shot,[],1630532,72.22404730617609,78.92156862745098,1610612753,106,106,2022-11-05T23:22:41Z,6210000,145.0,209.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
635,PT00M03.00S,2022-11-05T23:22:34.9Z,4,REGULAR,rebound,offensive,[],1630591,,,1610612753,106,106,2022-11-05T23:22:34Z,6220000,,,0,,J. Suggs REBOUND (Off:1 Def:0),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,634.0,1.0,0.0,1.0,,,,,,,,,,,,,,
636,PT00M00.60S,2022-11-05T23:22:37.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630591,76.03482260183968,88.72549019607843,1610612753,106,106,2022-11-05T23:22:45Z,6230000,194.0,173.0,1,right,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
637,PT00M00.60S,2022-11-05T23:22:37.3Z,4,REGULAR,rebound,defensive,[],1629002,,,1610612758,106,106,2022-11-05T23:22:45Z,6240000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,Above the Break 3,24+ Right Center,,,636.0,3.0,3.0,0.0,,,,,,,,,,,,,,
638,PT00M00.00S,2022-11-05T23:22:50.0Z,4,REGULAR,period,end,[],0,,,1610612758,106,106,2022-11-05T23:22:50Z,6250000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT05M00.00S,2022-11-05T23:23:16.9Z,5,OVERTIME,substitution,out,['startperiod'],1629002,,,1610612758,106,106,2022-11-05T23:25:41Z,6260000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT05M00.00S,2022-11-05T23:23:16.9Z,5,OVERTIME,substitution,in,['startperiod'],1628370,,,1610612758,106,106,2022-11-05T23:25:41Z,6270000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT05M00.00S,2022-11-05T23:25:56.2Z,5,OVERTIME,period,start,[],0,,,0,106,106,2022-11-05T23:25:56Z,6280000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT05M00.00S,2022-11-05T23:26:03.0Z,5,OVERTIME,jumpball,recovered,[],1626168,,,1610612758,106,106,2022-11-05T23:30:02Z,6287500,,,0,,Jump Ball D. Sabonis vs. B. Bol: Tip to T. Lyles,"[1626168, 1627734, 1629626]",1610612758.0,SAC,startperiod,T. Lyles,1626168.0,Lyles,T. Lyles,Sabonis,1627734.0,Bol,1629626.0,,,,,,,,,,,,,,,,,,,,,,
642,PT04M46.00S,2022-11-05T23:26:09.9Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1628368,8.360709592641262,52.450980392156865,1610612758,106,108,2022-11-05T23:26:20Z,6290000,-12.0,26.0,1,left,D. Fox driving Layup (30 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.89,Made,,,,,30.0,,,,,,,,,,,,,
643,PT04M23.00S,2022-11-05T23:26:33.5Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1630532,86.02168199737189,55.63725490196079,1610612753,108,108,2022-11-05T23:26:40Z,6300000,28.0,79.0,1,right,F. Wagner 8' driving floating Jump Shot (23 PTS) (W. Carter Jr. 5 AST),"[1630532, 1628976]",1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,8.38,Made,,,,,23.0,,,,W. Carter Jr.,1628976.0,5.0,,,,,,,
645,PT04M09.00S,2022-11-05T23:26:46.8Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1628368,5.995400788436268,55.392156862745104,1610612758,108,110,2022-11-05T23:26:51Z,6320000,-27.0,4.0,1,left,D. Fox driving Layup (32 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,32.0,,,,,,,,,,,,,
646,PT03M51.00S,2022-11-05T23:27:04.5Z,5,OVERTIME,3pt,Jump Shot,[],1629626,90.48948751642575,4.6568627450980395,1610612753,111,110,2022-11-05T23:27:08Z,6330000,-227.0,37.0,1,right,B. Bol 3PT  (23 PTS) (P. Banchero 4 AST),"[1629626, 1631094]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Left Corner 3,24+ Left,22.97,Made,,,,,23.0,,,,P. Banchero,1631094.0,4.0,,,,,,,
648,PT03M38.00S,2022-11-05T23:27:17.7Z,5,OVERTIME,2pt,Jump Shot,[],1628368,20.97568988173456,55.392156862745104,1610612758,111,112,2022-11-05T23:27:25Z,6350000,-27.0,145.0,1,left,D. Fox 14' fadeaway Jump Shot (34 PTS),[1628368],1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,Mid-Range,8-16 Center,14.72,Made,,,,,34.0,,,,,,,,,,,,,
649,PT03M16.00S,2022-11-05T23:27:39.4Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1630591,87.59855453350855,58.333333333333336,1610612753,111,112,2022-11-05T23:27:45Z,6360000,42.0,64.0,1,right,MISS J. Suggs 7' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
650,PT03M13.00S,2022-11-05T23:27:42.4Z,5,OVERTIME,rebound,defensive,[],1627734,,,1610612758,111,112,2022-11-05T23:27:45Z,6370000,,,0,,D. Sabonis REBOUND (Off:2 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,649.0,10.0,8.0,2.0,,,,,,,,,,,,,,
651,PT03M03.00S,2022-11-05T23:27:53.4Z,5,OVERTIME,3pt,Jump Shot,[],203084,15.325229960578188,4.901960784313726,1610612758,111,115,2022-11-05T23:28:10Z,6380000,225.0,92.0,1,left,H. Barnes 24' 3PT  (9 PTS) (D. Fox 3 AST),"[203084, 1628368]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right,24.34,Made,,,,,9.0,,,,D. Fox,1628368.0,3.0,,,,,,,
653,PT03M03.00S,2022-11-05T23:28:05.3Z,5,OVERTIME,foul,personal,['1freethrow'],1628976,,,1610612758,111,115,2022-11-05T23:46:42Z,6400000,,,0,,W. Carter Jr. away-from-play personal FOUL (4 PF) (Sabonis 1 FT),"[1628976, 1627734]",1610612753.0,ORL,away-from-play,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1201.0,4.0,1.0,Sabonis,1627734.0,,
697,PT03M03.00S,2022-11-05T23:28:31.4Z,5,OVERTIME,freethrow,1 of 1,[],1627734,,,1610612758,111,116,2022-11-05T23:38:32Z,6425000,,,0,,D. Sabonis away-from-play Free Throw 1 of 1 (23 PTS),[1627734],1610612758.0,SAC,away-from-play,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
657,PT02M47.00S,2022-11-05T23:28:57.6Z,5,OVERTIME,3pt,Jump Shot,[],1629626,69.07030223390277,78.92156862745098,1610612753,111,116,2022-11-05T23:29:02Z,6440000,145.0,238.0,1,right,MISS B. Bol 27' 3PT,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,27.87,Missed,,,,,,,,,,,,,,,,,,
658,PT02M44.00S,2022-11-05T23:29:00.6Z,5,OVERTIME,rebound,defensive,[],1627734,,,1610612758,111,116,2022-11-05T23:29:02Z,6450000,,,0,,D. Sabonis REBOUND (Off:2 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,657.0,11.0,9.0,2.0,,,,,,,,,,,,,,
660,PT02M38.00S,2022-11-05T23:29:09.5Z,5,OVERTIME,turnover,out-of-bounds,[],1628368,,,1610612758,111,116,2022-11-05T23:29:23Z,6470000,,,0,,D. Fox lost ball out-of-bounds TURNOVER (3 TO),[1628368],1610612758.0,SAC,lost ball,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,,,,,3.0,,,,,,2714.0,,,,,,
661,PT02M27.00S,2022-11-05T23:29:22.5Z,5,OVERTIME,3pt,Jump Shot,['fromturnover'],1630591,71.96123521681997,20.34313725490196,1610612753,111,116,2022-11-05T23:29:30Z,6480000,-148.0,211.0,1,right,MISS J. Suggs 25' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
662,PT02M25.00S,2022-11-05T23:29:29.0Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612753,111,116,2022-11-05T23:29:29Z,6490000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,661.0,,,,,,,,,,,,,,,,,
664,PT02M23.00S,2022-11-05T23:29:53.8Z,5,OVERTIME,foul,offensive,[],1628976,,,1610612753,111,116,2022-11-05T23:30:03Z,6510000,,,0,,W. Carter Jr. off-the-ball offensive FOUL (5 PF),"[1628976, 1627734]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,203177.0,5.0,1.0,Sabonis,1627734.0,,
666,PT02M23.00S,2022-11-05T23:29:53.8Z,5,OVERTIME,turnover,offensive foul,[],1628976,,,1610612753,111,116,2022-11-05T23:29:53Z,6530000,,,0,,W. Carter Jr. offensive foul TURNOVER (4 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,4.0,,,,,,203177.0,,,,,,
671,PT02M11.00S,2022-11-05T23:30:16.8Z,5,OVERTIME,turnover,bad pass,[],1628368,,,1610612758,111,116,2022-11-05T23:30:20Z,6540000,,,0,,D. Fox bad pass TURNOVER (4 TO),"[1628368, 1630532]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,16-24 Right Center,,,,,,,,4.0,Wagner,1630532.0,,,,,,,,,,
672,PT02M11.00S,2022-11-05T23:30:16.8Z,5,OVERTIME,steal,,[],1630532,,,1610612753,111,116,2022-11-05T23:30:18Z,6550000,,,0,,F. Wagner STEAL (3 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
673,PT02M05.00S,2022-11-05T23:30:23.3Z,5,OVERTIME,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630532,92.9862023653088,53.431372549019606,1610612753,113,116,2022-11-05T23:30:28Z,6560000,17.0,13.0,1,right,F. Wagner driving Hook (25 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,25.0,,,,,,,,,,,,,
674,PT01M40.00S,2022-11-05T23:30:48.5Z,5,OVERTIME,3pt,Jump Shot,[],1626168,7.30946123521682,97.30392156862744,1610612758,113,116,2022-11-05T23:30:57Z,6570000,-237.0,16.0,1,left,MISS T. Lyles 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Left Corner 3,24+ Left,23.71,Missed,,,,,,,,,,,,,,,,,,
675,PT01M38.00S,2022-11-05T23:30:54.8Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612758,113,116,2022-11-05T23:30:54Z,6580000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Left Corner 3,24+ Left,,,674.0,,,,,,,,,,,,,,,,,
677,PT01M26.00S,2022-11-05T23:31:26.0Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],1628368,33.196452036793694,37.5,1610612758,113,116,2022-11-05T23:31:40Z,6600000,62.0,260.0,1,left,MISS D. Fox 26' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
678,PT01M23.00S,2022-11-05T23:31:29.0Z,5,OVERTIME,rebound,defensive,[],1629626,,,1610612753,113,116,2022-11-05T23:31:31Z,6610000,,,0,,B. Bol REBOUND (Off:1 Def:6),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,677.0,7.0,6.0,1.0,,,,,,,,,,,,,,
679,PT01M14.00S,2022-11-05T23:31:37.8Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1631094,87.86136662286465,51.71568627450981,1610612753,113,116,2022-11-05T23:31:44Z,6620000,9.0,62.0,1,right,MISS P. Banchero 6' turnaround fadeaway Shot,[1631094],1610612753.0,ORL,turnaround fadeaway,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.22,Missed,,,,,,,,,,,,,,,,,,
680,PT01M14.00S,2022-11-05T23:31:37.8Z,5,OVERTIME,rebound,defensive,[],1626168,,,1610612758,113,116,2022-11-05T23:31:44Z,6630000,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,679.0,3.0,3.0,0.0,,,,,,,,,,,,,,
681,PT01M06.00S,2022-11-05T23:31:50.6Z,5,OVERTIME,timeout,full,['team'],0,,,1610612758,113,116,2022-11-05T23:31:50Z,6640000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M54.80S,2022-11-05T23:33:49.0Z,5,OVERTIME,3pt,Jump Shot,[],1628370,31.09395532194481,35.049019607843135,1610612758,113,119,2022-11-05T23:33:57Z,6650000,75.0,240.0,1,left,M. Monk 25' 3PT  (13 PTS) (T. Lyles 2 AST),"[1628370, 1626168]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,25.12,Made,,,,,13.0,,,,T. Lyles,1626168.0,2.0,,,,,,,
685,PT00M46.40S,2022-11-05T23:34:06.6Z,5,OVERTIME,foul,personal,[],203084,,,1610612753,113,119,2022-11-05T23:34:17Z,6670000,,,0,,H. Barnes personal FOUL (1 PF),"[203084, 1628976]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,2714.0,1.0,0.0,Carter Jr.,1628976.0,,
687,PT00M41.30S,2022-11-05T23:34:44.7Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1630532,91.5407358738502,55.14705882352941,1610612753,115,119,2022-11-05T23:34:50Z,6690000,26.0,27.0,1,right,F. Wagner driving finger roll Layup (27 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,27.0,,,,,,,,,,,,,
688,PT00M28.30S,2022-11-05T23:35:02.3Z,5,OVERTIME,foul,offensive,[],1626168,,,1610612758,115,119,2022-11-05T23:35:10Z,6700000,,,0,,T. Lyles off-the-ball offensive FOUL (2 PF),"[1626168, 1630591]",1610612758.0,SAC,off-the-ball,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1201.0,2.0,0.0,Suggs,1630591.0,,
690,PT00M28.30S,2022-11-05T23:35:02.3Z,5,OVERTIME,turnover,offensive foul,[],1626168,,,1610612758,115,119,2022-11-05T23:35:02Z,6720000,,,0,,T. Lyles offensive foul TURNOVER (2 TO),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,1201.0,,,,,,
691,PT00M28.30S,2022-11-05T23:35:42.2Z,5,OVERTIME,timeout,full,['team'],0,,,1610612753,115,119,2022-11-05T23:35:45Z,6730000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT00M28.30S,2022-11-05T23:36:43.9Z,5,OVERTIME,substitution,out,[],1628370,,,1610612753,115,119,2022-11-05T23:36:59Z,6740000,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT00M28.30S,2022-11-05T23:36:43.9Z,5,OVERTIME,substitution,in,[],1629002,,,1610612753,115,119,2022-11-05T23:36:59Z,6750000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M25.00S,2022-11-05T23:37:19.2Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,92.46057818659659,53.92156862745098,1610612753,117,119,2022-11-05T23:37:25Z,6760000,20.0,18.0,1,right,F. Wagner driving Layup (29 PTS) (W. Carter Jr. 6 AST),"[1630532, 1628976]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,29.0,,,,W. Carter Jr.,1628976.0,6.0,,,,,,,
696,PT00M25.00S,2022-11-05T23:37:25.7Z,5,OVERTIME,timeout,full,['team'],0,,,1610612758,117,119,2022-11-05T23:37:25Z,6780000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M25.00S,2022-11-05T23:38:17.3Z,5,OVERTIME,substitution,out,[],1626168,,,1610612758,117,119,2022-11-05T23:38:40Z,6790000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M25.00S,2022-11-05T23:38:17.3Z,5,OVERTIME,substitution,out,[],1629002,,,1610612758,117,119,2022-11-05T23:38:40Z,6800000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M25.00S,2022-11-05T23:38:17.3Z,5,OVERTIME,substitution,in,[],1628370,,,1610612758,117,119,2022-11-05T23:38:40Z,6810000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT00M25.00S,2022-11-05T23:38:17.3Z,5,OVERTIME,substitution,in,[],1628989,,,1610612758,117,119,2022-11-05T23:38:40Z,6820000,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
702,PT00M21.50S,2022-11-05T23:39:07.0Z,5,OVERTIME,foul,personal,[],1629626,,,1610612758,117,119,2022-11-05T23:40:30Z,6830000,,,0,,B. Bol personal FOUL (5 PF),"[1629626, 1628370]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2714.0,5.0,0.0,Monk,1628370.0,,
704,PT00M20.50S,2022-11-05T23:39:27.9Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1628976,,,1610612758,117,119,2022-11-05T23:39:37Z,6850000,,,0,,W. Carter Jr. personal FOUL (6 PF) (Sabonis 2 FT),"[1628976, 1627734]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2714.0,6.0,1.0,Sabonis,1627734.0,,
706,PT00M20.50S,2022-11-05T23:39:42.0Z,5,OVERTIME,substitution,out,[],1628976,,,1610612758,117,119,2022-11-05T23:40:24Z,6870000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
707,PT00M20.50S,2022-11-05T23:39:42.0Z,5,OVERTIME,substitution,in,[],1629643,,,1610612758,117,119,2022-11-05T23:40:24Z,6880000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
708,PT00M20.50S,2022-11-05T23:40:40.5Z,5,OVERTIME,freethrow,1 of 2,[],1627734,,,1610612758,117,120,2022-11-05T23:40:40Z,6890000,,,0,,D. Sabonis Free Throw 1 of 2 (24 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
709,PT00M20.50S,2022-11-05T23:40:41.6Z,5,OVERTIME,substitution,out,[],1628989,,,1610612758,117,120,2022-11-05T23:40:48Z,6900000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT00M20.50S,2022-11-05T23:40:41.6Z,5,OVERTIME,substitution,in,[],1626168,,,1610612758,117,120,2022-11-05T23:40:48Z,6910000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
711,PT00M20.50S,2022-11-05T23:41:09.3Z,5,OVERTIME,freethrow,2 of 2,[],1627734,,,1610612758,117,121,2022-11-05T23:41:09Z,6920000,,,0,,D. Sabonis Free Throw 2 of 2 (25 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
712,PT00M14.70S,2022-11-05T23:41:17.8Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1630532,91.67214191852825,47.549019607843135,1610612753,119,121,2022-11-05T23:41:24Z,6930000,-12.0,26.0,1,right,F. Wagner cutting finger roll Layup (31 PTS) (J. Suggs 7 AST),"[1630532, 1630591]",1610612753.0,ORL,cutting finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,31.0,,,,J. Suggs,1630591.0,7.0,,,,,,,
714,PT00M14.10S,2022-11-05T23:41:31.1Z,5,OVERTIME,foul,personal,"['inpenalty', '2freethrow']",1630532,,,1610612758,119,121,2022-11-05T23:41:50Z,6950000,,,0,,F. Wagner take personal FOUL (4 PF) (Monk 2 FT),"[1630532, 1628370]",1610612753.0,ORL,take,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1201.0,4.0,0.0,Monk,1628370.0,,
