actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
592,PT05M55.00S,2022-11-08T01:53:41.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628398,5.863994743758213,95.83333333333334,1610612764,84,90,2022-11-08T01:53:46Z,5750000,-229.0,3.0,1,left,K. Kuzma 3PT  (14 PTS) (K. Porzingis 4 AST),"[1628398, 204001]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,22.92,Made,14.0,K. Porzingis,204001.0,4.0,,,,,,,,,,,,,,
594,PT05M43.00S,2022-11-08T01:53:53.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,80.76544021024968,39.705882352941174,1610612766,84,90,2022-11-08T01:53:58Z,5770000,-51.0,128.0,1,right,MISS D. Smith Jr. 13' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.83,Missed,,,,,,,,,,,,,,,,,,
595,PT05M40.00S,2022-11-08T01:53:56.6Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,84,90,2022-11-08T01:53:58Z,5780000,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,594.0,5.0,5.0,0.0,,,,,,,,,,
596,PT05M24.00S,2022-11-08T01:54:11.7Z,4,REGULAR,3pt,Jump Shot,[],204001,32.276609724047304,51.9607843137255,1610612764,84,90,2022-11-08T01:54:16Z,5790000,-10.0,251.0,1,left,MISS K. Porzingis 25' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,,
597,PT05M22.00S,2022-11-08T01:54:13.7Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,84,90,2022-11-08T01:54:16Z,5800000,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,596.0,4.0,3.0,1.0,,,,,,,,,,
598,PT05M11.00S,2022-11-08T01:54:24.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,87.46714848883047,50.73529411764706,1610612766,86,90,2022-11-08T01:54:43Z,5810000,4.0,65.0,1,right,P. Washington 6' Hook (18 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,6.54,Made,18.0,,,,,,,,,,,,,,,,,
599,PT05M11.00S,2022-11-08T01:54:31.1Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612764,86,90,2022-11-08T01:54:38Z,5820000,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,2714.0,,,,
600,PT04M55.00S,2022-11-08T01:54:52.0Z,4,REGULAR,3pt,Jump Shot,[],1630557,26.888961892247043,14.215686274509803,1610612764,86,90,2022-11-08T01:54:58Z,5830000,179.0,200.0,1,left,MISS C. Kispert 26' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,26.86,Missed,,,,,,,,,,,,,,,,,,
601,PT04M51.00S,2022-11-08T01:54:56.0Z,4,REGULAR,rebound,defensive,[],1630177,,,1610612766,86,90,2022-11-08T01:54:58Z,5840000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Right Center,,,,,,,600.0,1.0,1.0,0.0,,,,,,,,,,
602,PT04M45.00S,2022-11-08T01:55:01.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628372,92.19776609724047,54.41176470588235,1610612766,86,90,2022-11-08T01:55:32Z,5850000,22.0,21.0,1,right,MISS D. Smith Jr. running Layup - blocked,"[1628372, 1628420]",1610612766.0,CHA,running,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,,,,,Morris,1628420.0,,,,,
603,PT04M45.00S,2022-11-08T01:55:01.8Z,4,REGULAR,block,,[],1628420,,,1610612766,86,90,2022-11-08T01:55:05Z,5860000,,,0,,M. Morris BLOCK (1 BLK),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
604,PT04M45.00S,2022-11-08T01:55:01.8Z,4,REGULAR,rebound,offensive,[],1628372,,,1610612766,86,90,2022-11-08T01:55:11Z,5870000,,,0,,D. Smith Jr. REBOUND (Off:2 Def:3),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,602.0,5.0,3.0,2.0,,,,,,,,,,
605,PT04M45.00S,2022-11-08T01:55:13.7Z,4,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612766,86,90,2022-11-08T01:55:27Z,5880000,,,0,,C. Kispert shooting personal FOUL (4 PF) (Smith Jr. 2 FT),"[1630557, 1628372]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,4.0,0.0,Smith Jr.,1628372.0
607,PT04M45.00S,2022-11-08T01:55:30.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628372,,,1610612766,86,90,2022-11-08T01:55:30Z,5900000,,,0,,MISS D. Smith Jr. Free Throw 1 of 2,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
608,PT04M45.00S,2022-11-08T01:55:30.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,86,90,2022-11-08T01:55:30Z,5910000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,607.0,,,,,,,,,,,,,
609,PT04M45.00S,2022-11-08T01:55:34.4Z,4,REGULAR,substitution,out,[],1630177,,,1610612766,86,90,2022-11-08T01:55:44Z,5920000,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT04M45.00S,2022-11-08T01:55:34.4Z,4,REGULAR,substitution,out,[],1630557,,,1610612766,86,90,2022-11-08T01:55:44Z,5930000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT04M45.00S,2022-11-08T01:55:34.4Z,4,REGULAR,substitution,in,[],1626179,,,1610612766,86,90,2022-11-08T01:55:44Z,5940000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT04M45.00S,2022-11-08T01:55:34.4Z,4,REGULAR,substitution,in,[],1630692,,,1610612766,86,90,2022-11-08T01:55:44Z,5950000,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT04M45.00S,2022-11-08T01:55:30.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628372,,,1610612766,87,90,2022-11-08T01:55:59Z,5960000,,,0,,D. Smith Jr. Free Throw 2 of 2 (3 PTS),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
614,PT04M28.00S,2022-11-08T01:56:08.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,4.5499342969776615,47.05882352941176,1610612764,87,92,2022-11-08T01:56:45Z,5970000,15.0,-10.0,1,left,K. Kuzma cutting Layup (16 PTS) (K. Porzingis 5 AST),"[1628398, 204001]",1610612764.0,WAS,cutting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,1.76,Made,16.0,K. Porzingis,204001.0,5.0,,,,,,,,,,,,,,
616,PT04M24.00S,2022-11-08T01:56:20.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,87,92,2022-11-08T01:56:20Z,5990000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT04M17.00S,2022-11-08T01:59:17.6Z,4,REGULAR,3pt,Jump Shot,[],1626179,67.36202365308804,36.76470588235294,1610612766,87,92,2022-11-08T01:59:23Z,6000000,-66.0,254.0,1,right,MISS T. Rozier 26' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,26.28,Missed,,,,,,,,,,,,,,,,,,
618,PT04M13.00S,2022-11-08T01:59:21.6Z,4,REGULAR,rebound,defensive,[],1628398,,,1610612764,87,92,2022-11-08T01:59:23Z,6010000,,,0,,K. Kuzma REBOUND (Off:0 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,617.0,6.0,6.0,0.0,,,,,,,,,,
619,PT03M58.00S,2022-11-08T01:59:36.7Z,4,REGULAR,2pt,Jump Shot,[],1630692,24.26084099868594,50.245098039215684,1610612764,87,94,2022-11-08T01:59:41Z,6020000,-1.0,176.0,1,left,J. Goodwin 17' pullup Jump Shot (15 PTS),[1630692],1610612764.0,WAS,pullup,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Center,17.56,Made,15.0,,,,,,,,,,,,,,,,,
620,PT03M46.00S,2022-11-08T01:59:48.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,94.03745072273325,51.225490196078425,1610612766,89,94,2022-11-08T01:59:52Z,6030000,6.0,4.0,1,right,K. Oubre Jr. driving DUNK (20 PTS) (T. Rozier 5 AST),"[1626162, 1626179]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,0.7,Made,20.0,T. Rozier,1626179.0,5.0,,,,,,,,,,,,,,
622,PT03M27.00S,2022-11-08T02:00:07.4Z,4,REGULAR,2pt,Jump Shot,[],1628398,25.837713534822605,29.411764705882355,1610612764,89,96,2022-11-08T02:00:14Z,6050000,103.0,190.0,1,left,K. Kuzma 21' fadeaway Jump Shot (18 PTS),[1628398],1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,21.64,Made,18.0,,,,,,,,,,,,,,,,,
623,PT03M20.00S,2022-11-08T02:00:21.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,89,96,2022-11-08T02:00:21Z,6060000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M06.00S,2022-11-08T02:02:02.0Z,4,REGULAR,3pt,Jump Shot,[],1626162,68.9388961892247,73.2843137254902,1610612766,89,96,2022-11-08T02:02:07Z,6070000,116.0,239.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,26.63,Missed,,,,,,,,,,,,,,,,,,
625,PT03M02.00S,2022-11-08T02:02:06.0Z,4,REGULAR,rebound,defensive,[],1628420,,,1610612764,89,96,2022-11-08T02:02:07Z,6080000,,,0,,M. Morris REBOUND (Off:2 Def:3),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,,,,,624.0,5.0,3.0,2.0,,,,,,,,,,
626,PT02M51.00S,2022-11-08T02:02:17.2Z,4,REGULAR,turnover,bad pass,[],1628420,,,1610612764,89,96,2022-11-08T02:02:21Z,6090000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 203486]",1610612764.0,WAS,,,,Morris,M. Morris,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1.0,Plumlee,203486.0,,,,,,,
627,PT02M51.00S,2022-11-08T02:02:17.2Z,4,REGULAR,steal,,[],203486,,,1610612766,89,96,2022-11-08T02:02:19Z,6100000,,,0,,M. Plumlee STEAL (2 STL),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
628,PT02M32.00S,2022-11-08T02:02:35.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,91.40932982917214,55.14705882352941,1610612766,89,96,2022-11-08T02:02:47Z,6110000,26.0,28.0,1,right,MISS K. Oubre Jr. cutting Layup - blocked,"[1626162, 1629060]",1610612766.0,CHA,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,Hachimura,1629060.0,,,,,
629,PT02M32.00S,2022-11-08T02:02:35.7Z,4,REGULAR,block,,[],1629060,,,1610612766,89,96,2022-11-08T02:02:38Z,6120000,,,0,,R. Hachimura BLOCK (1 BLK),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
630,PT02M32.00S,2022-11-08T02:02:35.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,89,96,2022-11-08T02:02:40Z,6130000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,628.0,,,,,,,,,,,,,
632,PT02M27.00S,2022-11-08T02:02:57.5Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",203486,90.62089356110381,50.245098039215684,1610612766,89,96,2022-11-08T02:03:02Z,6150000,1.0,36.0,1,right,MISS M. Plumlee Hook - blocked,"[203486, 204001]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,Porzingis,204001.0,,,,,
633,PT02M27.00S,2022-11-08T02:02:57.5Z,4,REGULAR,block,,[],204001,,,1610612766,89,96,2022-11-08T02:03:00Z,6160000,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
634,PT02M24.00S,2022-11-08T02:03:00.5Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612764,89,96,2022-11-08T02:03:02Z,6170000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,632.0,1.0,1.0,0.0,,,,,,,,,,
635,PT02M03.00S,2022-11-08T02:03:21.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,10.33180026281209,51.225490196078425,1610612764,89,98,2022-11-08T02:03:29Z,6180000,-6.0,45.0,1,left,K. Kuzma turnaround Jump Shot (20 PTS) (M. Morris 2 AST),"[1628398, 1628420]",1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,20.0,M. Morris,1628420.0,2.0,,,,,,,,,,,,,,
637,PT01M57.00S,2022-11-08T02:03:32.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,89,98,2022-11-08T02:03:32Z,6200000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M57.00S,2022-11-08T02:04:45.0Z,4,REGULAR,substitution,out,[],203486,,,1610612766,89,98,2022-11-08T02:05:06Z,6210000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M57.00S,2022-11-08T02:04:45.0Z,4,REGULAR,substitution,in,[],1629667,,,1610612766,89,98,2022-11-08T02:05:06Z,6220000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M54.00S,2022-11-08T02:05:19.4Z,4,REGULAR,3pt,Jump Shot,[],1626179,66.5735873850197,39.46078431372549,1610612766,89,98,2022-11-08T02:05:24Z,6230000,-53.0,262.0,1,right,MISS T. Rozier 26' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,26.7,Missed,,,,,,,,,,,,,,,,,,
641,PT01M51.00S,2022-11-08T02:05:22.4Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612764,89,98,2022-11-08T02:06:31Z,6240000,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,,640.0,2.0,2.0,0.0,,,,,,,,,,
642,PT01M29.00S,2022-11-08T02:05:44.9Z,4,REGULAR,2pt,Jump Shot,[],1629060,17.0335085413929,75.73529411764706,1610612764,89,98,2022-11-08T02:06:21Z,6250000,-129.0,108.0,1,left,MISS R. Hachimura 16' pullup Shot,[1629060],1610612764.0,WAS,pullup,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Left Center,16.78,Missed,,,,,,,,,,,,,,,,,,
643,PT01M25.00S,2022-11-08T02:05:49.4Z,4,REGULAR,rebound,offensive,[],1630692,,,1610612764,89,98,2022-11-08T02:05:49Z,6260000,,,0,,J. Goodwin REBOUND (Off:2 Def:2),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Left Center,,,,,,,642.0,4.0,2.0,2.0,,,,,,,,,,
644,PT01M19.00S,2022-11-08T02:05:56.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628420,5.863994743758213,50.98039215686274,1610612764,89,100,2022-11-08T02:06:02Z,6270000,-5.0,3.0,1,left,M. Morris driving Layup (7 PTS),[1628420],1610612764.0,WAS,driving,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,0.55,Made,7.0,,,,,,,,,,,,,,,,,
645,PT01M13.00S,2022-11-08T02:06:09.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.46057818659659,53.67647058823529,1610612766,89,100,2022-11-08T02:06:16Z,6280000,18.0,18.0,1,right,MISS D. Smith Jr. driving reverse Layup,[1628372],1610612766.0,CHA,driving reverse,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
646,PT01M10.00S,2022-11-08T02:06:12.4Z,4,REGULAR,rebound,defensive,[],204001,,,1610612764,89,100,2022-11-08T02:06:16Z,6290000,,,0,,K. Porzingis REBOUND (Off:1 Def:7),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,645.0,8.0,7.0,1.0,,,,,,,,,,
647,PT01M05.00S,2022-11-08T02:06:20.4Z,4,REGULAR,foul,personal,[],1629667,,,1610612764,89,100,2022-11-08T02:06:40Z,6300000,,,0,,J. McDaniels personal FOUL (2 PF),"[1629667, 1628420]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Morris,1628420.0
649,PT01M03.00S,2022-11-08T02:06:43.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,5.732588699080158,47.794117647058826,1610612764,89,102,2022-11-08T02:06:49Z,6320000,11.0,1.0,1,left,K. Porzingis cutting DUNK (19 PTS) (J. Goodwin 5 AST),"[204001, 1630692]",1610612764.0,WAS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,1.11,Made,19.0,J. Goodwin,1630692.0,5.0,,,,,,,,,,,,,,
651,PT00M56.70S,2022-11-08T02:07:13.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,90.48948751642575,50.245098039215684,1610612766,91,102,2022-11-08T02:07:19Z,6340000,1.0,37.0,1,right,P. Washington Layup (20 PTS) (D. Smith Jr. 9 AST),"[1629023, 1628372]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,3.69,Made,20.0,D. Smith Jr.,1628372.0,9.0,,,,,,,,,,,,,,
653,PT00M56.70S,2022-11-08T02:07:18.2Z,4,REGULAR,foul,personal,['1freethrow'],204001,,,1610612766,91,102,2022-11-08T02:07:25Z,6360000,,,0,,K. Porzingis shooting personal FOUL (4 PF) (Washington 1 FT),"[204001, 1629023]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,4.0,0.0,Washington,1629023.0
655,PT00M56.70S,2022-11-08T02:07:33.9Z,4,REGULAR,freethrow,1 of 1,[],1629023,,,1610612766,92,102,2022-11-08T02:07:33Z,6380000,,,0,,P. Washington Free Throw 1 of 1 (21 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
656,PT00M54.30S,2022-11-08T02:07:48.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612764,92,102,2022-11-08T02:08:05Z,6390000,,,0,,K. Oubre Jr. personal FOUL (3 PF) (Hachimura 2 FT),"[1626162, 1629060]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,203054.0,3.0,0.0,Hachimura,1629060.0
658,PT00M54.30S,2022-11-08T02:08:13.4Z,4,REGULAR,freethrow,1 of 2,[],1629060,,,1610612764,92,102,2022-11-08T02:08:13Z,6410000,,,0,,MISS R. Hachimura Free Throw 1 of 2,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
659,PT00M54.30S,2022-11-08T02:08:13.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,92,102,2022-11-08T02:08:13Z,6420000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,658.0,,,,,,,,,,,,,
660,PT00M54.30S,2022-11-08T02:08:23.8Z,4,REGULAR,substitution,out,[],204001,,,1610612764,92,102,2022-11-08T02:08:29Z,6430000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M54.30S,2022-11-08T02:08:23.8Z,4,REGULAR,substitution,in,[],1630264,,,1610612764,92,102,2022-11-08T02:08:29Z,6440000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M54.30S,2022-11-08T02:08:37.7Z,4,REGULAR,freethrow,2 of 2,[],1629060,,,1610612764,92,103,2022-11-08T02:08:37Z,6450000,,,0,,R. Hachimura Free Throw 2 of 2 (16 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
663,PT00M47.20S,2022-11-08T02:08:50.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.32917214191852,51.225490196078425,1610612766,94,103,2022-11-08T02:08:56Z,6460000,6.0,20.0,1,right,T. Rozier driving Layup (19 PTS),[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.05,Made,19.0,,,,,,,,,,,,,,,,,
664,PT00M45.60S,2022-11-08T02:08:58.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612764,94,103,2022-11-08T02:09:07Z,6470000,,,0,,K. Oubre Jr. personal FOUL (4 PF) (Goodwin 2 FT),"[1626162, 1630692]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,203054.0,4.0,0.0,Goodwin,1630692.0
666,PT00M45.60S,2022-11-08T02:09:20.1Z,4,REGULAR,freethrow,1 of 2,[],1630692,,,1610612764,94,104,2022-11-08T02:09:20Z,6490000,,,0,,J. Goodwin Free Throw 1 of 2 (16 PTS),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
667,PT00M45.60S,2022-11-08T02:09:33.2Z,4,REGULAR,freethrow,2 of 2,[],1630692,,,1610612764,94,105,2022-11-08T02:09:33Z,6500000,,,0,,J. Goodwin Free Throw 2 of 2 (17 PTS),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
668,PT00M35.90S,2022-11-08T02:09:44.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,90.62089356110381,52.20588235294118,1610612766,94,105,2022-11-08T02:09:54Z,6510000,11.0,36.0,1,right,MISS T. Rozier driving finger roll Layup,[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
669,PT00M34.70S,2022-11-08T02:09:46.0Z,4,REGULAR,rebound,offensive,[],1629667,,,1610612766,94,105,2022-11-08T02:09:54Z,6520000,,,0,,J. McDaniels REBOUND (Off:2 Def:4),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,668.0,6.0,4.0,2.0,,,,,,,,,,
670,PT00M34.70S,2022-11-08T02:09:51.7Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629667,94.40999984741211,50.0,1610612766,96,105,2022-11-08T02:10:31Z,6530000,0.0,0.0,1,right,J. McDaniels tip DUNK (9 PTS),[1629667],1610612766.0,CHA,tip,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.0,Made,9.0,,,,,,,,,,,,,,,,,
671,PT00M33.50S,2022-11-08T02:09:57.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629667,,,1610612764,96,105,2022-11-08T02:10:16Z,6540000,,,0,,J. McDaniels personal FOUL (3 PF) (Morris 2 FT),"[1629667, 1628420]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,203054.0,3.0,0.0,Morris,1628420.0
673,PT00M33.50S,2022-11-08T02:10:17.8Z,4,REGULAR,freethrow,1 of 2,[],1628420,,,1610612764,96,106,2022-11-08T02:10:17Z,6560000,,,0,,M. Morris Free Throw 1 of 2 (8 PTS),[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
674,PT00M33.50S,2022-11-08T02:10:17.8Z,4,REGULAR,freethrow,2 of 2,[],1628420,,,1610612764,96,106,2022-11-08T02:10:35Z,6570000,,,0,,MISS M. Morris Free Throw 2 of 2,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
