actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
589,PT03M12.00S,2023-12-17T22:14:14.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,110,87,2023-12-17T22:14:14Z,5650000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Left,,,588.0,,,,,,,,,,,,,,,,,
591,PT03M12.00S,2023-12-17T22:14:40.4Z,4,REGULAR,substitution,out,[],1630175,,,1610612738,110,87,2023-12-17T22:14:45Z,5670000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT03M12.00S,2023-12-17T22:14:40.4Z,4,REGULAR,substitution,in,[],1641710,,,1610612738,110,87,2023-12-17T22:14:45Z,5680000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M05.00S,2023-12-17T22:14:59.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628369,16.245072273324574,22.54901960784314,1610612738,110,87,2023-12-17T22:15:07Z,5690000,False,137.0,100.0,1,left,MISS J. Tatum 17' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right,17.0,Missed,,,,,,,,,,,,,,,,,,
594,PT03M03.00S,2023-12-17T22:15:02.5Z,4,REGULAR,rebound,defensive,[],1630532,,,1610612753,110,87,2023-12-17T22:15:02Z,5700000,False,,,0,,F. Wagner REBOUND (Off:2 Def:6),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right,,,593.0,8.0,6.0,2.0,,,,,,,,,,,,,,
595,PT02M52.00S,2023-12-17T22:15:12.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1631094,88.51839684625493,43.627450980392155,1610612753,110,89,2023-12-17T22:15:17Z,5710000,False,-32.0,55.0,1,right,P. Banchero 6' driving Hook (36 PTS) (F. Wagner 6 AST),"[1631094, 1630532]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,6.39,Made,,,,,,,36.0,,,,,F. Wagner,1630532.0,6.0,,,,
597,PT02M30.00S,2023-12-17T22:15:33.9Z,4,REGULAR,3pt,Jump Shot,[],1627759,25.837713534822605,87.74509803921569,1610612738,110,89,2023-12-17T22:15:39Z,5730000,False,-189.0,190.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
598,PT02M29.00S,2023-12-17T22:15:34.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,110,89,2023-12-17T22:15:39Z,5740000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,597.0,,,,,,,,,,,,,,,,,
600,PT02M27.00S,2023-12-17T22:16:41.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201950,,,1610612753,110,89,2023-12-17T22:28:28Z,5760000,False,,,0,,J. Holiday take personal FOUL (2 PF) (Black 2 FT),"[201950, 1641710]",1610612738.0,BOS,take,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627961.0,,,,,,,2.0,0.0,Black,1641710.0
604,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,out,[],1628369,,,1610612753,110,89,2023-12-17T22:28:28Z,5800000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,out,[],201950,,,1610612753,110,89,2023-12-17T22:28:28Z,5810000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,out,[],1627759,,,1610612753,110,89,2023-12-17T22:28:28Z,5820000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,out,[],204001,,,1610612753,110,89,2023-12-17T22:28:28Z,5830000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,out,[],1628401,,,1610612753,110,89,2023-12-17T22:28:28Z,5840000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,out,[],1630591,,,1610612753,110,89,2023-12-17T22:28:28Z,5850000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,out,[],1631094,,,1610612753,110,89,2023-12-17T22:28:28Z,5860000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,out,[],1629021,,,1610612753,110,89,2023-12-17T22:28:28Z,5870000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,out,[],1630532,,,1610612753,110,89,2023-12-17T22:28:28Z,5880000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,in,[],1630202,,,1610612753,110,89,2023-12-17T22:28:28Z,5890000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,in,[],1629052,,,1610612753,110,89,2023-12-17T22:28:28Z,5900000,False,,,0,,SUB in: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,in,[],1630205,,,1610612753,110,89,2023-12-17T22:28:28Z,5910000,False,,,0,,SUB in: L. Stevens,[1630205],1610612738.0,BOS,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,in,[],1629674,,,1610612753,110,89,2023-12-17T22:28:28Z,5920000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,in,[],1630625,,,1610612753,110,89,2023-12-17T22:28:28Z,5930000,False,,,0,,SUB in: D. Banton,[1630625],1610612738.0,BOS,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,in,[],1629643,,,1610612753,110,89,2023-12-17T22:28:28Z,5940000,False,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,in,[],1641724,,,1610612753,110,89,2023-12-17T22:28:28Z,5950000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,in,[],1629678,,,1610612753,110,89,2023-12-17T22:28:28Z,5960000,False,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M27.00S,2023-12-17T22:17:47.8Z,4,REGULAR,substitution,in,[],1631216,,,1610612753,110,89,2023-12-17T22:28:28Z,5970000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M27.00S,2023-12-17T22:17:47.9Z,4,REGULAR,freethrow,1 of 2,[],1641710,,,1610612753,110,89,2023-12-17T22:31:57Z,5972500,False,,,0,,MISS A. Black Free Throw 1 of 2,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
603,PT02M27.00S,2023-12-17T22:17:47.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,110,89,2023-12-17T22:31:57Z,5973750,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,602.0,,,,,,,,,,,,,,,,,
622,PT02M27.00S,2023-12-17T22:17:47.9Z,4,REGULAR,freethrow,2 of 2,[],1641710,,,1610612753,110,89,2023-12-17T22:31:57Z,5974375,False,,,0,,MISS A. Black Free Throw 2 of 2,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
623,PT02M27.00S,2023-12-17T22:17:47.9Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612738,110,89,2023-12-17T22:31:57Z,5974687,False,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,622.0,1.0,1.0,0.0,,,,,,,,,,,,,,
624,PT02M13.00S,2023-12-17T22:18:20.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,7.835085413929041,51.225490196078425,1610612738,112,89,2023-12-17T22:18:59Z,5975000,False,-6.0,21.0,1,left,N. Queta alley-oop DUNK (2 PTS) (P. Pritchard 3 AST),"[1629674, 1630202]",1610612738.0,BOS,alley-oop,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,2.0,,,,,P. Pritchard,1630202.0,3.0,,,,
626,PT02M13.00S,2023-12-17T22:18:29.4Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629674,,,1610612753,112,89,2023-12-17T22:27:01Z,6020000,False,,,0,,N. Queta rim-hanging technical FOUL (1 Tech),[1629674],1610612738.0,BOS,rim-hanging,,,Queta,N. Queta,,,,,,,,,,,,,,,,201639.0,,,,,,,1.0,1.0,,
627,PT02M13.00S,2023-12-17T22:18:45.1Z,4,REGULAR,freethrow,1 of 1,[],1631216,,,1610612753,112,90,2023-12-17T22:27:01Z,6030000,False,,,0,,C. Houstan technical Free Throw 1 of 1 (4 PTS),[1631216],1610612753.0,ORL,technical,,,Houstan,C. Houstan,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
628,PT02M01.00S,2023-12-17T22:19:12.1Z,4,REGULAR,2pt,Jump Shot,[],1641724,73.9323258869908,28.186274509803923,1610612753,112,90,2023-12-17T22:19:18Z,6040000,False,-109.0,193.0,1,right,MISS J. Howard 22' step back Shot,[1641724],1610612753.0,ORL,step back,,,Howard,J. Howard,,,,,Mid-Range,16-24 Left Center,22.13,Missed,,,,,,,,,,,,,,,,,,
629,PT01M59.00S,2023-12-17T22:19:14.1Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,112,90,2023-12-17T22:19:18Z,6050000,False,,,0,,N. Queta REBOUND (Off:0 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,16-24 Left Center,,,628.0,3.0,3.0,0.0,,,,,,,,,,,,,,
630,PT01M43.00S,2023-12-17T22:19:30.0Z,4,REGULAR,2pt,Jump Shot,[],1630202,10.726018396846255,33.57843137254902,1610612738,112,90,2023-12-17T22:25:57Z,6060000,False,82.0,48.0,1,left,MISS P. Pritchard 9' driving floating Shot,[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,9.53,Missed,,,,,,,,,,,,,,,,,,
631,PT01M43.00S,2023-12-17T22:19:30.0Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,112,90,2023-12-17T22:21:06Z,6070000,False,,,0,,P. Pritchard REBOUND (Off:2 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,,,630.0,6.0,4.0,2.0,,,,,,,,,,,,,,
632,PT01M40.00S,2023-12-17T22:19:33.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630202,13.354139290407357,34.80392156862745,1610612738,112,90,2023-12-17T22:26:34Z,6080000,False,76.0,73.0,1,left,MISS P. Pritchard 10' putback Layup,[1630202],1610612738.0,BOS,putback,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,10.54,Missed,,,,,,,,,,,,,,,,,,
633,PT01M37.00S,2023-12-17T22:19:36.1Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,112,90,2023-12-17T22:19:38Z,6090000,False,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),8-16 Right,,,632.0,1.0,1.0,0.0,,,,,,,,,,,,,,
634,PT01M25.00S,2023-12-17T22:19:47.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631216,80.23981603153744,64.4607843137255,1610612753,112,92,2023-12-17T22:19:51Z,6100000,False,72.0,133.0,1,right,C. Houstan 15' pullup Jump Shot (6 PTS) (A. Schofield 1 AST),"[1631216, 1629678]",1610612753.0,ORL,pullup,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),8-16 Center,15.16,Made,,,,,,,6.0,,,,,A. Schofield,1629678.0,1.0,,,,
635,PT01M14.00S,2023-12-17T22:20:03.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,8.886333771353483,60.78431372549019,1610612738,114,92,2023-12-17T22:20:16Z,6110000,False,-54.0,31.0,1,left,D. Banton 6' driving reverse Layup (2 PTS),[1630625],1610612738.0,BOS,driving reverse,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,6.22,Made,,,,,,,2.0,,,,,,,,,,,
636,PT01M10.00S,2023-12-17T22:20:10.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630205,,,1610612753,114,92,2023-12-17T22:20:18Z,6120000,False,,,0,,L. Stevens shooting personal FOUL (1 PF) (Houstan 2 FT),"[1630205, 1631216]",1610612738.0,BOS,shooting,,,Stevens,L. Stevens,,,,,Restricted Area,0-8 Center,,,,,,,,,,201639.0,,,,,,,1.0,0.0,Houstan,1631216.0
638,PT01M10.00S,2023-12-17T22:20:35.5Z,4,REGULAR,freethrow,1 of 2,[],1631216,,,1610612753,114,93,2023-12-17T22:20:35Z,6140000,False,,,0,,C. Houstan Free Throw 1 of 2 (7 PTS),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
639,PT01M10.00S,2023-12-17T22:20:47.0Z,4,REGULAR,freethrow,2 of 2,[],1631216,,,1610612753,114,94,2023-12-17T22:20:47Z,6150000,False,,,0,,C. Houstan Free Throw 2 of 2 (8 PTS),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
640,PT01M00.00S,2023-12-17T22:21:03.5Z,4,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,114,94,2023-12-17T22:21:17Z,6160000,False,,,0,,P. Pritchard step out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,,,,,,,,,,202027.0,1.0,,,,,,,,,
641,PT00M49.90S,2023-12-17T22:21:21.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641724,73.9323258869908,14.705882352941178,1610612753,114,97,2023-12-17T22:21:27Z,6170000,False,-176.0,193.0,1,right,J. Howard 26' 3PT  (3 PTS) (A. Black 3 AST),"[1641724, 1641710]",1610612753.0,ORL,,,,Howard,J. Howard,,,,,Above the Break 3,24+ Left Center,26.12,Made,,,,,,,3.0,,,,,A. Black,1641710.0,3.0,,,,
643,PT00M26.20S,2023-12-17T22:21:49.8Z,4,REGULAR,3pt,Jump Shot,[],1630625,23.47240473061761,8.823529411764707,1610612738,114,97,2023-12-17T22:28:24Z,6190000,False,206.0,168.0,1,left,MISS D. Banton 26' step back 3PT,[1630625],1610612738.0,BOS,step back,,,Banton,D. Banton,,,,,Above the Break 3,24+ Right Center,26.58,Missed,,,,,,,,,,,,,,,,,,
644,PT00M23.30S,2023-12-17T22:21:52.7Z,4,REGULAR,rebound,defensive,[],1641710,,,1610612753,114,97,2023-12-17T22:21:54Z,6200000,False,,,0,,A. Black REBOUND (Off:1 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,643.0,2.0,1.0,1.0,,,,,,,,,,,,,,
645,PT00M06.90S,2023-12-17T22:22:09.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,88.51839684625493,57.107843137254896,1610612753,114,97,2023-12-17T22:22:13Z,6210000,False,36.0,55.0,1,right,MISS A. Black 6' driving Layup,[1641710],1610612753.0,ORL,driving,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,,
646,PT00M05.30S,2023-12-17T22:22:10.7Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612738,114,97,2023-12-17T22:22:10Z,6220000,False,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),0-8 Center,,,645.0,2.0,2.0,0.0,,,,,,,,,,,,,,
647,PT00M00.00S,2023-12-17T22:22:17.7Z,4,REGULAR,period,end,[],0,,,1610612738,114,97,2023-12-17T22:22:17Z,6230000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M00.00S,2023-12-17T22:22:37.1Z,4,REGULAR,game,end,[],0,,,0,114,97,2023-12-17T22:22:37Z,6240000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
