actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,playerName,playerNameI,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
505,PT00M02.60S,2023-12-02T02:25:05.2Z,3,REGULAR,ejection,other,[],1628369,,,1610612755,95,94,2023-12-02T02:33:10Z,4940000,False,,,0,,Ejection J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1662.0,,,,
510,PT00M02.60S,2023-12-02T02:28:46.5Z,3,REGULAR,freethrow,1 of 1,[],203496,,,1610612755,95,95,2023-12-02T02:33:05Z,4990000,False,,,0,,R. Covington technical Free Throw 1 of 1 (13 PTS),[203496],1610612755.0,PHI,technical,,,,,,,,,Covington,R. Covington,,,,Made,13.0,,,,,,,,,,,,,,
506,PT00M02.60S,2023-12-02T02:28:47.2Z,3,REGULAR,substitution,out,[],1628369,,,1610612755,95,95,2023-12-02T02:28:38Z,4992500,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,
507,PT00M02.60S,2023-12-02T02:28:47.2Z,3,REGULAR,substitution,out,[],1628436,,,1610612755,95,95,2023-12-02T02:28:38Z,4993750,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,
508,PT00M02.60S,2023-12-02T02:28:47.2Z,3,REGULAR,substitution,in,[],201950,,,1610612755,95,95,2023-12-02T02:28:38Z,4994375,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,
509,PT00M02.60S,2023-12-02T02:28:47.2Z,3,REGULAR,substitution,in,[],1628401,,,1610612755,95,95,2023-12-02T02:28:38Z,4994687,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,
514,PT00M02.60S,2023-12-02T02:29:07.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203496,,,1610612755,95,96,2023-12-02T02:32:45Z,4995000,False,,,0,,R. Covington flagrant Free Throw 1 of 2 (14 PTS),[203496],1610612755.0,PHI,flagrant,,,,,,,,,Covington,R. Covington,,,,Made,14.0,,,,,,,,,,,,,,
515,PT00M02.60S,2023-12-02T02:29:07.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203496,,,1610612755,95,97,2023-12-02T02:32:45Z,4997500,False,,,0,,R. Covington flagrant Free Throw 2 of 2 (15 PTS),[203496],1610612755.0,PHI,flagrant,,,,,,,,,Covington,R. Covington,,,,Made,15.0,,,,,,,,,,,,,,
511,PT00M00.00S,2023-12-02T02:29:28.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628964,70.25295663600527,22.54901960784314,1610612755,95,97,2023-12-02T02:29:54Z,5000000,False,-137.0,227.0,1,right,MISS M. Bamba 26' step back 3PT,[1628964],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Left Center,,Bamba,M. Bamba,,,26.54,Missed,,,,,,,,,,,,,,,
512,PT00M00.00S,2023-12-02T02:29:31.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,95,97,2023-12-02T02:29:31Z,5010000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,511.0,,,,,,,,,,
513,PT00M00.00S,2023-12-02T02:29:45.8Z,3,REGULAR,period,end,[],0,,,1610612755,95,97,2023-12-02T02:29:45Z,5020000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2023-12-02T02:32:13.9Z,4,REGULAR,substitution,out,['startperiod'],1630625,,,1610612755,95,97,2023-12-02T02:32:37Z,5030000,False,,,0,,SUB out: D. Banton,[1630625],1610612738.0,BOS,,,,,,,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2023-12-02T02:32:13.9Z,4,REGULAR,substitution,out,['startperiod'],1628401,,,1610612755,95,97,2023-12-02T02:32:37Z,5040000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2023-12-02T02:32:13.9Z,4,REGULAR,substitution,out,['startperiod'],1627788,,,1610612755,95,97,2023-12-02T02:32:37Z,5050000,False,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,,,,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2023-12-02T02:32:13.9Z,4,REGULAR,substitution,in,['startperiod'],201143,,,1610612755,95,97,2023-12-02T02:32:37Z,5060000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2023-12-02T02:32:13.9Z,4,REGULAR,substitution,in,['startperiod'],1629674,,,1610612755,95,97,2023-12-02T02:32:37Z,5070000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2023-12-02T02:32:13.9Z,4,REGULAR,substitution,in,['startperiod'],201976,,,1610612755,95,97,2023-12-02T02:32:37Z,5080000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,,,,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2023-12-02T02:33:08.2Z,4,REGULAR,period,start,[],0,,,1610612755,95,97,2023-12-02T02:33:08Z,5090000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT11M49.00S,2023-12-02T02:33:18.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,86.15308804204993,50.98039215686274,1610612755,95,97,2023-12-02T02:35:34Z,5100000,False,5.0,78.0,1,right,MISS P. Beverley 7' driving floating Shot,[201976],1610612755.0,PHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,,Beverley,P. Beverley,,,7.79,Missed,,,,,,,,,,,,,,,
524,PT11M47.00S,2023-12-02T02:33:20.8Z,4,REGULAR,rebound,defensive,[],201950,,,1610612738,95,97,2023-12-02T02:33:21Z,5110000,False,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,Holiday,J. Holiday,,,,,,,,,523.0,4.0,4.0,0.0,,,,,,,
525,PT11M31.00S,2023-12-02T02:33:36.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,15.719448094612352,40.68627450980392,1610612738,95,97,2023-12-02T02:33:41Z,5120000,False,47.0,95.0,1,left,MISS J. Holiday 10' driving floating Shot,[201950],1610612738.0,BOS,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,Holiday,J. Holiday,,,10.61,Missed,,,,,,,,,,,,,,,
526,PT11M31.00S,2023-12-02T02:33:36.3Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612755,95,97,2023-12-02T02:33:41Z,5130000,False,,,0,,K. Martin REBOUND (Off:0 Def:2),[1630231],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,Martin,K. Martin,,,,,,,,,525.0,2.0,2.0,0.0,,,,,,,
527,PT11M25.00S,2023-12-02T02:33:42.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629001,91.80354796320631,48.77450980392157,1610612755,95,97,2023-12-02T02:33:53Z,5140000,False,-6.0,25.0,1,right,MISS D. Melton running Layup,[1629001],1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,,Melton,D. Melton,,,2.52,Missed,,,,,,,,,,,,,,,
528,PT11M24.00S,2023-12-02T02:33:43.9Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612755,95,97,2023-12-02T02:33:53Z,5150000,False,,,0,,M. Bamba REBOUND (Off:4 Def:1),[1628964],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Bamba,M. Bamba,,,,,,,,,527.0,5.0,1.0,4.0,,,,,,,
529,PT11M24.00S,2023-12-02T02:33:46.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628964,94.40999984741211,50.0,1610612755,95,99,2023-12-02T02:33:59Z,5160000,False,0.0,0.0,1,right,M. Bamba tip Layup (11 PTS),[1628964],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,,Bamba,M. Bamba,,,0.0,Made,11.0,,,,,,,,,,,,,,
530,PT11M02.00S,2023-12-02T02:34:05.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.176084099868594,46.771599264705884,1610612738,95,99,2023-12-02T02:34:10Z,5170000,False,16.0,6.0,1,left,MISS J. Holiday driving Layup,[201950],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,,Holiday,J. Holiday,,,1.7,Missed,,,,,,,,,,,,,,,
531,PT11M00.00S,2023-12-02T02:34:07.4Z,4,REGULAR,rebound,defensive,[],1629001,,,1610612755,95,99,2023-12-02T02:34:10Z,5180000,False,,,0,,D. Melton REBOUND (Off:1 Def:3),[1629001],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Melton,D. Melton,,,,,,,,,530.0,4.0,3.0,1.0,,,,,,,
532,PT10M54.00S,2023-12-02T02:34:12.8Z,4,REGULAR,3pt,Jump Shot,[],1629001,67.23061760840999,34.068627450980394,1610612755,95,99,2023-12-02T02:36:56Z,5190000,False,-80.0,256.0,1,right,MISS D. Melton 26' pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Center,,Melton,D. Melton,,,26.76,Missed,,,,,,,,,,,,,,,
533,PT10M53.00S,2023-12-02T02:34:13.8Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,95,99,2023-12-02T02:34:22Z,5200000,False,,,0,,N. Queta REBOUND (Off:1 Def:2),[1629674],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,Queta,N. Queta,,,,,,,,,532.0,3.0,2.0,1.0,,,,,,,
534,PT10M42.00S,2023-12-02T02:34:25.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,26.231931668856767,16.176470588235293,1610612738,98,99,2023-12-02T02:34:29Z,5210000,False,169.0,194.0,1,left,P. Pritchard 25' 3PT pullup (3 PTS),[1630202],1610612738.0,BOS,pullup,,,,,,Above the Break 3,24+ Right Center,,Pritchard,P. Pritchard,,,25.74,Made,3.0,,,,,,,,,,,,,,
535,PT10M24.00S,2023-12-02T02:34:47.3Z,4,REGULAR,foul,personal,[],201950,,,1610612755,98,99,2023-12-02T02:35:01Z,5220000,False,,,0,,J. Holiday personal FOUL (2 PF),"[201950, 201976]",1610612738.0,BOS,,,,,,,Mid-Range,16-24 Right Center,,Holiday,J. Holiday,,,,,,,,,,,,,,,202007.0,2.0,0.0,Beverley,201976.0
537,PT10M24.00S,2023-12-02T02:34:59.8Z,4,REGULAR,substitution,out,[],1630231,,,1610612755,98,99,2023-12-02T02:35:05Z,5240000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,
538,PT10M24.00S,2023-12-02T02:34:59.8Z,4,REGULAR,substitution,in,[],202699,,,1610612755,98,99,2023-12-02T02:35:05Z,5250000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,,,,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,
540,PT10M14.00S,2023-12-02T02:35:37.7Z,4,REGULAR,foul,personal,['2freethrow'],201143,,,1610612755,98,99,2023-12-02T02:36:43Z,5270000,False,,,0,,A. Horford shooting personal FOUL (4 PF) (Beverley 2 FT),"[201143, 201976]",1610612738.0,BOS,shooting,,,,,,Restricted Area,0-8 Center,,Horford,A. Horford,,,,,,,,,,,,,,,1627963.0,4.0,0.0,Beverley,201976.0
542,PT10M14.00S,2023-12-02T02:35:52.1Z,4,REGULAR,freethrow,1 of 2,[],201976,,,1610612755,98,100,2023-12-02T02:35:52Z,5290000,False,,,0,,P. Beverley Free Throw 1 of 2 (19 PTS),[201976],1610612755.0,PHI,,,,,,,,,,Beverley,P. Beverley,,,,Made,19.0,,,,,,,,,,,,,,
543,PT10M14.00S,2023-12-02T02:36:06.7Z,4,REGULAR,freethrow,2 of 2,[],201976,,,1610612755,98,101,2023-12-02T02:36:06Z,5300000,False,,,0,,P. Beverley Free Throw 2 of 2 (20 PTS),[201976],1610612755.0,PHI,,,,,,,,,,Beverley,P. Beverley,,,,Made,20.0,,,,,,,,,,,,,,
544,PT10M03.00S,2023-12-02T02:36:21.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,6.044678055190539,48.83961397058824,1610612738,100,101,2023-12-02T02:36:32Z,5310000,False,6.0,4.0,1,left,N. Queta alley-oop DUNK (4 PTS) (P. Pritchard 5 AST),"[1629674, 1630202]",1610612738.0,BOS,alley-oop,,,,,,Restricted Area,0-8 Center,,Queta,N. Queta,,,0.72,Made,4.0,P. Pritchard,1630202.0,5.0,,,,,,,,,,,
546,PT09M42.00S,2023-12-02T02:36:41.4Z,4,REGULAR,3pt,Jump Shot,[],1628964,70.64717477003943,76.9607843137255,1610612755,100,101,2023-12-02T02:36:46Z,5330000,False,135.0,223.0,1,right,MISS M. Bamba 26' 3PT,[1628964],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,Bamba,M. Bamba,,,26.09,Missed,,,,,,,,,,,,,,,
547,PT09M40.00S,2023-12-02T02:36:43.4Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,100,101,2023-12-02T02:36:46Z,5340000,False,,,0,,N. Queta REBOUND (Off:1 Def:3),[1629674],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,Queta,N. Queta,,,,,,,,,546.0,4.0,3.0,1.0,,,,,,,
548,PT09M30.00S,2023-12-02T02:36:55.6Z,4,REGULAR,foul,personal,['2freethrow'],203496,,,1610612738,100,101,2023-12-02T02:37:09Z,5350000,False,,,0,,R. Covington shooting personal FOUL (2 PF) (Queta 2 FT),"[203496, 1629674]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,Covington,R. Covington,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Queta,1629674.0
550,PT09M30.00S,2023-12-02T02:37:18.3Z,4,REGULAR,freethrow,1 of 2,[],1629674,,,1610612738,100,101,2023-12-02T02:37:18Z,5370000,False,,,0,,MISS N. Queta Free Throw 1 of 2,[1629674],1610612738.0,BOS,,,,,,,,,,Queta,N. Queta,,,,Missed,,,,,,,,,,,,,,,
551,PT09M30.00S,2023-12-02T02:37:18.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,100,101,2023-12-02T02:37:18Z,5380000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,550.0,,,,,,,,,,
552,PT09M30.00S,2023-12-02T02:37:33.9Z,4,REGULAR,freethrow,2 of 2,[],1629674,,,1610612738,101,101,2023-12-02T02:37:33Z,5390000,False,,,0,,N. Queta Free Throw 2 of 2 (5 PTS),[1629674],1610612738.0,BOS,,,,,,,,,,Queta,N. Queta,,,,Made,5.0,,,,,,,,,,,,,,
553,PT09M09.00S,2023-12-02T02:37:56.0Z,4,REGULAR,turnover,bad pass,[],1629001,,,1610612755,101,101,2023-12-02T02:38:00Z,5400000,False,,,0,,D. Melton bad pass TURNOVER (4 TO),"[1629001, 201950]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,4.0,Melton,D. Melton,Holiday,201950.0,,,,,,,,,,,,,,,,,
554,PT09M09.00S,2023-12-02T02:37:56.0Z,4,REGULAR,steal,,[],201950,,,1610612738,101,101,2023-12-02T02:37:58Z,5410000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,,,,Mid-Range,8-16 Left,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,
555,PT09M04.00S,2023-12-02T02:38:01.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630202,28.33442838370565,84.55882352941177,1610612738,104,101,2023-12-02T02:38:08Z,5420000,False,-173.0,214.0,1,left,P. Pritchard 27' 3PT running pullup (6 PTS) (J. Holiday 5 AST),"[1630202, 201950]",1610612738.0,BOS,running pullup,,,,,,Above the Break 3,24+ Left Center,,Pritchard,P. Pritchard,,,27.49,Made,6.0,J. Holiday,201950.0,5.0,,,,,,,,,,,
557,PT08M45.00S,2023-12-02T02:38:20.5Z,4,REGULAR,turnover,lost ball,[],202699,,,1610612755,104,101,2023-12-02T02:38:25Z,5440000,False,,,0,,T. Harris lost ball TURNOVER (3 TO),"[202699, 1630202]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,3.0,Harris,T. Harris,Pritchard,1630202.0,,,,,,,,,,,,,,,,,
558,PT08M45.00S,2023-12-02T02:38:20.5Z,4,REGULAR,steal,,[],1630202,,,1610612738,104,101,2023-12-02T02:38:22Z,5450000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,
559,PT08M42.00S,2023-12-02T02:38:26.1Z,4,REGULAR,turnover,traveling,[],1629674,,,1610612738,104,101,2023-12-02T02:42:30Z,5460000,False,,,0,,N. Queta traveling TURNOVER (2 TO),[1629674],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Right,2.0,Queta,N. Queta,,,,,,,,,,,,,,,202007.0,,,,
560,PT08M28.00S,2023-12-02T02:38:48.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203496,65.78515111695138,41.17647058823529,1610612755,104,104,2023-12-02T02:38:53Z,5470000,False,-44.0,269.0,1,right,R. Covington 27' 3PT  (18 PTS) (P. Beverley 6 AST),"[203496, 201976]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,Covington,R. Covington,,,27.27,Made,18.0,P. Beverley,201976.0,6.0,,,,,,,,,,,
562,PT08M09.00S,2023-12-02T02:39:07.9Z,4,REGULAR,3pt,Jump Shot,[],1630202,34.247700394218136,72.30392156862744,1610612738,104,104,2023-12-02T02:39:14Z,5490000,False,-112.0,269.0,1,left,MISS P. Pritchard 29' 3PT,[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,Pritchard,P. Pritchard,,,29.16,Missed,,,,,,,,,,,,,,,
563,PT08M08.00S,2023-12-02T02:39:08.9Z,4,REGULAR,rebound,offensive,[],1629674,,,1610612738,104,104,2023-12-02T02:39:30Z,5500000,False,,,0,,N. Queta REBOUND (Off:2 Def:3),[1629674],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,Queta,N. Queta,,,,,,,,,562.0,5.0,3.0,2.0,,,,,,,
564,PT08M07.00S,2023-12-02T02:39:18.9Z,4,REGULAR,foul,personal,[],203496,,,1610612738,104,104,2023-12-02T02:39:26Z,5510000,False,,,0,,R. Covington personal FOUL (3 PF),"[203496, 1629674]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,Covington,R. Covington,,,,,,,,,,,,,,,1627963.0,3.0,0.0,Queta,1629674.0
566,PT08M07.00S,2023-12-02T02:39:26.8Z,4,REGULAR,substitution,out,[],1629674,,,1610612738,104,104,2023-12-02T02:39:31Z,5530000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,,,,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,
567,PT08M07.00S,2023-12-02T02:39:26.8Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,104,104,2023-12-02T02:39:31Z,5540000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,
568,PT08M05.00S,2023-12-02T02:39:45.9Z,4,REGULAR,turnover,bad pass,[],1630573,,,1610612738,104,104,2023-12-02T02:39:49Z,5550000,False,,,0,,S. Hauser bad pass TURNOVER (3 TO),"[1630573, 202699]",1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,3.0,Hauser,S. Hauser,Harris,202699.0,,,,,,,,,,,,,,,,,
569,PT08M05.00S,2023-12-02T02:39:45.9Z,4,REGULAR,steal,,[],202699,,,1610612755,104,104,2023-12-02T02:39:48Z,5560000,False,,,0,,T. Harris STEAL (3 STL),[202699],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,
570,PT07M58.00S,2023-12-02T02:39:53.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,89.56964520367937,54.90196078431373,1610612755,104,104,2023-12-02T02:40:09Z,5570000,False,25.0,46.0,1,right,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,,Harris,T. Harris,,,5.17,Missed,,,,,,,,,,,,,,,
571,PT07M57.00S,2023-12-02T02:39:54.8Z,4,REGULAR,rebound,offensive,[],1628964,,,1610612755,104,104,2023-12-02T02:40:09Z,5580000,False,,,0,,M. Bamba REBOUND (Off:5 Def:1),[1628964],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,Bamba,M. Bamba,,,,,,,,,570.0,6.0,1.0,5.0,,,,,,,
572,PT07M57.00S,2023-12-02T02:39:58.8Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628964,94.40999984741211,50.0,1610612755,104,104,2023-12-02T02:40:12Z,5590000,False,0.0,0.0,1,right,MISS M. Bamba tip Layup,[1628964],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,,Bamba,M. Bamba,,,0.0,Missed,,,,,,,,,,,,,,,
573,PT07M56.00S,2023-12-02T02:39:59.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,104,104,2023-12-02T02:40:12Z,5600000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,572.0,,,,,,,,,,
575,PT07M56.00S,2023-12-02T02:40:11.2Z,4,REGULAR,substitution,out,[],1628964,,,1610612755,104,104,2023-12-02T02:40:17Z,5620000,False,,,0,,SUB out: M. Bamba,[1628964],1610612755.0,PHI,,,,,,,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,
576,PT07M56.00S,2023-12-02T02:40:11.2Z,4,REGULAR,substitution,in,[],1630194,,,1610612755,104,104,2023-12-02T02:40:17Z,5630000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,
577,PT07M44.00S,2023-12-02T02:40:41.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629001,92.06636005256242,51.71568627450981,1610612755,104,106,2023-12-02T02:40:47Z,5640000,False,9.0,22.0,1,right,D. Melton driving Layup (21 PTS),[1629001],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,Melton,D. Melton,,,2.37,Made,21.0,,,,,,,,,,,,,,
578,PT07M26.00S,2023-12-02T02:40:59.0Z,4,REGULAR,turnover,bad pass,[],201143,,,1610612738,104,106,2023-12-02T02:41:03Z,5650000,False,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 1629001]",1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,1.0,Horford,A. Horford,Melton,1629001.0,,,,,,,,,,,,,,,,,
579,PT07M26.00S,2023-12-02T02:40:59.0Z,4,REGULAR,steal,,[],1629001,,,1610612755,104,106,2023-12-02T02:41:01Z,5660000,False,,,0,,D. Melton STEAL (1 STL),[1629001],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,
580,PT07M21.00S,2023-12-02T02:41:04.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202699,91.93495400788436,44.11764705882353,1610612755,104,106,2023-12-02T02:41:21Z,5670000,False,-29.0,23.0,1,right,MISS T. Harris running Layup - blocked,"[202699, 201143]",1610612755.0,PHI,running,,,,,,Restricted Area,0-8 Center,,Harris,T. Harris,,,3.75,Missed,,,,,,,,,Horford,201143.0,,,,,
581,PT07M21.00S,2023-12-02T02:41:04.4Z,4,REGULAR,block,,[],201143,,,1610612755,104,106,2023-12-02T02:41:06Z,5680000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,
582,PT07M20.00S,2023-12-02T02:41:05.4Z,4,REGULAR,rebound,offensive,[],202699,,,1610612755,104,106,2023-12-02T02:41:21Z,5690000,False,,,0,,T. Harris REBOUND (Off:2 Def:2),[202699],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,Harris,T. Harris,,,,,,,,,580.0,4.0,2.0,2.0,,,,,,,
583,PT07M19.00S,2023-12-02T02:41:08.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202699,90.88370565045992,46.07843137254902,1610612755,104,106,2023-12-02T02:41:35Z,5700000,False,-20.0,33.0,1,right,MISS T. Harris putback Layup - blocked,"[202699, 1627759]",1610612755.0,PHI,putback,,,,,,Restricted Area,0-8 Center,,Harris,T. Harris,,,3.86,Missed,,,,,,,,,Brown,1627759.0,,,,,
584,PT07M19.00S,2023-12-02T02:41:08.6Z,4,REGULAR,block,,[],1627759,,,1610612755,104,106,2023-12-02T02:49:34Z,5710000,False,,,0,,J. Brown BLOCK (2 BLK),[1627759],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,
585,PT07M18.00S,2023-12-02T02:41:09.6Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,104,106,2023-12-02T02:41:35Z,5720000,False,,,0,,S. Hauser REBOUND (Off:1 Def:4),[1630573],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,Hauser,S. Hauser,,,,,,,,,583.0,5.0,4.0,1.0,,,,,,,
586,PT07M15.00S,2023-12-02T02:41:16.2Z,4,REGULAR,foul,personal,[],1629001,,,1610612738,104,106,2023-12-02T02:41:21Z,5730000,False,,,0,,D. Melton personal FOUL (5 PF),"[1629001, 1630202]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,Melton,D. Melton,,,,,,,,,,,,,,,1662.0,5.0,0.0,Pritchard,1630202.0
