actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
592,PT06M29.00S,2025-02-08T02:36:13.9Z,4,REGULAR,block,,[],1629651,,,1610612748,87,84,2025-02-08T02:36:15Z,5820000,False,,,0,,N. Claxton BLOCK (3 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
593,PT06M26.00S,2025-02-08T02:36:16.9Z,4,REGULAR,rebound,defensive,[],1631213,,,1610612751,87,84,2025-02-08T02:37:25Z,5830000,False,,,0,,T. Martin REBOUND (Off:0 Def:5),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,591.0,5.0,5.0,0.0,,,,,,,
594,PT06M22.00S,2025-02-08T02:36:22.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,87,84,2025-02-08T02:36:25Z,5840000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M22.00S,2025-02-08T02:36:33.9Z,4,REGULAR,substitution,out,[],1631213,,,1610612751,87,84,2025-02-08T02:39:17Z,5850000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M22.00S,2025-02-08T02:36:33.9Z,4,REGULAR,substitution,in,[],1630553,,,1610612751,87,84,2025-02-08T02:39:17Z,5860000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M11.00S,2025-02-08T02:39:32.9Z,4,REGULAR,2pt,Jump Shot,[],1629661,23.65308804204993,54.59175857843137,1610612751,89,84,2025-02-08T02:40:15Z,5870000,False,-23.0,170.0,1,left,C. Johnson 17' step back Jump Shot (18 PTS),[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Center,,,,,,17.14,Made,,,,,,,18.0,,,,,,
598,PT05M52.00S,2025-02-08T02:39:53.3Z,4,REGULAR,3pt,Jump Shot,[],1629639,65.40941195795006,56.22702205882353,1610612748,89,84,2025-02-08T02:40:32Z,5880000,False,31.0,273.0,1,right,MISS T. Herro 27' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,27.45,Missed,,,,,,,,,,,,,
599,PT05M50.00S,2025-02-08T02:39:55.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,89,84,2025-02-08T02:40:32Z,5890000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,598.0,,,,,,,,,,
601,PT05M50.00S,2025-02-08T02:40:05.7Z,4,REGULAR,substitution,out,[],1629130,,,1610612751,89,84,2025-02-08T02:40:14Z,5910000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT05M50.00S,2025-02-08T02:40:05.7Z,4,REGULAR,substitution,in,[],1641796,,,1610612751,89,84,2025-02-08T02:40:14Z,5920000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT05M31.00S,2025-02-08T02:40:29.8Z,4,REGULAR,2pt,Jump Shot,[],1629661,25.098554533508548,33.065257352941174,1610612751,89,84,2025-02-08T02:41:28Z,5930000,False,85.0,183.0,1,left,MISS C. Johnson 20' step back Shot,[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,20.2,Missed,,,,,,,,,,,,,
604,PT05M29.00S,2025-02-08T02:40:31.8Z,4,REGULAR,rebound,defensive,[],1641796,,,1610612748,89,84,2025-02-08T02:41:16Z,5940000,False,,,0,,P. Larsson REBOUND (Off:0 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,603.0,1.0,1.0,0.0,,,,,,,
605,PT05M20.00S,2025-02-08T02:40:41.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629639,88.43626806833115,43.84957107843137,1610612748,89,84,2025-02-08T02:42:20Z,5950000,False,-31.0,56.0,1,right,MISS T. Herro 6' driving Hook - blocked,"[1629639, 1630553]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.41,Missed,Johnson,1630553.0,,,,,,,,,,,
606,PT05M20.00S,2025-02-08T02:40:41.8Z,4,REGULAR,block,,[],1630553,,,1610612748,89,84,2025-02-08T02:40:43Z,5960000,False,,,0,,K. Johnson BLOCK (1 BLK),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
607,PT05M19.00S,2025-02-08T02:40:42.8Z,4,REGULAR,rebound,defensive,[],1629661,,,1610612751,89,84,2025-02-08T02:42:20Z,5970000,False,,,0,,C. Johnson REBOUND (Off:2 Def:4),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,605.0,6.0,4.0,2.0,,,,,,,
608,PT05M12.00S,2025-02-08T02:40:49.2Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629651,18.65965834428384,46.54564950980392,1610612751,89,84,2025-02-08T02:42:38Z,5980000,False,17.0,123.0,1,left,MISS N. Claxton 12' running Shot,[1629651],1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,12.41,Missed,,,,,,,,,,,,,
609,PT05M11.00S,2025-02-08T02:40:50.2Z,4,REGULAR,rebound,offensive,[],1630553,,,1610612751,89,84,2025-02-08T02:42:38Z,5990000,False,,,0,,K. Johnson REBOUND (Off:3 Def:3),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,608.0,6.0,3.0,3.0,,,,,,,
610,PT05M11.00S,2025-02-08T02:40:52.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630553,8.40998685939553,49.854473039215684,1610612751,89,84,2025-02-08T02:42:50Z,6000000,False,1.0,27.0,1,left,MISS K. Johnson tip Layup,[1630553],1610612751.0,BKN,tip,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,2.66,Missed,,,,,,,,,,,,,
611,PT05M09.00S,2025-02-08T02:40:54.6Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,89,84,2025-02-08T02:42:50Z,6010000,False,,,0,,N. Claxton REBOUND (Off:3 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,610.0,8.0,5.0,3.0,,,,,,,
612,PT05M08.00S,2025-02-08T02:40:54.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629651,6.701708278580824,54.346660539215684,1610612751,91,84,2025-02-08T02:43:13Z,6020000,False,-22.0,10.0,1,left,N. Claxton tip Layup (12 PTS),[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,2.41,Made,,,,,,,12.0,,,,,,
613,PT05M07.00S,2025-02-08T02:41:02.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,91,84,2025-02-08T02:41:02Z,6030000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M57.00S,2025-02-08T02:42:42.5Z,4,REGULAR,foul,personal,[],1629651,,,1610612748,91,84,2025-02-08T02:43:25Z,6040000,False,,,0,,N. Claxton personal FOUL (2 PF),"[1629651, 1628389]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,2534.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
616,PT04M52.00S,2025-02-08T02:43:13.6Z,4,REGULAR,turnover,bad pass,[],1626179,,,1610612748,91,84,2025-02-08T02:43:45Z,6060000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1630553]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Johnson,1630553.0
617,PT04M52.00S,2025-02-08T02:43:13.6Z,4,REGULAR,steal,,[],1630553,,,1610612751,91,84,2025-02-08T02:43:15Z,6070000,False,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
618,PT04M43.00S,2025-02-08T02:43:24.6Z,4,REGULAR,foul,personal,[],1629639,,,1610612751,91,84,2025-02-08T02:44:00Z,6080000,False,,,0,,T. Herro personal FOUL (3 PF),"[1629639, 1629651]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2534.0,3.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,,
620,PT04M34.00S,2025-02-08T02:43:55.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630570,11.695137976346913,42.37898284313726,1610612751,93,84,2025-02-08T02:44:28Z,6100000,False,38.0,57.0,1,left,T. Watford 6' driving Layup (8 PTS),[1630570],1610612751.0,BKN,driving,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.89,Made,,,,,,,8.0,,,,,,
621,PT04M17.00S,2025-02-08T02:44:12.9Z,4,REGULAR,2pt,Layup,[],1626179,94.87516425755585,66.14200367647058,1610612748,93,84,2025-02-08T02:45:00Z,6110000,False,81.0,-4.0,1,right,MISS T. Rozier 8' driving Layup - blocked,"[1626179, 1629651]",1610612748.0,MIA,driving,,,Rozier,T. Rozier,,,,,Mid-Range,0-8 Center,,,,,,8.08,Missed,Claxton,1629651.0,,,,,,,,,,,
622,PT04M17.00S,2025-02-08T02:44:12.9Z,4,REGULAR,block,,[],1629651,,,1610612748,93,84,2025-02-08T02:44:14Z,6120000,False,,,0,,N. Claxton BLOCK (4 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,0-8 Center,,,,,,,,,,,,,,,,,,,,
623,PT04M16.00S,2025-02-08T02:44:13.9Z,4,REGULAR,rebound,defensive,[],1630533,,,1610612751,93,84,2025-02-08T02:45:00Z,6130000,False,,,0,,Z. Williams REBOUND (Off:2 Def:6),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,0-8 Center,,,,,,,,,,621.0,8.0,6.0,2.0,,,,,,,
624,PT03M57.00S,2025-02-08T02:44:32.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,13.009198423127472,47.32689950980392,1610612751,95,84,2025-02-08T02:45:27Z,6140000,False,13.0,70.0,1,left,T. Watford 7' driving floating Jump Shot (10 PTS),[1630570],1610612751.0,BKN,driving floating,,,Watford,T. Watford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.11,Made,,,,,,,10.0,,,,,,
625,PT03M46.00S,2025-02-08T02:44:45.2Z,4,REGULAR,3pt,Jump Shot,[],1626179,90.80157687253613,3.8985906862745026,1610612748,95,84,2025-02-08T02:45:45Z,6150000,False,-231.0,34.0,1,right,MISS T. Rozier step back 3PT,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,,,,23.3,Missed,,,,,,,,,,,,,
626,PT03M43.00S,2025-02-08T02:44:48.2Z,4,REGULAR,rebound,defensive,[],1630533,,,1610612751,95,84,2025-02-08T02:45:45Z,6160000,False,,,0,,Z. Williams REBOUND (Off:2 Def:7),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,,625.0,9.0,7.0,2.0,,,,,,,
627,PT03M19.00S,2025-02-08T02:45:12.0Z,4,REGULAR,3pt,Jump Shot,[],1630533,31.767411300919846,64.4952512254902,1610612751,95,84,2025-02-08T02:46:13Z,6170000,False,-72.0,246.0,1,left,MISS Z. Williams 25' 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,,,25.66,Missed,,,,,,,,,,,,,
628,PT03M17.00S,2025-02-08T02:45:14.0Z,4,REGULAR,rebound,defensive,[],1626179,,,1610612748,95,84,2025-02-08T02:46:13Z,6180000,False,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,,,,,627.0,3.0,3.0,0.0,,,,,,,
629,PT03M02.00S,2025-02-08T02:45:27.6Z,4,REGULAR,3pt,Jump Shot,[],1628389,65.11785479632063,50.61274509803921,1610612748,95,84,2025-02-08T02:46:29Z,6190000,False,3.0,275.0,1,right,MISS B. Adebayo 27' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,27.54,Missed,,,,,,,,,,,,,
630,PT03M00.00S,2025-02-08T02:45:29.6Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,95,84,2025-02-08T02:46:29Z,6200000,False,,,0,,N. Claxton REBOUND (Off:3 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,,,,629.0,9.0,6.0,3.0,,,,,,,
631,PT02M38.00S,2025-02-08T02:45:53.6Z,4,REGULAR,3pt,Jump Shot,[],1630570,36.79779894875165,35.02604166666666,1610612751,95,84,2025-02-08T02:46:57Z,6210000,False,75.0,293.0,1,left,MISS T. Watford 30' 3PT,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Center,,,,,,30.28,Missed,,,,,,,,,,,,,
632,PT02M33.00S,2025-02-08T02:45:58.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612751,95,84,2025-02-08T02:46:57Z,6220000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,631.0,,,,,,,,,,
634,PT02M33.00S,2025-02-08T02:46:05.0Z,4,REGULAR,substitution,out,[],1630570,,,1610612751,95,84,2025-02-08T02:46:07Z,6240000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT02M33.00S,2025-02-08T02:46:05.0Z,4,REGULAR,substitution,in,[],1626156,,,1610612751,95,84,2025-02-08T02:46:07Z,6250000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT02M28.00S,2025-02-08T02:46:28.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630553,11.826544021024972,58.58992034313725,1610612751,95,84,2025-02-08T02:47:41Z,6260000,False,-43.0,59.0,1,left,MISS K. Johnson 7' driving Layup,[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.27,Missed,,,,,,,,,,,,,
637,PT02M26.00S,2025-02-08T02:46:30.3Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,95,84,2025-02-08T02:47:41Z,6270000,False,,,0,,N. Claxton REBOUND (Off:4 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,636.0,10.0,6.0,4.0,,,,,,,
638,PT02M26.00S,2025-02-08T02:46:31.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629651,10.512483574244413,42.37898284313726,1610612751,95,84,2025-02-08T02:47:59Z,6280000,False,38.0,46.0,1,left,MISS N. Claxton 6' tip Layup,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.0,Missed,,,,,,,,,,,,,
639,PT02M25.00S,2025-02-08T02:46:32.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,95,84,2025-02-08T02:47:59Z,6290000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,638.0,8.0,7.0,1.0,,,,,,,
640,PT02M20.00S,2025-02-08T02:46:35.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,73.64282194480947,10.271139705882348,1610612748,95,84,2025-02-08T02:48:32Z,6300000,False,-199.0,195.0,1,right,MISS T. Herro 27' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,27.85,Missed,,,,,,,,,,,,,
641,PT02M20.00S,2025-02-08T02:46:35.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612751,95,84,2025-02-08T02:48:32Z,6310000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,640.0,,,,,,,,,,
642,PT02M16.00S,2025-02-08T02:46:43.4Z,4,REGULAR,foul,personal,[],1628389,,,1610612751,95,84,2025-02-08T02:48:42Z,6320000,False,,,0,,B. Adebayo loose ball personal FOUL (4 PF),"[1628389, 1629651]",1610612748.0,MIA,loose ball,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2534.0,4.0,0.0,Claxton,1629651.0,,,,,,,,,,,,,,,
644,PT02M16.00S,2025-02-08T02:46:53.0Z,4,REGULAR,substitution,out,[],1631107,,,1610612751,95,84,2025-02-08T02:46:58Z,6340000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M16.00S,2025-02-08T02:46:53.0Z,4,REGULAR,substitution,in,[],1631170,,,1610612751,95,84,2025-02-08T02:46:58Z,6350000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M54.00S,2025-02-08T02:47:30.8Z,4,REGULAR,3pt,Jump Shot,[],1630553,7.966491458607096,5.147058823529411,1610612751,98,84,2025-02-08T02:47:37Z,6360000,False,224.0,22.0,1,left,K. Johnson 3PT  (9 PTS) (C. Johnson 3 AST),"[1630553, 1629661]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,22.54,Made,,,,,,,9.0,C. Johnson,1629661.0,3.0,,,
648,PT01M44.00S,2025-02-08T02:47:46.6Z,4,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612748,98,84,2025-02-08T02:49:04Z,6380000,False,,,0,,N. Claxton shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1629651, 1628389]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,202007.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,,,
650,PT01M44.00S,2025-02-08T02:48:18.8Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,98,85,2025-02-08T02:48:18Z,6400000,False,,,0,,B. Adebayo Free Throw 1 of 2 (17 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,Made,,,,,,,17.0,,,,,,
651,PT01M44.00S,2025-02-08T02:48:20.0Z,4,REGULAR,substitution,out,[],1629661,,,1610612748,98,85,2025-02-08T02:48:22Z,6410000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M44.00S,2025-02-08T02:48:20.0Z,4,REGULAR,substitution,in,[],1630570,,,1610612748,98,85,2025-02-08T02:48:22Z,6420000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M44.00S,2025-02-08T02:48:41.8Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,98,86,2025-02-08T02:48:41Z,6430000,False,,,0,,B. Adebayo Free Throw 2 of 2 (18 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,Made,,,,,,,18.0,,,,,,
654,PT01M29.00S,2025-02-08T02:48:59.9Z,4,REGULAR,3pt,Jump Shot,[],1630553,9.198423127463855,4.388786764705884,1610612751,98,86,2025-02-08T02:49:27Z,6440000,False,228.0,34.0,1,left,MISS K. Johnson 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,23.06,Missed,,,,,,,,,,,,,
655,PT01M27.00S,2025-02-08T02:49:01.9Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,98,86,2025-02-08T02:49:27Z,6450000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,,,,,,654.0,3.0,3.0,0.0,,,,,,,
656,PT01M19.00S,2025-02-08T02:49:10.6Z,4,REGULAR,3pt,Jump Shot,[],1631170,86.4651773981603,95.81035539215686,1610612748,98,86,2025-02-08T02:50:52Z,6460000,False,229.0,75.0,1,right,MISS J. Jaquez Jr. 24' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,,,,,,24.1,Missed,,,,,,,,,,,,,
657,PT01M17.00S,2025-02-08T02:49:12.6Z,4,REGULAR,rebound,offensive,[],1641796,,,1610612748,98,86,2025-02-08T02:49:47Z,6470000,False,,,0,,P. Larsson REBOUND (Off:1 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Mid-Range,16-24 Right,,,,,,,,,,656.0,2.0,1.0,1.0,,,,,,,
658,PT01M14.00S,2025-02-08T02:49:15.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,68.80749014454665,25.735294117647058,1610612748,98,86,2025-02-08T02:50:24Z,6480000,False,-121.0,241.0,1,right,MISS T. Herro 26' pullup 3PT - blocked,"[1629639, 1626156]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,,26.95,Missed,Russell,1626156.0,,,,,,,,,,,
659,PT01M14.00S,2025-02-08T02:49:15.0Z,4,REGULAR,block,,[],1626156,,,1610612748,98,86,2025-02-08T02:49:17Z,6490000,False,,,0,,D. Russell BLOCK (1 BLK),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
660,PT01M12.00S,2025-02-08T02:49:17.0Z,4,REGULAR,rebound,defensive,[],1630553,,,1610612751,98,86,2025-02-08T02:50:24Z,6500000,False,,,0,,K. Johnson REBOUND (Off:3 Def:4),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,658.0,7.0,4.0,3.0,,,,,,,
661,PT01M09.00S,2025-02-08T02:49:19.2Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630553,11.95795006570303,48.138786764705884,1610612751,100,86,2025-02-08T02:50:38Z,6510000,False,9.0,60.0,1,left,K. Johnson 6' running DUNK (11 PTS),[1630553],1610612751.0,BKN,running,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.06,Made,,,,,,,11.0,,,,,,
662,PT01M09.00S,2025-02-08T02:49:25.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,100,86,2025-02-08T02:49:25Z,6520000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M09.00S,2025-02-08T02:50:30.8Z,4,REGULAR,substitution,out,[],1626156,,,1610612748,100,86,2025-02-08T02:50:52Z,6530000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT01M09.00S,2025-02-08T02:50:30.8Z,4,REGULAR,substitution,out,[],1641796,,,1610612748,100,86,2025-02-08T02:50:52Z,6540000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M09.00S,2025-02-08T02:50:30.8Z,4,REGULAR,substitution,in,[],1641787,,,1610612748,100,86,2025-02-08T02:50:52Z,6550000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT01M09.00S,2025-02-08T02:50:30.8Z,4,REGULAR,substitution,in,[],1629130,,,1610612748,100,86,2025-02-08T02:50:52Z,6560000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT01M03.00S,2025-02-08T02:51:15.9Z,4,REGULAR,3pt,Jump Shot,[],1629639,70.94283837056506,85.27113970588235,1610612748,100,86,2025-02-08T02:51:43Z,6570000,False,176.0,221.0,1,right,MISS T. Herro 28' 3PT - blocked,"[1629639, 1630553]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,28.25,Missed,Johnson,1630553.0,,,,,,,,,,,
668,PT01M03.00S,2025-02-08T02:51:15.9Z,4,REGULAR,block,,[],1630553,,,1610612748,100,86,2025-02-08T02:51:19Z,6580000,False,,,0,,K. Johnson BLOCK (2 BLK),[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
669,PT01M02.00S,2025-02-08T02:51:16.1Z,4,REGULAR,rebound,offensive,[],1629639,,,1610612748,100,86,2025-02-08T02:51:43Z,6590000,False,,,0,,T. Herro REBOUND (Off:1 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,667.0,4.0,3.0,1.0,,,,,,,
670,PT00M56.80S,2025-02-08T02:51:23.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,65.65374507227332,22.058823529411764,1610612748,100,86,2025-02-08T02:52:13Z,6600000,False,-140.0,270.0,1,right,MISS D. Robinson 30' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,30.44,Missed,,,,,,,,,,,,,
