actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
610,PT05M24.00S,2024-01-03T05:04:58.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612758,94,91,2024-01-03T05:04:58Z,5900000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,609.0,,,,,,,,,,,,
611,PT05M24.00S,2024-01-03T05:05:02.2Z,4,REGULAR,substitution,out,[],1630558,,,1610612758,94,91,2024-01-03T05:05:24Z,5910000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M24.00S,2024-01-03T05:05:02.2Z,4,REGULAR,substitution,in,[],1628368,,,1610612758,94,91,2024-01-03T05:05:24Z,5920000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT05M16.00S,2024-01-03T05:05:10.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,9.149145860709593,50.73529411764706,1610612758,94,91,2024-01-03T05:22:32Z,5928750,False,-4.0,34.0,1,left,MISS D. Sabonis driving Layup - blocked,"[1627734, 1630208]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,3.37,Missed,Richards,1630208.0,,,,,,,,,,,,,
706,PT05M16.00S,2024-01-03T05:05:10.5Z,4,REGULAR,block,,[],1630208,,,1610612758,94,91,2024-01-03T05:22:20Z,5933125,False,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
707,PT05M14.00S,2024-01-03T05:05:12.5Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612758,94,91,2024-01-03T05:22:32Z,5935312,False,,,0,,D. Sabonis REBOUND (Off:8 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,705.0,17.0,9.0,8.0,,,,,,,,,
701,PT05M10.00S,2024-01-03T05:05:27.3Z,4,REGULAR,substitution,out,[],1641733,,,1610612758,94,91,2024-01-03T05:22:10Z,5946250,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
702,PT05M10.00S,2024-01-03T05:05:27.3Z,4,REGULAR,substitution,out,[],202397,,,1610612758,94,91,2024-01-03T05:22:10Z,5950625,False,,,0,,SUB out: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
703,PT05M10.00S,2024-01-03T05:05:27.3Z,4,REGULAR,substitution,in,[],1629023,,,1610612758,94,91,2024-01-03T05:22:10Z,5952812,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
704,PT05M10.00S,2024-01-03T05:05:27.3Z,4,REGULAR,substitution,in,[],1626179,,,1610612758,94,91,2024-01-03T05:22:10Z,5953906,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT05M05.00S,2024-01-03T05:05:35.7Z,4,REGULAR,turnover,lost ball,[],1628370,,,1610612758,94,91,2024-01-03T05:23:14Z,5955000,False,,,0,,M. Monk lost ball TURNOVER (1 TO),"[1628370, 1626179]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,1.0,Rozier,1626179.0,,,,,,,,,,,,,,,,,
696,PT05M05.00S,2024-01-03T05:05:35.7Z,4,REGULAR,steal,,[],1626179,,,1610612766,94,91,2024-01-03T05:23:40Z,5972500,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
619,PT04M56.00S,2024-01-03T05:06:09.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626179,93.24901445466492,47.794117647058826,1610612766,94,93,2024-01-03T05:20:02Z,5990000,False,-11.0,11.0,1,right,T. Rozier running Layup (25 PTS),[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,1.56,Made,,,,,,,25.0,,,,,,,,
620,PT04M54.00S,2024-01-03T05:06:17.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,7.835085413929041,51.470588235294116,1610612758,96,93,2024-01-03T05:23:56Z,6000000,False,-7.0,21.0,1,left,D. Fox pullup Jump Shot (24 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,2.24,Made,,,,,,,24.0,,,,,,,,
621,PT04M54.00S,2024-01-03T05:06:25.0Z,4,REGULAR,foul,personal,['1freethrow'],1631121,,,1610612758,96,93,2024-01-03T05:06:45Z,6010000,False,,,0,,B. McGowens shooting personal FOUL (1 PF) (Fox 1 FT),"[1631121, 1628368]",1610612766.0,CHA,shooting,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628953.0,1.0,0.0,,,,Fox,1628368.0
623,PT04M54.00S,2024-01-03T05:06:34.0Z,4,REGULAR,substitution,out,[],1631121,,,1610612758,96,93,2024-01-03T05:06:43Z,6030000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M54.00S,2024-01-03T05:06:34.0Z,4,REGULAR,substitution,in,[],1628998,,,1610612758,96,93,2024-01-03T05:06:43Z,6040000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT04M54.00S,2024-01-03T05:06:50.3Z,4,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,96,93,2024-01-03T05:06:50Z,6050000,False,,,0,,MISS D. Fox Free Throw 1 of 1,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
626,PT04M51.00S,2024-01-03T05:06:52.1Z,4,REGULAR,rebound,defensive,[],1630208,,,1610612766,96,93,2024-01-03T05:06:52Z,6060000,False,,,0,,N. Richards REBOUND (Off:1 Def:8),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,625.0,9.0,8.0,1.0,,,,,,,,,
627,PT04M34.00S,2024-01-03T05:07:09.2Z,4,REGULAR,2pt,Jump Shot,[],1626179,88.51839684625493,74.75490196078431,1610612766,96,93,2024-01-03T05:07:18Z,6070000,False,124.0,55.0,1,right,MISS T. Rozier 13' driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,13.56,Missed,,,,,,,,,,,,,,,
628,PT04M31.00S,2024-01-03T05:07:12.2Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,96,93,2024-01-03T05:07:18Z,6080000,False,,,0,,D. Sabonis REBOUND (Off:8 Def:10),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,,,,,627.0,18.0,10.0,8.0,,,,,,,,,
629,PT04M25.00S,2024-01-03T05:07:19.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1628368,7.178055190538765,50.73529411764706,1610612758,98,93,2024-01-03T05:24:55Z,6090000,False,-4.0,15.0,1,left,D. Fox driving finger roll Layup (26 PTS),[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,1.54,Made,,,,,,,26.0,,,,,,,,
630,PT04M25.00S,2024-01-03T05:07:25.8Z,4,REGULAR,violation,defensive goaltending,[],1630208,,,1610612758,98,93,2024-01-03T05:07:36Z,6100000,False,,,0,,N. Richards defensive goaltending VIOLATION,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,1627524.0,,,,,,,
631,PT04M25.00S,2024-01-03T05:07:33.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,98,93,2024-01-03T05:07:33Z,6110000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT04M12.00S,2024-01-03T05:09:16.0Z,4,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612766,98,93,2024-01-03T05:09:30Z,6120000,False,,,0,,M. Monk shooting personal FOUL (2 PF) (Martin 2 FT),"[1628370, 1628998]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628953.0,2.0,0.0,,,,Martin,1628998.0
639,PT04M12.00S,2024-01-03T05:09:47.5Z,4,REGULAR,freethrow,1 of 2,[],1628998,,,1610612766,98,93,2024-01-03T05:09:47Z,6140000,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
640,PT04M12.00S,2024-01-03T05:09:47.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,98,93,2024-01-03T05:09:47Z,6150000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,639.0,,,,,,,,,,,,
641,PT04M12.00S,2024-01-03T05:10:03.4Z,4,REGULAR,freethrow,2 of 2,[],1628998,,,1610612766,98,94,2024-01-03T05:10:03Z,6160000,False,,,0,,C. Martin Free Throw 2 of 2 (8 PTS),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,Made,,,,,,,8.0,,,,,,,,
642,PT03M57.00S,2024-01-03T05:10:19.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,11.645860709592641,63.48039215686274,1610612758,98,94,2024-01-03T05:10:24Z,6170000,False,-67.0,57.0,1,left,MISS D. Fox 8' turnaround fadeaway Shot,[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,,,,8.83,Missed,,,,,,,,,,,,,,,
643,PT03M54.00S,2024-01-03T05:10:22.3Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612758,98,94,2024-01-03T05:10:22Z,6180000,False,,,0,,D. Sabonis REBOUND (Off:9 Def:10),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,642.0,19.0,10.0,9.0,,,,,,,,,
644,PT03M54.00S,2024-01-03T05:10:22.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,5.590000152587891,50.0,1610612758,100,94,2024-01-03T05:10:22Z,6190000,False,0.0,0.0,1,left,D. Sabonis tip Layup (23 PTS),[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,0.0,Made,,,,,,,23.0,,,,,,,,
645,PT03M42.00S,2024-01-03T05:10:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,89.17542706964521,42.15686274509804,1610612766,100,96,2024-01-03T05:25:39Z,6200000,False,-39.0,49.0,1,right,T. Rozier 6' driving finger roll Layup (27 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,6.3,Made,,,,,,,27.0,,,,,,,,
646,PT03M25.00S,2024-01-03T05:10:56.3Z,4,REGULAR,foul,personal,[],1626179,,,1610612758,100,96,2024-01-03T05:14:19Z,6210000,False,,,0,,T. Rozier personal FOUL (3 PF),"[1626179, 1630537]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,204059.0,3.0,0.0,,,,Duarte,1630537.0
649,PT03M18.00S,2024-01-03T05:11:21.4Z,4,REGULAR,3pt,Jump Shot,[],1631099,28.465834428383708,20.34313725490196,1610612758,100,96,2024-01-03T05:11:29Z,6230000,False,148.0,215.0,1,left,MISS K. Murray 26' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,26.13,Missed,,,,,,,,,,,,,,,
650,PT03M15.00S,2024-01-03T05:11:24.4Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612766,100,96,2024-01-03T05:11:29Z,6240000,False,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,,,649.0,4.0,3.0,1.0,,,,,,,,,
652,PT03M00.00S,2024-01-03T05:11:39.1Z,4,REGULAR,turnover,lost ball,[],1628970,,,1610612766,100,96,2024-01-03T05:11:43Z,6250000,False,,,0,,M. Bridges lost ball TURNOVER (3 TO),"[1628970, 1627734]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,3.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,
653,PT03M00.00S,2024-01-03T05:11:39.1Z,4,REGULAR,steal,,[],1627734,,,1610612758,100,96,2024-01-03T05:11:40Z,6260000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
654,PT02M45.00S,2024-01-03T05:11:54.0Z,4,REGULAR,turnover,bad pass,[],1627734,,,1610612758,100,96,2024-01-03T05:11:59Z,6270000,False,,,0,,D. Sabonis bad pass TURNOVER (11 TO),"[1627734, 1628970]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,11.0,Bridges,1628970.0,,,,,,,,,,,,,,,,,
655,PT02M45.00S,2024-01-03T05:11:54.0Z,4,REGULAR,steal,,[],1628970,,,1610612766,100,96,2024-01-03T05:28:16Z,6280000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
656,PT02M29.00S,2024-01-03T05:12:10.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626179,85.62746386333771,54.41176470588235,1610612766,100,98,2024-01-03T05:12:17Z,6290000,False,22.0,83.0,1,right,T. Rozier 8' driving floating Jump Shot (29 PTS),[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,8.55,Made,,,,,,,29.0,,,,,,,,
661,PT02M15.00S,2024-01-03T05:12:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,5.863994743758213,47.30392156862745,1610612758,102,98,2024-01-03T05:12:46Z,6310000,False,13.0,3.0,1,left,D. Fox cutting Layup (28 PTS) (D. Sabonis 4 AST),"[1628368, 1627734]",1610612758.0,SAC,cutting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,1.37,Made,,,,,,,28.0,,,,D. Sabonis,1627734.0,4.0,,
663,PT01M49.00S,2024-01-03T05:13:09.4Z,4,REGULAR,3pt,Jump Shot,[],1626179,72.48685939553219,18.38235294117647,1610612766,102,101,2024-01-03T05:27:32Z,6330000,False,-158.0,206.0,1,right,T. Rozier 25' 3PT step back (32 PTS) (P. Washington 4 AST),"[1626179, 1629023]",1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,25.98,Made,,,,,,,32.0,,,,P. Washington,1629023.0,4.0,,
664,PT01M34.00S,2024-01-03T05:13:30.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.389618922470433,50.98039215686274,1610612758,104,101,2024-01-03T05:13:35Z,6340000,False,-5.0,8.0,1,left,D. Fox driving Layup (30 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,0.9,Made,,,,,,,30.0,,,,,,,,
665,PT01M19.00S,2024-01-03T05:13:50.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612766,104,101,2024-01-03T05:14:03Z,6350000,False,,,0,,D. Fox personal FOUL (2 PF) (Rozier 2 FT),"[1628368, 1626179]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628953.0,2.0,0.0,,,,Rozier,1626179.0
669,PT01M19.00S,2024-01-03T05:14:46.8Z,4,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,104,102,2024-01-03T05:14:46Z,6370000,False,,,0,,T. Rozier Free Throw 1 of 2 (33 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,,33.0,,,,,,,,
670,PT01M19.00S,2024-01-03T05:15:04.8Z,4,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,104,103,2024-01-03T05:15:04Z,6380000,False,,,0,,T. Rozier Free Throw 2 of 2 (34 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,Made,,,,,,,34.0,,,,,,,,
671,PT01M02.00S,2024-01-03T05:15:24.6Z,4,REGULAR,3pt,Jump Shot,[],1628370,29.38567674113009,18.137254901960784,1610612758,104,103,2024-01-03T05:15:29Z,6390000,False,159.0,224.0,1,left,MISS M. Monk 27' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,27.46,Missed,,,,,,,,,,,,,,,
672,PT01M01.00S,2024-01-03T05:15:25.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,104,103,2024-01-03T05:15:29Z,6400000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,671.0,,,,,,,,,,,,
673,PT00M51.50S,2024-01-03T05:15:48.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,91.5407358738502,48.529411764705884,1610612766,104,105,2024-01-03T05:15:56Z,6410000,False,-7.0,27.0,1,right,P. Washington cutting DUNK (17 PTS) (C. Martin 2 AST),"[1629023, 1628998]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,2.8,Made,,,,,,,17.0,,,,C. Martin,1628998.0,2.0,,
675,PT00M44.90S,2024-01-03T05:15:58.6Z,4,REGULAR,turnover,lost ball,[],1628368,,,1610612758,104,105,2024-01-03T05:16:10Z,6430000,False,,,0,,D. Fox lost ball TURNOVER (2 TO),"[1628368, 1630208]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,2.0,Richards,1630208.0,,,,,,,,,,,,,,,,,
676,PT00M44.90S,2024-01-03T05:15:58.6Z,4,REGULAR,steal,,[],1630208,,,1610612766,104,105,2024-01-03T05:16:00Z,6440000,False,,,0,,N. Richards STEAL (1 STL),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
677,PT00M42.10S,2024-01-03T05:16:02.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628998,92.46057818659659,49.754901960784316,1610612766,104,107,2024-01-03T05:30:08Z,6450000,False,-1.0,18.0,1,right,C. Martin running Layup (10 PTS) (N. Richards 1 AST),"[1628998, 1630208]",1610612766.0,CHA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,1.84,Made,,,,,,,10.0,,,,N. Richards,1630208.0,1.0,,
679,PT00M42.10S,2024-01-03T05:16:13.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,104,107,2024-01-03T05:16:13Z,6470000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M42.10S,2024-01-03T05:17:09.6Z,4,REGULAR,substitution,out,[],1630537,,,1610612758,104,107,2024-01-03T05:17:36Z,6480000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M42.10S,2024-01-03T05:17:09.6Z,4,REGULAR,substitution,in,[],203084,,,1610612758,104,107,2024-01-03T05:17:36Z,6490000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M32.90S,2024-01-03T05:18:07.9Z,4,REGULAR,2pt,Jump Shot,[],1628368,19.793035479632064,70.09803921568627,1610612758,104,107,2024-01-03T05:30:35Z,6500000,False,-100.0,134.0,1,left,MISS D. Fox 16' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left Center,,,,16.72,Missed,,,,,,,,,,,,,,,
684,PT00M32.90S,2024-01-03T05:18:07.9Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,104,107,2024-01-03T05:18:21Z,6510000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,,,,,,683.0,5.0,5.0,0.0,,,,,,,,,
685,PT00M32.90S,2024-01-03T05:18:11.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203084,,,1610612766,104,107,2024-01-03T05:18:20Z,6520000,False,,,0,,H. Barnes personal FOUL (2 PF) (Bridges 2 FT),"[203084, 1628970]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627524.0,2.0,0.0,,,,Bridges,1628970.0
687,PT00M32.90S,2024-01-03T05:18:43.1Z,4,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,104,108,2024-01-03T05:18:43Z,6540000,False,,,0,,M. Bridges Free Throw 1 of 2 (24 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,,,24.0,,,,,,,,
688,PT00M32.90S,2024-01-03T05:19:00.3Z,4,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,104,109,2024-01-03T05:19:00Z,6550000,False,,,0,,M. Bridges Free Throw 2 of 2 (25 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,,,25.0,,,,,,,,
689,PT00M25.00S,2024-01-03T05:19:09.6Z,4,REGULAR,3pt,Jump Shot,[],1628368,33.196452036793694,54.41176470588235,1610612758,104,109,2024-01-03T05:19:15Z,6560000,False,-22.0,260.0,1,left,MISS D. Fox 26' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,26.04,Missed,,,,,,,,,,,,,,,
690,PT00M22.80S,2024-01-03T05:19:11.8Z,4,REGULAR,rebound,defensive,[],1630208,,,1610612766,104,109,2024-01-03T05:19:11Z,6570000,False,,,0,,N. Richards REBOUND (Off:1 Def:9),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,,,,,689.0,10.0,9.0,1.0,,,,,,,,,
691,PT00M21.60S,2024-01-03T05:19:14.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631099,,,1610612766,104,109,2024-01-03T05:31:01Z,6580000,False,,,0,,K. Murray take personal FOUL (5 PF) (Bridges 2 FT),"[1631099, 1628970]",1610612758.0,SAC,take,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,204059.0,5.0,0.0,,,,Bridges,1628970.0
693,PT00M21.60S,2024-01-03T05:19:40.4Z,4,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,104,110,2024-01-03T05:19:40Z,6600000,False,,,0,,M. Bridges Free Throw 1 of 2 (26 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,,,26.0,,,,,,,,
694,PT00M21.60S,2024-01-03T05:19:58.1Z,4,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,104,111,2024-01-03T05:19:58Z,6610000,False,,,0,,M. Bridges Free Throw 2 of 2 (27 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,Made,,,,,,,27.0,,,,,,,,
697,PT00M14.00S,2024-01-03T05:20:13.4Z,4,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612758,104,111,2024-01-03T05:21:17Z,6620000,False,,,0,,D. Fox lost ball out-of-bounds TURNOVER (3 TO),[1628368],1610612758.0,SAC,lost ball,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,3.0,,,,,,,,,,,,204059.0,,,,,,,
698,PT00M00.00S,2024-01-03T05:21:09.4Z,4,REGULAR,period,end,[],0,,,1610612766,104,111,2024-01-03T05:21:09Z,6630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M00.00S,2024-01-03T05:21:29.7Z,4,REGULAR,game,end,[],0,,,0,104,111,2024-01-03T05:21:29Z,6640000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
