actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
599,PT03M12.00S,2023-02-04T03:12:45.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,114,129,2023-02-04T03:12:45Z,5860000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,598.0,,,,,,,,,,,,
600,PT03M12.00S,2023-02-04T03:12:59.3Z,4,REGULAR,freethrow,3 of 3,[],201935,,,1610612755,114,130,2023-02-04T03:12:59Z,5870000,False,,,0,,J. Harden Free Throw 3 of 3 (16 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
601,PT02M59.00S,2023-02-04T03:13:12.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,19.004599211563733,49.50980392156863,1610612759,116,130,2023-02-04T03:14:39Z,5880000,False,2.0,126.0,1,left,M. Branham 12' driving floating Jump Shot (23 PTS),[1631103],1610612759.0,SAS,driving floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,,12.61,Made,23.0,,,,,,,,,,,,,
602,PT02M35.00S,2023-02-04T03:13:37.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203954,91.80354796320631,53.431372549019606,1610612755,116,130,2023-02-04T03:13:42Z,5890000,False,17.0,25.0,1,right,MISS J. Embiid Layup,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,2.99,Missed,,,,,,,,,,,,,,
603,PT02M32.00S,2023-02-04T03:13:39.6Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,116,130,2023-02-04T03:13:39Z,5900000,False,,,0,,J. Embiid REBOUND (Off:1 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,602.0,9.0,8.0,1.0,,,,,,,,,
604,PT02M27.00S,2023-02-04T03:13:44.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201935,64.73390275952694,48.28431372549019,1610612755,116,130,2023-02-04T03:13:52Z,5910000,False,-9.0,279.0,1,right,MISS J. Harden 27' pullup 3PT,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,27.91,Missed,,,,,,,,,,,,,,
605,PT02M21.00S,2023-02-04T03:13:50.8Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,116,130,2023-02-04T03:13:52Z,5920000,False,,,0,,J. Embiid REBOUND (Off:2 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,604.0,10.0,8.0,2.0,,,,,,,,,
606,PT02M20.00S,2023-02-04T03:13:54.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626169,,,1610612755,116,130,2023-02-04T03:14:16Z,5930000,False,,,0,,S. Johnson shooting personal FOUL (2 PF) (Melton 2 FT),"[1626169, 1629001]",1610612759.0,SAS,shooting,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,1626302.0,,,,,,,,,,,2.0,0.0,Melton,1629001.0,,
608,PT02M20.00S,2023-02-04T03:14:16.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629001,,,1610612755,116,131,2023-02-04T03:14:16Z,5950000,False,,,0,,D. Melton Free Throw 1 of 2 (12 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,
609,PT02M20.00S,2023-02-04T03:14:17.7Z,4,REGULAR,substitution,out,[],203954,,,1610612755,116,131,2023-02-04T03:14:24Z,5960000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT02M20.00S,2023-02-04T03:14:17.7Z,4,REGULAR,substitution,in,[],1630194,,,1610612755,116,131,2023-02-04T03:14:24Z,5970000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT02M20.00S,2023-02-04T03:14:34.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629001,,,1610612755,116,132,2023-02-04T03:14:34Z,5980000,False,,,0,,D. Melton Free Throw 2 of 2 (13 PTS),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
612,PT02M09.00S,2023-02-04T03:14:44.8Z,4,REGULAR,3pt,Jump Shot,[],1631103,29.122864651773984,21.323529411764707,1610612759,119,132,2023-02-04T03:14:50Z,5990000,False,143.0,221.0,1,left,M. Branham 26' 3PT  (26 PTS) (B. Wesley 2 AST),"[1631103, 1631104]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,,26.37,Made,26.0,,,,,B. Wesley,1631104.0,2.0,,,,,,
614,PT01M58.00S,2023-02-04T03:14:59.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,94.08672798948751,48.330269607843135,1610612755,119,132,2023-02-04T03:15:09Z,6010000,False,-8.0,3.0,1,right,MISS D. Melton driving finger roll Layup,[1629001],1610612755.0,PHI,driving finger roll,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,0.89,Missed,,,,,,,,,,,,,,
615,PT01M57.00S,2023-02-04T03:15:00.1Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,119,132,2023-02-04T03:16:30Z,6020000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,614.0,1.0,0.0,1.0,,,,,,,,,
616,PT01M57.00S,2023-02-04T03:15:06.2Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630194,94.40999984741211,50.0,1610612755,119,134,2023-02-04T03:16:37Z,6030000,False,0.0,0.0,1,right,P. Reed tip DUNK (2 PTS),[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,0.0,Made,2.0,,,,,,,,,,,,,
617,PT01M37.00S,2023-02-04T03:15:21.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,6.783837056504599,46.81372549019608,1610612759,121,134,2023-02-04T03:15:29Z,6040000,False,16.0,11.0,1,left,B. Wesley driving finger roll Layup (9 PTS) (S. Johnson 4 AST),"[1631104, 1626169]",1610612759.0,SAS,driving finger roll,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,,1.95,Made,9.0,,,,,S. Johnson,1626169.0,4.0,,,,,,
619,PT01M32.00S,2023-02-04T03:15:39.9Z,4,REGULAR,violation,kicked ball,[],1631104,,,1610612755,121,134,2023-02-04T03:16:06Z,6060000,False,,,0,,B. Wesley kicked ball VIOLATION,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,1626302.0,,,,,,,,,,,,,,,,
620,PT01M32.00S,2023-02-04T03:15:49.8Z,4,REGULAR,substitution,out,[],201935,,,1610612755,121,134,2023-02-04T03:16:04Z,6070000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT01M32.00S,2023-02-04T03:15:49.8Z,4,REGULAR,substitution,out,[],202699,,,1610612755,121,134,2023-02-04T03:16:04Z,6080000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT01M32.00S,2023-02-04T03:15:49.8Z,4,REGULAR,substitution,in,[],1630178,,,1610612755,121,134,2023-02-04T03:16:04Z,6090000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT01M32.00S,2023-02-04T03:15:49.8Z,4,REGULAR,substitution,in,[],1627788,,,1610612755,121,134,2023-02-04T03:16:04Z,6100000,False,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT01M14.00S,2023-02-04T03:16:07.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.11760840998686,53.92156862745098,1610612755,121,134,2023-02-04T03:18:10Z,6110000,False,20.0,12.0,1,right,MISS T. Maxey driving Layup,[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,2.31,Missed,,,,,,,,,,,,,,
625,PT01M12.00S,2023-02-04T03:16:09.6Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,121,134,2023-02-04T03:18:10Z,6120000,False,,,0,,P. Reed REBOUND (Off:2 Def:0),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,624.0,2.0,0.0,2.0,,,,,,,,,
626,PT01M12.00S,2023-02-04T03:16:16.0Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630194,94.40999984741211,50.0,1610612755,121,136,2023-02-04T03:18:17Z,6130000,False,0.0,0.0,1,right,P. Reed tip Layup (4 PTS),[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,0.0,Made,4.0,,,,,,,,,,,,,
627,PT01M03.00S,2023-02-04T03:16:21.4Z,4,REGULAR,turnover,bad pass,[],1631230,,,1610612759,121,136,2023-02-04T03:16:27Z,6140000,False,,,0,,D. Barlow bad pass TURNOVER (1 TO),"[1631230, 1627863]",1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,1.0,House Jr.,1627863.0,,,,,,,,,,,,,,,,,
628,PT01M03.00S,2023-02-04T03:16:21.4Z,4,REGULAR,steal,,[],1627863,,,1610612755,121,136,2023-02-04T03:16:24Z,6150000,False,,,0,,D. House Jr. STEAL (1 STL),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
629,PT01M00.00S,2023-02-04T03:16:28.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629676,,,1610612755,121,136,2023-02-04T03:16:52Z,6160000,False,,,0,,I. Roby shooting personal FOUL (2 PF) (House Jr. 2 FT),"[1629676, 1627863]",1610612759.0,SAS,shooting,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,1628159.0,,,,,,,,,,,2.0,0.0,House Jr.,1627863.0,,
631,PT01M00.00S,2023-02-04T03:16:53.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627863,,,1610612755,121,136,2023-02-04T03:17:06Z,6180000,False,,,0,,MISS D. House Jr. Free Throw 1 of 2,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
632,PT01M00.00S,2023-02-04T03:16:53.3Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,121,136,2023-02-04T03:17:06Z,6190000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,631.0,,,,,,,,,,,,
633,PT01M00.00S,2023-02-04T03:16:53.3Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627863,,,1610612755,121,136,2023-02-04T03:17:06Z,6200000,False,,,0,,MISS D. House Jr. Free Throw 2 of 2,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
634,PT00M56.90S,2023-02-04T03:16:56.4Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612759,121,136,2023-02-04T03:17:06Z,6210000,False,,,0,,D. Barlow REBOUND (Off:0 Def:3),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,633.0,3.0,3.0,0.0,,,,,,,,,
635,PT00M55.10S,2023-02-04T03:17:07.6Z,4,REGULAR,turnover,bad pass,[],1629676,,,1610612759,121,136,2023-02-04T03:17:15Z,6220000,False,,,0,,I. Roby bad pass TURNOVER (1 TO),"[1629676, 1627863]",1610612759.0,SAS,,,,Roby,I. Roby,,,,,Above the Break 3,24+ Right Center,1.0,House Jr.,1627863.0,,,,,,,,,,,,,,,,,
636,PT00M55.10S,2023-02-04T03:17:07.6Z,4,REGULAR,steal,,[],1627863,,,1610612755,121,136,2023-02-04T03:17:10Z,6230000,False,,,0,,D. House Jr. STEAL (2 STL),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
637,PT00M49.30S,2023-02-04T03:17:13.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627863,72.88107752956637,12.5,1610612755,121,136,2023-02-04T03:23:04Z,6240000,False,-188.0,202.0,1,right,MISS D. House Jr. 27' pullup 3PT,[1627863],1610612755.0,PHI,pullup,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Left Center,,,,,27.59,Missed,,,,,,,,,,,,,,
638,PT00M43.50S,2023-02-04T03:17:19.2Z,4,REGULAR,rebound,defensive,[],1631103,,,1610612759,121,136,2023-02-04T03:17:24Z,6250000,False,,,0,,M. Branham REBOUND (Off:0 Def:2),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,,,,,,637.0,2.0,2.0,0.0,,,,,,,,,
639,PT00M41.40S,2023-02-04T03:17:24.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629676,6.521024967148489,46.568627450980394,1610612759,123,136,2023-02-04T03:17:57Z,6260000,False,17.0,9.0,1,left,I. Roby cutting DUNK (4 PTS) (M. Branham 2 AST),"[1629676, 1631103]",1610612759.0,SAS,cutting,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,,,,,1.93,Made,4.0,,,,,M. Branham,1631103.0,2.0,,,,,,
641,PT00M22.80S,2023-02-04T03:17:42.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630194,92.85479632063075,53.431372549019606,1610612755,123,136,2023-02-04T03:18:16Z,6280000,False,17.0,15.0,1,right,MISS P. Reed alley-oop Layup,[1630194],1610612755.0,PHI,alley-oop,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,2.26,Missed,,,,,,,,,,,,,,
642,PT00M22.80S,2023-02-04T03:17:42.7Z,4,REGULAR,rebound,offensive,[],1627863,,,1610612755,123,136,2023-02-04T03:18:16Z,6290000,False,,,0,,D. House Jr. REBOUND (Off:1 Def:0),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,641.0,1.0,0.0,1.0,,,,,,,,,
643,PT00M22.00S,2023-02-04T03:17:52.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612755,123,136,2023-02-04T03:18:01Z,6300000,False,,,0,,D. Barlow shooting personal FOUL (3 PF) (House Jr. 2 FT),"[1631230, 1627863]",1610612759.0,SAS,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,1662.0,,,,,,,,,,,3.0,0.0,House Jr.,1627863.0,,
645,PT00M22.00S,2023-02-04T03:18:07.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1627863,,,1610612755,123,136,2023-02-04T03:18:07Z,6320000,False,,,0,,MISS D. House Jr. Free Throw 1 of 2,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
646,PT00M22.00S,2023-02-04T03:18:07.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,123,136,2023-02-04T03:18:07Z,6330000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,645.0,,,,,,,,,,,,
647,PT00M22.00S,2023-02-04T03:18:18.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1627863,,,1610612755,123,137,2023-02-04T03:18:18Z,6340000,False,,,0,,D. House Jr. Free Throw 2 of 2 (1 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
648,PT00M11.70S,2023-02-04T03:18:30.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631230,9.806176084099869,50.49019607843137,1610612759,125,137,2023-02-04T03:18:37Z,6350000,False,-2.0,40.0,1,left,D. Barlow turnaround Jump Shot (4 PTS) (M. Branham 3 AST),"[1631230, 1631103]",1610612759.0,SAS,turnaround,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,3.98,Made,4.0,,,,,M. Branham,1631103.0,3.0,,,,,,
650,PT00M00.00S,2023-02-04T03:19:51.7Z,4,REGULAR,period,end,[],0,,,1610612755,125,137,2023-02-04T03:19:51Z,6370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT00M00.00S,2023-02-04T03:19:54.0Z,4,REGULAR,game,end,[],0,,,0,125,137,2023-02-04T03:19:54Z,6380000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
