actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
598,PT06M31.00S,2023-12-13T03:08:55.4Z,4,REGULAR,turnover,offensive foul,[],1631128,,,1610612743,89,100,2023-12-13T03:08:55Z,5910000,False,,,0,,C. Braun offensive foul TURNOVER (3 TO),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,200834.0,,,,,,,,,3.0,,,,
599,PT06M31.00S,2023-12-13T03:09:01.8Z,4,REGULAR,substitution,out,[],1631207,,,1610612741,89,100,2023-12-13T03:09:07Z,5920000,False,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M31.00S,2023-12-13T03:09:01.8Z,4,REGULAR,substitution,in,[],1629632,,,1610612741,89,100,2023-12-13T03:09:07Z,5930000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M15.00S,2023-12-13T03:09:23.7Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,87.59855453350855,43.872549019607845,1610612741,89,100,2023-12-13T03:10:20Z,5940000,False,-31.0,64.0,1,right,MISS N. Vucevic 7' Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.1,Missed,,,,,,,,,,,,,,,,,,
603,PT06M13.00S,2023-12-13T03:09:25.7Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,89,100,2023-12-13T03:10:20Z,5950000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:6),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,602.0,6.0,6.0,0.0,,,,,,,,,
604,PT05M59.00S,2023-12-13T03:09:40.1Z,4,REGULAR,2pt,Jump Shot,[],1629008,15.062417871222076,76.47058823529412,1610612743,89,100,2023-12-13T03:09:43Z,5960000,False,-132.0,89.0,1,left,MISS M. Porter Jr. 15' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,15.96,Missed,,,,,,,,,,,,,,,,,,
605,PT05M57.00S,2023-12-13T03:09:41.9Z,4,REGULAR,rebound,defensive,[],1629632,,,1610612741,89,100,2023-12-13T03:09:41Z,5970000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,8-16 Left,,,,,,,,604.0,2.0,2.0,0.0,,,,,,,,,
606,PT05M48.00S,2023-12-13T03:09:51.0Z,4,REGULAR,2pt,Jump Shot,[],202696,79.45137976346912,25.98039215686275,1610612741,89,100,2023-12-13T03:11:31Z,5980000,False,-120.0,141.0,1,right,MISS N. Vucevic 18' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,18.5,Missed,,,,,,,,,,,,,,,,,,
607,PT05M46.00S,2023-12-13T03:09:53.0Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612743,89,100,2023-12-13T03:09:56Z,5990000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:7),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,606.0,7.0,7.0,0.0,,,,,,,,,
608,PT05M26.00S,2023-12-13T03:10:13.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203200,5.732588699080158,49.26470588235294,1610612743,89,102,2023-12-13T03:10:18Z,6000000,False,4.0,1.0,1,left,J. Holiday cutting DUNK (8 PTS) (A. Gordon 6 AST),"[203200, 203932]",1610612743.0,DEN,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,0.4,Made,8.0,A. Gordon,203932.0,6.0,,,,,,,,,,,,,,
610,PT05M06.00S,2023-12-13T03:10:32.6Z,4,REGULAR,3pt,Jump Shot,[],202696,67.7562417871222,35.294117647058826,1610612741,92,102,2023-12-13T03:10:36Z,6020000,False,-74.0,251.0,1,right,N. Vucevic 26' 3PT  (24 PTS) (D. DeRozan 5 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,26.12,Made,24.0,D. DeRozan,201942.0,5.0,,,,,,,,,,,,,,
613,PT04M49.00S,2023-12-13T03:10:49.9Z,4,REGULAR,turnover,lost ball,[],201599,,,1610612743,92,102,2023-12-13T03:10:58Z,6040000,False,,,0,,D. Jordan lost ball TURNOVER (2 TO),"[201599, 1629632]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2.0,,,White,1629632.0
614,PT04M49.00S,2023-12-13T03:10:49.9Z,4,REGULAR,steal,,[],1629632,,,1610612741,92,102,2023-12-13T03:10:51Z,6050000,False,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
615,PT04M43.00S,2023-12-13T03:10:57.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630245,95.48291721419186,97.30392156862744,1610612741,92,102,2023-12-13T03:12:42Z,6060000,False,237.0,-10.0,1,right,MISS A. Dosunmu running 3PT,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.67,Missed,,,,,,,,,,,,,,,,,,
616,PT04M43.00S,2023-12-13T03:10:57.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,92,102,2023-12-13T03:11:11Z,6070000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,615.0,,,,,,,,,,,,
617,PT04M43.00S,2023-12-13T03:11:04.3Z,4,REGULAR,foul,personal,[],1629632,,,1610612743,92,102,2023-12-13T03:11:09Z,6080000,False,,,0,,C. White loose ball personal FOUL (2 PF),"[1629632, 203932]",1610612741.0,CHI,loose ball,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,,,,,2.0,0.0,Gordon,203932.0,,,,,
619,PT04M43.00S,2023-12-13T03:11:12.0Z,4,REGULAR,substitution,out,[],1631128,,,1610612743,92,102,2023-12-13T03:11:18Z,6100000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT04M43.00S,2023-12-13T03:11:12.0Z,4,REGULAR,substitution,in,[],202704,,,1610612743,92,102,2023-12-13T03:11:18Z,6110000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M28.00S,2023-12-13T03:11:39.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,5.732588699080158,50.98039215686274,1610612743,92,104,2023-12-13T03:11:51Z,6120000,False,-5.0,1.0,1,left,A. Gordon alley-oop DUNK (11 PTS) (D. Jordan 2 AST),"[203932, 201599]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.51,Made,11.0,D. Jordan,201599.0,2.0,,,,,,,,,,,,,,
623,PT04M28.00S,2023-12-13T03:11:44.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,92,104,2023-12-13T03:11:44Z,6140000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M15.00S,2023-12-13T03:14:51.3Z,4,REGULAR,3pt,Jump Shot,[],1630172,95.48291721419186,96.07843137254902,1610612741,95,104,2023-12-13T03:14:57Z,6150000,False,230.0,-10.0,1,right,P. Williams 3PT  (6 PTS) (N. Vucevic 5 AST),"[1630172, 202696]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,23.06,Made,6.0,N. Vucevic,202696.0,5.0,,,,,,,,,,,,,,
626,PT03M51.00S,2023-12-13T03:15:14.2Z,4,REGULAR,2pt,Jump Shot,[],202704,21.23850197109067,27.450980392156865,1610612743,95,106,2023-12-13T03:15:38Z,6170000,False,113.0,147.0,1,left,R. Jackson 18' pullup Jump Shot (23 PTS),[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Right Center,18.53,Made,23.0,,,,,,,,,,,,,,,,,
627,PT03M39.00S,2023-12-13T03:15:29.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629008,,,1610612741,95,106,2023-12-13T03:15:35Z,6180000,False,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Williams 2 FT),"[1629008, 1630172]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,1.0,0.0,Williams,1630172.0,,,,,
629,PT03M39.00S,2023-12-13T03:15:51.8Z,4,REGULAR,freethrow,1 of 2,[],1630172,,,1610612741,95,106,2023-12-13T03:15:51Z,6200000,False,,,0,,MISS P. Williams Free Throw 1 of 2,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
630,PT03M39.00S,2023-12-13T03:15:51.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,95,106,2023-12-13T03:15:51Z,6210000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,629.0,,,,,,,,,,,,
631,PT03M39.00S,2023-12-13T03:16:04.4Z,4,REGULAR,freethrow,2 of 2,[],1630172,,,1610612741,96,106,2023-12-13T03:16:04Z,6220000,False,,,0,,P. Williams Free Throw 2 of 2 (7 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
632,PT03M39.00S,2023-12-13T03:16:09.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,96,106,2023-12-13T03:16:13Z,6230000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M20.00S,2023-12-13T03:18:01.9Z,4,REGULAR,3pt,Jump Shot,[],203932,28.07161629434954,14.950980392156863,1610612743,96,109,2023-12-13T03:18:29Z,6250000,False,175.0,211.0,1,left,A. Gordon 27' 3PT pullup (14 PTS) (J. Holiday 2 AST),"[203932, 203200]",1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,27.46,Made,14.0,J. Holiday,203200.0,2.0,,,,,,,,,,,,,,
636,PT03M05.00S,2023-12-13T03:18:16.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,82.21090670170827,49.50980392156863,1610612741,96,109,2023-12-13T03:20:31Z,6270000,False,-2.0,115.0,1,right,MISS N. Vucevic 11' Jump Shot,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,11.47,Missed,,,,,,,,,,,,,,,,,,
637,PT03M05.00S,2023-12-13T03:18:16.9Z,4,REGULAR,rebound,defensive,[],201599,,,1610612743,96,109,2023-12-13T03:18:33Z,6280000,False,,,0,,D. Jordan REBOUND (Off:4 Def:6),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,636.0,10.0,6.0,4.0,,,,,,,,,
638,PT02M48.00S,2023-12-13T03:18:34.3Z,4,REGULAR,3pt,Jump Shot,[],203932,21.632720105124836,90.44117647058823,1610612743,96,109,2023-12-13T03:20:57Z,6290000,False,-202.0,151.0,1,left,MISS A. Gordon 25' step back 3PT,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,25.22,Missed,,,,,,,,,,,,,,,,,,
639,PT02M44.00S,2023-12-13T03:18:38.3Z,4,REGULAR,rebound,offensive,[],203200,,,1610612743,96,109,2023-12-13T03:18:41Z,6300000,False,,,0,,J. Holiday REBOUND (Off:1 Def:0),[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,638.0,1.0,0.0,1.0,,,,,,,,,
640,PT02M36.00S,2023-12-13T03:18:48.2Z,4,REGULAR,foul,personal,['2freethrow'],201942,,,1610612743,96,109,2023-12-13T03:19:18Z,6310000,False,,,0,,D. DeRozan shooting personal FOUL (5 PF) (Jordan 2 FT),"[201942, 201599]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,5.0,0.0,Jordan,201599.0,,,,,
642,PT02M36.00S,2023-12-13T03:19:19.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201599,,,1610612743,96,110,2023-12-13T03:19:19Z,6330000,False,,,0,,D. Jordan Free Throw 1 of 2 (9 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
643,PT02M36.00S,2023-12-13T03:19:19.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201599,,,1610612743,96,110,2023-12-13T03:19:49Z,6340000,False,,,0,,MISS D. Jordan Free Throw 2 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
644,PT02M33.00S,2023-12-13T03:19:22.4Z,4,REGULAR,rebound,defensive,[],1630245,,,1610612741,96,110,2023-12-13T03:19:49Z,6350000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,643.0,3.0,3.0,0.0,,,,,,,,,
645,PT02M19.00S,2023-12-13T03:19:59.2Z,4,REGULAR,3pt,Jump Shot,[],1630172,72.7496714848883,19.11764705882353,1610612741,96,110,2023-12-13T03:20:05Z,6360000,False,-154.0,204.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
646,PT02M15.00S,2023-12-13T03:20:03.2Z,4,REGULAR,rebound,offensive,[],1629632,,,1610612741,96,110,2023-12-13T03:20:05Z,6370000,False,,,0,,C. White REBOUND (Off:1 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,645.0,3.0,2.0,1.0,,,,,,,,,
647,PT02M11.00S,2023-12-13T03:20:06.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630172,73.01248357424441,17.892156862745097,1610612741,96,110,2023-12-13T03:20:14Z,6380000,False,-161.0,201.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
648,PT02M10.00S,2023-12-13T03:20:08.7Z,4,REGULAR,rebound,offensive,[],1629632,,,1610612741,96,110,2023-12-13T03:20:08Z,6390000,False,,,0,,C. White REBOUND (Off:2 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,647.0,4.0,2.0,2.0,,,,,,,,,
649,PT02M10.00S,2023-12-13T03:20:17.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201599,,,1610612741,96,110,2023-12-13T03:20:23Z,6400000,False,,,0,,D. Jordan shooting personal FOUL (5 PF) (White 2 FT),"[201599, 1629632]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,200834.0,,,,,5.0,0.0,White,1629632.0,,,,,
651,PT02M10.00S,2023-12-13T03:20:44.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629632,,,1610612741,97,110,2023-12-13T03:20:44Z,6420000,False,,,0,,C. White Free Throw 1 of 2 (26 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
652,PT02M10.00S,2023-12-13T03:20:50.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629632,,,1610612741,98,110,2023-12-13T03:20:50Z,6430000,False,,,0,,C. White Free Throw 2 of 2 (27 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
653,PT01M52.00S,2023-12-13T03:21:10.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,4.28712220762155,51.9607843137255,1610612743,98,112,2023-12-13T03:21:17Z,6440000,False,-10.0,-12.0,1,left,R. Jackson driving reverse Layup (25 PTS),[202704],1610612743.0,DEN,driving reverse,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,1.56,Made,25.0,,,,,,,,,,,,,,,,,
654,PT01M43.00S,2023-12-13T03:21:21.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202696,92.06636005256242,48.77450980392157,1610612741,100,112,2023-12-13T03:21:26Z,6450000,False,-6.0,22.0,1,right,N. Vucevic Hook (26 PTS) (C. White 7 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,2.29,Made,26.0,C. White,1629632.0,7.0,,,,,,,,,,,,,,
656,PT01M20.00S,2023-12-13T03:21:46.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202704,12.302890932982917,54.65686274509803,1610612743,100,112,2023-12-13T03:21:55Z,6470000,False,-23.0,63.0,1,left,MISS R. Jackson 6' driving finger roll Layup - blocked,"[202704, 201942]",1610612743.0,DEN,driving finger roll,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,6.73,Missed,,,,,,,,,,,,,,,DeRozan,201942.0,,
657,PT01M20.00S,2023-12-13T03:21:46.6Z,4,REGULAR,block,,[],201942,,,1610612743,100,112,2023-12-13T03:22:13Z,6480000,False,,,0,,D. DeRozan BLOCK (2 BLK),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
658,PT01M16.00S,2023-12-13T03:21:50.6Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,100,112,2023-12-13T03:21:55Z,6490000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,656.0,4.0,4.0,0.0,,,,,,,,,
659,PT01M16.00S,2023-12-13T03:21:52.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612741,100,112,2023-12-13T03:22:07Z,6500000,False,,,0,,J. Holiday shooting personal FOUL (3 PF) (DeRozan 2 FT),"[203200, 201942]",1610612743.0,DEN,shooting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,3.0,0.0,DeRozan,201942.0,,,,,
661,PT01M16.00S,2023-12-13T03:22:22.7Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],201942,,,1610612741,101,112,2023-12-13T03:22:22Z,6520000,False,,,0,,D. DeRozan Free Throw 1 of 2 (13 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
662,PT01M16.00S,2023-12-13T03:22:38.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],201942,,,1610612741,102,112,2023-12-13T03:22:38Z,6530000,False,,,0,,D. DeRozan Free Throw 2 of 2 (14 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
663,PT00M55.90S,2023-12-13T03:23:02.7Z,4,REGULAR,3pt,Jump Shot,[],203200,5.075558475689881,95.34313725490196,1610612743,102,112,2023-12-13T03:23:09Z,6540000,False,-227.0,-5.0,1,left,MISS J. Holiday 3PT,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
664,PT00M53.20S,2023-12-13T03:23:05.4Z,4,REGULAR,rebound,defensive,[],202696,,,1610612741,102,112,2023-12-13T03:23:09Z,6550000,False,,,0,,N. Vucevic REBOUND (Off:4 Def:12),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Left Corner 3,24+ Left,,,,,,,,663.0,16.0,12.0,4.0,,,,,,,,,
665,PT00M48.30S,2023-12-13T03:23:11.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,92.85479632063075,49.26470588235294,1610612741,104,112,2023-12-13T03:23:52Z,6560000,False,-4.0,15.0,1,right,A. Dosunmu running reverse Layup (9 PTS) (C. White 8 AST),"[1630245, 1629632]",1610612741.0,CHI,running reverse,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.52,Made,9.0,C. White,1629632.0,8.0,,,,,,,,,,,,,,
667,PT00M40.90S,2023-12-13T03:23:28.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,104,112,2023-12-13T03:23:28Z,6580000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M40.90S,2023-12-13T03:25:34.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,104,112,2023-12-13T03:25:34Z,6590000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M40.90S,2023-12-13T03:26:22.8Z,4,REGULAR,substitution,out,[],201599,,,1610612743,104,112,2023-12-13T03:26:28Z,6600000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M40.90S,2023-12-13T03:26:22.8Z,4,REGULAR,substitution,in,[],1631124,,,1610612743,104,112,2023-12-13T03:26:28Z,6610000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M39.00S,2023-12-13T03:26:46.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630172,,,1610612743,104,112,2023-12-13T03:26:54Z,6620000,False,,,0,,P. Williams personal FOUL (1 PF) (Strawther 2 FT),"[1630172, 1631124]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,200834.0,,,,,1.0,1.0,Strawther,1631124.0,,,,,
673,PT00M39.00S,2023-12-13T03:27:10.9Z,4,REGULAR,freethrow,1 of 2,[],1631124,,,1610612743,104,113,2023-12-13T03:27:10Z,6640000,False,,,0,,J. Strawther Free Throw 1 of 2 (15 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
674,PT00M39.00S,2023-12-13T03:27:21.7Z,4,REGULAR,freethrow,2 of 2,[],1631124,,,1610612743,104,114,2023-12-13T03:27:21Z,6650000,False,,,0,,J. Strawther Free Throw 2 of 2 (16 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
675,PT00M39.00S,2023-12-13T03:27:27.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,104,114,2023-12-13T03:27:27Z,6660000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M39.00S,2023-12-13T03:28:35.1Z,4,REGULAR,substitution,out,[],1629632,,,1610612741,104,114,2023-12-13T03:28:45Z,6670000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M39.00S,2023-12-13T03:28:35.1Z,4,REGULAR,substitution,out,[],202696,,,1610612741,104,114,2023-12-13T03:28:45Z,6680000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M39.00S,2023-12-13T03:28:35.1Z,4,REGULAR,substitution,out,[],201942,,,1610612741,104,114,2023-12-13T03:28:45Z,6690000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M39.00S,2023-12-13T03:28:35.1Z,4,REGULAR,substitution,in,[],1630678,,,1610612741,104,114,2023-12-13T03:28:45Z,6700000,False,,,0,,SUB in: T. Taylor,[1630678],1610612741.0,CHI,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M39.00S,2023-12-13T03:28:35.1Z,4,REGULAR,substitution,in,[],1631207,,,1610612741,104,114,2023-12-13T03:28:45Z,6710000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M39.00S,2023-12-13T03:28:35.1Z,4,REGULAR,substitution,in,[],1641763,,,1610612741,104,114,2023-12-13T03:28:45Z,6720000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M39.00S,2023-12-13T03:28:49.3Z,4,REGULAR,substitution,out,[],1629008,,,1610612741,104,114,2023-12-13T03:28:56Z,6730000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M39.00S,2023-12-13T03:28:49.3Z,4,REGULAR,substitution,out,[],1631124,,,1610612741,104,114,2023-12-13T03:28:56Z,6740000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M39.00S,2023-12-13T03:28:49.3Z,4,REGULAR,substitution,in,[],1631128,,,1610612741,104,114,2023-12-13T03:28:56Z,6750000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M39.00S,2023-12-13T03:28:49.3Z,4,REGULAR,substitution,in,[],1631212,,,1610612741,104,114,2023-12-13T03:28:56Z,6760000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
