actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
598,PT06M30.00S,2025-01-05T03:43:59.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,94.40999984741211,50.0,1610612744,108,101,2025-01-05T03:43:59Z,5910000,False,0.0,0.0,1,right,T. Jackson-Davis tip Layup (11 PTS),[1631218],1610612744.0,GSW,tip,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,,
599,PT06M15.00S,2025-01-05T03:44:14.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.908672798948752,47.30392156862745,1610612763,108,103,2025-01-05T03:44:17Z,5920000,False,13.0,59.0,1,left,J. Jackson Jr. 6' driving floating Jump Shot (21 PTS) (D. Bane 8 AST),"[1628991, 1630217]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.09,Made,21.0,,,,D. Bane,1630217.0,8.0,,,,,,,,,,,
601,PT05M54.00S,2025-01-05T03:44:35.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,83.13074901445466,54.90196078431373,1610612744,108,103,2025-01-05T03:44:39Z,5940000,False,25.0,106.0,1,right,MISS D. Schröder 10' floating Shot,[203471],1610612744.0,GSW,floating,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Center,10.89,Missed,,,,,,,,,,,,,,,,,,
602,PT05M52.00S,2025-01-05T03:44:37.1Z,4,REGULAR,rebound,defensive,[],1642377,,,1610612763,108,103,2025-01-05T03:44:39Z,5950000,False,,,0,,J. Wells REBOUND (Off:2 Def:3),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,601.0,,5.0,3.0,2.0,,,,,,
603,PT05M43.00S,2025-01-05T03:44:47.1Z,4,REGULAR,3pt,Jump Shot,[],1642377,23.73521681997372,86.27450980392157,1610612763,108,103,2025-01-05T03:44:52Z,5960000,False,-181.0,171.0,1,left,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
604,PT05M39.00S,2025-01-05T03:44:51.1Z,4,REGULAR,rebound,defensive,[],1631218,,,1610612744,108,103,2025-01-05T03:44:52Z,5970000,False,,,0,,T. Jackson-Davis REBOUND (Off:3 Def:6),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,603.0,,9.0,6.0,3.0,,,,,,
605,PT05M27.00S,2025-01-05T03:45:02.4Z,4,REGULAR,2pt,Jump Shot,[],1630322,87.99277266754271,91.91176470588235,1610612744,110,103,2025-01-05T03:45:09Z,5980000,False,210.0,60.0,1,right,L. Waters III 21' Jump Shot (13 PTS) (D. Schröder 8 AST),"[1630322, 203471]",1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Mid-Range,16-24 Right,21.81,Made,13.0,,,,D. Schröder,203471.0,8.0,,,,,,,,,,,
607,PT05M10.00S,2025-01-05T03:45:19.4Z,4,REGULAR,3pt,Jump Shot,[],1642377,5.995400788436268,95.34313725490196,1610612763,110,103,2025-01-05T03:45:23Z,6000000,False,-227.0,4.0,1,left,MISS J. Wells 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
608,PT05M07.00S,2025-01-05T03:45:22.4Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,110,103,2025-01-05T03:45:23Z,6010000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,,,,607.0,,2.0,2.0,0.0,,,,,,
609,PT05M01.00S,2025-01-05T03:45:34.1Z,4,REGULAR,foul,offensive,[],1631218,,,1610612744,110,103,2025-01-05T03:45:41Z,6020000,False,,,0,,T. Jackson-Davis offensive FOUL (2 PF),"[1631218, 1642377]",1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,204058.0,,,,2.0,0.0,Wells,1642377.0,,
611,PT05M01.00S,2025-01-05T03:45:34.1Z,4,REGULAR,turnover,offensive foul,[],1631218,,,1610612744,110,103,2025-01-05T03:45:34Z,6040000,False,,,0,,T. Jackson-Davis offensive foul TURNOVER (1 TO),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Right Center,,,,1.0,,,,,,,204058.0,,,,,,,,,
612,PT05M01.00S,2025-01-05T03:45:43.1Z,4,REGULAR,substitution,out,[],1631218,,,1610612763,110,103,2025-01-05T03:46:02Z,6050000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M01.00S,2025-01-05T03:45:43.1Z,4,REGULAR,substitution,out,[],1631222,,,1610612763,110,103,2025-01-05T03:46:02Z,6060000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT05M01.00S,2025-01-05T03:45:43.1Z,4,REGULAR,substitution,out,[],1628991,,,1610612763,110,103,2025-01-05T03:46:02Z,6070000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT05M01.00S,2025-01-05T03:45:43.1Z,4,REGULAR,substitution,in,[],203110,,,1610612763,110,103,2025-01-05T03:46:02Z,6080000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT05M01.00S,2025-01-05T03:45:43.1Z,4,REGULAR,substitution,in,[],1630643,,,1610612763,110,103,2025-01-05T03:46:02Z,6090000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT05M01.00S,2025-01-05T03:45:43.1Z,4,REGULAR,substitution,in,[],1642285,,,1610612763,110,103,2025-01-05T03:46:02Z,6100000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT04M49.00S,2025-01-05T03:46:19.3Z,4,REGULAR,turnover,lost ball,[],1630217,,,1610612763,110,103,2025-01-05T03:46:24Z,6110000,False,,,0,,D. Bane lost ball TURNOVER (8 TO),"[1630217, 203952]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,,8.0,Wiggins,203952.0,,,,,,,,,,,,,,
619,PT04M49.00S,2025-01-05T03:46:19.3Z,4,REGULAR,steal,,[],203952,,,1610612744,110,103,2025-01-05T03:46:29Z,6120000,False,,,0,,A. Wiggins STEAL (4 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
620,PT04M45.00S,2025-01-05T03:46:22.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203952,91.93495400788436,53.92156862745098,1610612744,112,103,2025-01-05T03:46:27Z,6130000,False,20.0,23.0,1,right,A. Wiggins running DUNK (22 PTS) (L. Waters III 2 AST),"[203952, 1630322]",1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.04,Made,22.0,,,,L. Waters III,1630322.0,2.0,,,,,,,,,,,
622,PT04M45.00S,2025-01-05T03:46:33.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,112,103,2025-01-05T03:46:33Z,6150000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT04M29.00S,2025-01-05T03:48:23.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,14.98028909329829,48.192401960784316,1610612763,112,103,2025-01-05T03:48:31Z,6160000,False,9.0,88.0,1,left,MISS D. Bane 8' floating Shot - blocked,"[1630217, 203937]",1610612763.0,MEM,floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,Anderson,203937.0
624,PT04M29.00S,2025-01-05T03:48:23.4Z,4,REGULAR,block,,[],203937,,,1610612763,112,103,2025-01-05T03:48:26Z,6170000,False,,,0,,K. Anderson BLOCK (2 BLK),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
625,PT04M27.00S,2025-01-05T03:48:25.4Z,4,REGULAR,rebound,defensive,[],203937,,,1610612744,112,103,2025-01-05T03:48:31Z,6180000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,623.0,,2.0,2.0,0.0,,,,,,
626,PT04M11.00S,2025-01-05T03:48:42.2Z,4,REGULAR,3pt,Jump Shot,[],203471,72.7496714848883,13.480392156862745,1610612744,112,103,2025-01-05T03:48:47Z,6190000,False,-183.0,204.0,1,right,MISS D. Schröder 27' 3PT,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,27.36,Missed,,,,,,,,,,,,,,,,,,
627,PT04M07.00S,2025-01-05T03:48:46.2Z,4,REGULAR,rebound,offensive,[],203937,,,1610612744,112,103,2025-01-05T03:48:47Z,6200000,False,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,626.0,,3.0,2.0,1.0,,,,,,
628,PT03M56.00S,2025-01-05T03:48:57.8Z,4,REGULAR,2pt,Layup,['2ndchance'],203471,89.48751642575559,67.67003676470588,1610612744,112,103,2025-01-05T03:49:07Z,6210000,False,88.0,46.0,1,right,MISS D. Schröder 9' driving finger roll Layup,[203471],1610612744.0,GSW,driving finger roll,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,9.98,Missed,,,,,,,,,,,,,,,,,,
629,PT03M53.00S,2025-01-05T03:49:00.8Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,112,103,2025-01-05T03:49:00Z,6220000,False,,,0,,B. Clarke REBOUND (Off:2 Def:4),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,628.0,,6.0,4.0,2.0,,,,,,
630,PT03M40.00S,2025-01-05T03:49:12.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,7.046649145860711,42.8921568627451,1610612763,112,105,2025-01-05T03:50:12Z,6230000,False,36.0,14.0,1,left,B. Clarke cutting Layup (10 PTS) (D. Bane 9 AST),"[1629634, 1630217]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,3.81,Made,10.0,,,,D. Bane,1630217.0,9.0,,,,,,,,,,,
632,PT03M27.00S,2025-01-05T03:49:28.4Z,4,REGULAR,foul,personal,[],1630643,,,1610612744,112,105,2025-01-05T03:49:52Z,6250000,False,,,0,,J. Huff personal FOUL (3 PF),"[1630643, 203471]",1610612763.0,MEM,,,,Huff,J. Huff,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202007.0,,,,3.0,0.0,Schröder,203471.0,,
634,PT03M27.00S,2025-01-05T03:49:41.5Z,4,REGULAR,substitution,out,[],1630643,,,1610612744,112,105,2025-01-05T03:49:46Z,6270000,False,,,0,,SUB out: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M27.00S,2025-01-05T03:49:41.5Z,4,REGULAR,substitution,out,[],1642285,,,1610612744,112,105,2025-01-05T03:49:46Z,6280000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M27.00S,2025-01-05T03:49:41.5Z,4,REGULAR,substitution,in,[],1628991,,,1610612744,112,105,2025-01-05T03:49:46Z,6290000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M27.00S,2025-01-05T03:49:41.5Z,4,REGULAR,substitution,in,[],1631222,,,1610612744,112,105,2025-01-05T03:49:46Z,6300000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M20.00S,2025-01-05T03:50:09.1Z,4,REGULAR,3pt,Jump Shot,[],203952,64.86530880420499,46.81372549019608,1610612744,112,105,2025-01-05T03:50:13Z,6310000,False,-16.0,278.0,1,right,MISS A. Wiggins 27' step back 3PT,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,27.83,Missed,,,,,,,,,,,,,,,,,,
639,PT03M18.00S,2025-01-05T03:50:11.1Z,4,REGULAR,rebound,defensive,[],1642377,,,1610612763,112,105,2025-01-05T03:50:13Z,6320000,False,,,0,,J. Wells REBOUND (Off:2 Def:4),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Center,,,,,,,,,,638.0,,6.0,4.0,2.0,,,,,,
640,PT03M12.00S,2025-01-05T03:50:18.0Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1630217,10.200394218134035,72.30392156862744,1610612763,112,107,2025-01-05T03:52:02Z,6330000,False,-112.0,43.0,1,left,D. Bane 11' driving floating bank Jump Shot (22 PTS) (J. Wells 4 AST),"[1630217, 1642377]",1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,Mid-Range,8-16 Left,11.96,Made,22.0,,,,J. Wells,1642377.0,4.0,,,,,,,,,,,
653,PT02M53.00S,2025-01-05T03:50:38.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,83.919185282523,49.754901960784316,1610612744,114,107,2025-01-05T03:53:29Z,6360000,False,-1.0,99.0,1,right,K. Anderson 9' driving floating Jump Shot (5 PTS) (D. Schröder 9 AST),"[203937, 203471]",1610612744.0,GSW,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,9.87,Made,5.0,,,,D. Schröder,203471.0,9.0,,,,,,,,,,,
645,PT02M33.00S,2025-01-05T03:50:58.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631222,7.5722733245729295,56.372549019607845,1610612763,114,109,2025-01-05T03:53:17Z,6380000,False,-32.0,19.0,1,left,J. LaRavia driving Layup (17 PTS) (D. Bane 10 AST),"[1631222, 1630217]",1610612763.0,MEM,driving,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,3.7,Made,17.0,,,,D. Bane,1630217.0,10.0,,,,,,,,,,,
647,PT02M08.00S,2025-01-05T03:51:21.6Z,4,REGULAR,3pt,Jump Shot,[],1630322,70.12155059132719,76.47058823529412,1610612744,117,109,2025-01-05T03:51:29Z,6400000,False,132.0,228.0,1,right,L. Waters III 26' 3PT  (16 PTS) (A. Wiggins 2 AST),"[1630322, 203952]",1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Right Center,26.4,Made,16.0,,,,A. Wiggins,203952.0,2.0,,,,,,,,,,,
649,PT01M44.00S,2025-01-05T03:51:45.3Z,4,REGULAR,3pt,Jump Shot,[],1630217,4.28712220762155,96.32352941176471,1610612763,117,109,2025-01-05T03:52:14Z,6420000,False,-232.0,-12.0,1,left,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
650,PT01M40.00S,2025-01-05T03:51:50.0Z,4,REGULAR,rebound,offensive,[],1628991,,,1610612763,117,109,2025-01-05T03:51:50Z,6430000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:7),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,649.0,,8.0,7.0,1.0,,,,,,
651,PT01M39.00S,2025-01-05T03:51:51.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631222,25.443495400788436,88.23529411764706,1610612763,117,109,2025-01-05T03:52:21Z,6440000,False,-191.0,187.0,1,left,MISS J. LaRavia 26' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
652,PT01M36.00S,2025-01-05T03:51:54.1Z,4,REGULAR,rebound,defensive,[],203471,,,1610612744,117,109,2025-01-05T03:52:21Z,6450000,False,,,0,,D. Schröder REBOUND (Off:1 Def:2),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,651.0,,3.0,2.0,1.0,,,,,,
654,PT01M17.00S,2025-01-05T03:52:13.1Z,4,REGULAR,turnover,lost ball,[],203471,,,1610612744,117,109,2025-01-05T03:54:15Z,6460000,False,,,0,,D. Schröder lost ball TURNOVER (3 TO),"[203471, 1642377]",1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,3.0,Wells,1642377.0,,,,,,,,,,,,,,
655,PT01M17.00S,2025-01-05T03:52:13.1Z,4,REGULAR,steal,,[],1642377,,,1610612763,117,109,2025-01-05T03:52:14Z,6470000,False,,,0,,J. Wells STEAL (2 STL),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
656,PT01M15.00S,2025-01-05T03:52:15.7Z,4,REGULAR,turnover,bad pass,[],1642377,,,1610612763,117,109,2025-01-05T03:54:19Z,6480000,False,,,0,,J. Wells bad pass TURNOVER (2 TO),"[1642377, 203471]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,2.0,Schröder,203471.0,,,,,,,,,,,,,,
657,PT01M15.00S,2025-01-05T03:52:15.7Z,4,REGULAR,steal,,[],203471,,,1610612744,117,109,2025-01-05T03:55:59Z,6490000,False,,,0,,D. Schröder STEAL (1 STL),[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
658,PT01M07.00S,2025-01-05T03:52:24.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203952,91.01511169513797,50.49019607843137,1610612744,119,109,2025-01-05T03:53:16Z,6500000,False,2.0,32.0,1,right,A. Wiggins driving DUNK (24 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,3.21,Made,24.0,,,,,,,,,,,,,,,,,
659,PT01M07.00S,2025-01-05T03:52:29.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,119,109,2025-01-05T03:52:29Z,6510000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M52.70S,2025-01-05T03:54:53.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,11.251642575558476,38.48039215686275,1610612763,119,111,2025-01-05T03:55:04Z,6520000,False,58.0,53.0,1,left,J. Jackson Jr. 7' driving floating bank Jump Shot (23 PTS) (J. LaRavia 9 AST),"[1628991, 1631222]",1610612763.0,MEM,driving floating bank,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,23.0,,,,J. LaRavia,1631222.0,9.0,,,,,,,,,,,
662,PT00M52.70S,2025-01-05T03:55:04.5Z,4,REGULAR,foul,personal,[],1629634,,,1610612744,119,111,2025-01-05T03:55:12Z,6530000,False,,,0,,B. Clarke loose ball personal FOUL (3 PF),"[1629634, 203471]",1610612763.0,MEM,loose ball,,,Clarke,B. Clarke,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,,,3.0,0.0,Schröder,203471.0,,
664,PT00M34.40S,2025-01-05T03:55:30.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203937,91.01511169513797,50.98039215686274,1610612744,121,111,2025-01-05T03:59:01Z,6550000,False,5.0,32.0,1,right,K. Anderson Layup (7 PTS) (A. Wiggins 3 AST),"[203937, 203952]",1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,3.24,Made,7.0,,,,A. Wiggins,203952.0,3.0,,,,,,,,,,,
666,PT00M34.40S,2025-01-05T03:55:32.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629634,,,1610612744,121,111,2025-01-05T03:55:42Z,6570000,False,,,0,,B. Clarke shooting personal FOUL (4 PF) (Anderson 1 FT),"[1629634, 203937]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,,,,4.0,0.0,Anderson,203937.0,,
668,PT00M34.40S,2025-01-05T03:55:58.5Z,4,REGULAR,freethrow,1 of 1,[],203937,,,1610612744,121,111,2025-01-05T03:55:58Z,6590000,False,,,0,,MISS K. Anderson Free Throw 1 of 1,[203937],1610612744.0,GSW,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
669,PT00M33.70S,2025-01-05T03:55:59.2Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,121,111,2025-01-05T03:55:59Z,6600000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:8),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,668.0,,9.0,8.0,1.0,,,,,,
670,PT00M33.70S,2025-01-05T03:56:02.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,121,111,2025-01-05T03:56:02Z,6610000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M29.00S,2025-01-05T03:57:47.8Z,4,REGULAR,2pt,Jump Shot,[],1642377,25.728892904073586,27.473958333333332,1610612763,121,111,2025-01-05T04:00:19Z,6620000,False,113.0,189.0,1,left,MISS J. Wells 22' pullup Shot,[1642377],1610612763.0,MEM,pullup,,,Wells,J. Wells,,,,,Mid-Range,16-24 Right Center,22.03,Missed,,,,,,,,,,,,,,,,,,
672,PT00M26.00S,2025-01-05T03:57:50.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,121,111,2025-01-05T03:58:37Z,6630000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,671.0,,,,,,,,,,
674,PT00M22.60S,2025-01-05T03:58:10.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1642377,7.703679369250986,47.549019607843135,1610612763,121,113,2025-01-05T03:58:15Z,6650000,False,12.0,20.0,1,left,J. Wells driving DUNK (8 PTS) (J. LaRavia 10 AST),"[1642377, 1631222]",1610612763.0,MEM,driving,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,2.34,Made,8.0,,,,J. LaRavia,1631222.0,10.0,,,,,,,,,,,
676,PT00M00.00S,2025-01-05T03:58:40.6Z,4,REGULAR,period,end,[],0,,,1610612744,121,113,2025-01-05T03:58:40Z,6670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT00M00.00S,2025-01-05T03:58:42.0Z,4,REGULAR,game,end,[],0,,,0,121,113,2025-01-05T03:58:42Z,6680000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
