actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
612,PT06M06.00S,2025-10-25T01:45:24.7Z,4,REGULAR,substitution,in,[],1629651,,,1610612751,111,118,2025-10-25T01:46:31Z,6020000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT06M06.00S,2025-10-25T01:45:24.7Z,4,REGULAR,substitution,out,[],1630596,,,1610612751,111,118,2025-10-25T01:46:31Z,6030000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT06M06.00S,2025-10-25T01:45:24.7Z,4,REGULAR,substitution,out,[],1642281,,,1610612751,111,118,2025-10-25T01:46:31Z,6040000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT06M06.00S,2025-10-25T01:45:24.7Z,4,REGULAR,substitution,in,[],1628378,,,1610612751,111,118,2025-10-25T01:46:31Z,6050000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT06M06.00S,2025-10-25T01:45:24.7Z,4,REGULAR,substitution,in,[],1630241,,,1610612751,111,118,2025-10-25T01:46:31Z,6060000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M06.00S,2025-10-25T01:46:00.4Z,4,REGULAR,freethrow,1 of 1,[],1630560,,,1610612751,112,118,2025-10-25T01:46:00Z,6070000,False,,,0,,C. Thomas Free Throw 1 of 1 (29 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,Made,,,,,29.0,,,,,,,,,
618,PT05M55.00S,2025-10-25T01:46:16.6Z,4,REGULAR,3pt,Jump Shot,[],1628378,28.597240473061763,73.2843137254902,1610612739,112,121,2025-10-25T01:46:21Z,6080000,False,-116.0,216.0,1,left,D. Mitchell 24' 3PT  (33 PTS) (L. Ball 8 AST),"[1628378, 1628366]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,24.56,Made,,,,,33.0,L. Ball,1628366.0,8.0,,,,,,
620,PT05M34.00S,2025-10-25T01:46:40.4Z,4,REGULAR,foul,personal,[],1630241,,,1610612751,112,121,2025-10-25T01:46:54Z,6100000,False,,,0,,S. Merrill personal FOUL (4 PF),"[1630241, 1630560]",1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Mid-Range,16-24 Left Center,,,,204058.0,,,,,,,,,,,4.0,0.0,Thomas,1630560.0,,
622,PT05M34.00S,2025-10-25T01:46:46.7Z,4,REGULAR,substitution,out,[],1629008,,,1610612751,112,121,2025-10-25T01:46:52Z,6120000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M34.00S,2025-10-25T01:46:46.7Z,4,REGULAR,substitution,out,[],1626204,,,1610612751,112,121,2025-10-25T01:46:52Z,6130000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT05M34.00S,2025-10-25T01:46:46.7Z,4,REGULAR,substitution,in,[],1629611,,,1610612751,112,121,2025-10-25T01:46:52Z,6140000,False,,,0,,SUB in: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT05M34.00S,2025-10-25T01:46:46.7Z,4,REGULAR,substitution,in,[],1628386,,,1610612751,112,121,2025-10-25T01:46:52Z,6150000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT05M18.00S,2025-10-25T01:47:27.9Z,4,REGULAR,3pt,Jump Shot,[],1630533,68.80749014454665,71.07843137254902,1610612751,115,121,2025-10-25T01:47:33Z,6160000,False,105.0,241.0,1,right,Z. Williams 26' 3PT  (25 PTS) (E. Dëmin 4 AST),"[1630533, 1642856]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,26.28,Made,,,,,25.0,E. Dëmin,1642856.0,4.0,,,,,,
629,PT05M10.00S,2025-10-25T01:47:49.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,115,121,2025-10-25T01:53:14Z,6190000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT05M02.00S,2025-10-25T01:49:52.3Z,4,REGULAR,foul,personal,[],1629611,,,1610612739,115,121,2025-10-25T01:50:46Z,6210000,False,,,0,,T. Mann personal FOUL (3 PF),"[1629611, 1630241]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,202056.0,,,,,,,,,,,3.0,0.0,Merrill,1630241.0,,
634,PT04M54.00S,2025-10-25T01:50:48.4Z,4,REGULAR,3pt,Jump Shot,[],1630241,3.3672798948751645,94.11764705882352,1610612739,115,121,2025-10-25T01:51:12Z,6230000,False,-221.0,-21.0,1,left,MISS S. Merrill step back 3PT,[1630241],1610612739.0,CLE,step back,,,Merrill,S. Merrill,,,,,Left Corner 3,24+ Left,,,,,22.16,Missed,,,,,,,,,,,,,,
635,PT04M52.00S,2025-10-25T01:50:50.4Z,4,REGULAR,rebound,defensive,[],1630560,,,1610612751,115,121,2025-10-25T01:51:12Z,6240000,False,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Left Corner 3,24+ Left,,,,,,,634.0,2.0,2.0,0.0,,,,,,,,,,
636,PT04M41.00S,2025-10-25T01:50:53.9Z,4,REGULAR,turnover,lost ball,[],1630560,,,1610612751,115,121,2025-10-25T01:51:15Z,6250000,False,,,0,,C. Thomas lost ball TURNOVER (3 TO),"[1630560, 1628366]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,3.0,Ball,1628366.0,,,,,,,,,,,,,,,,,
637,PT04M41.00S,2025-10-25T01:50:53.9Z,4,REGULAR,steal,,[],1628366,,,1610612739,115,121,2025-10-25T01:50:56Z,6260000,False,,,0,,L. Ball STEAL (2 STL),[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
638,PT04M37.00S,2025-10-25T01:50:58.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630241,6.783837056504599,3.9215686274509802,1610612739,115,121,2025-10-25T01:51:22Z,6270000,False,230.0,11.0,1,left,MISS S. Merrill running 3PT,[1630241],1610612739.0,CLE,running,,,Merrill,S. Merrill,,,,,Right Corner 3,24+ Right,,,,,23.07,Missed,,,,,,,,,,,,,,
639,PT04M32.00S,2025-10-25T01:51:02.3Z,4,REGULAR,rebound,defensive,[],1629651,,,1610612751,115,121,2025-10-25T01:51:02Z,6280000,False,,,0,,N. Claxton REBOUND (Off:4 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,,,,,638.0,8.0,4.0,4.0,,,,,,,,,,
640,PT04M30.00S,2025-10-25T01:51:05.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630560,93.24901445466492,52.94117647058824,1610612751,117,121,2025-10-25T01:51:35Z,6290000,False,15.0,11.0,1,right,C. Thomas running Layup (31 PTS) (N. Claxton 3 AST),"[1630560, 1629651]",1610612751.0,BKN,running,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,1.84,Made,,,,,31.0,N. Claxton,1629651.0,3.0,,,,,,
642,PT04M12.00S,2025-10-25T01:51:22.2Z,4,REGULAR,3pt,Jump Shot,[],1628378,32.40801576872536,48.28431372549019,1610612739,117,121,2025-10-25T01:51:44Z,6310000,False,9.0,252.0,1,left,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,25.22,Missed,,,,,,,,,,,,,,
643,PT04M12.00S,2025-10-25T01:51:22.2Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,117,121,2025-10-25T01:51:44Z,6320000,False,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,642.0,5.0,4.0,1.0,,,,,,,,,,
644,PT04M08.00S,2025-10-25T01:51:29.7Z,4,REGULAR,foul,offensive,[],1628378,,,1610612739,117,121,2025-10-25T01:51:34Z,6330000,False,,,0,,D. Mitchell offensive FOUL (3 PF),"[1628378, 1630560]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,202056.0,,,,,,,,,,,3.0,0.0,Thomas,1630560.0,,
646,PT04M08.00S,2025-10-25T01:51:29.7Z,4,REGULAR,turnover,offensive foul,[],1628378,,,1610612739,117,121,2025-10-25T01:51:29Z,6350000,False,,,0,,D. Mitchell offensive foul TURNOVER (3 TO),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,3.0,,,202056.0,,,,,,,,,,,,,,,,
647,PT04M08.00S,2025-10-25T01:51:36.6Z,4,REGULAR,substitution,out,[],1630533,,,1610612751,117,121,2025-10-25T01:51:46Z,6360000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT04M08.00S,2025-10-25T01:51:36.6Z,4,REGULAR,substitution,out,[],1628366,,,1610612751,117,121,2025-10-25T01:51:46Z,6370000,False,,,0,,SUB out: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT04M08.00S,2025-10-25T01:51:36.6Z,4,REGULAR,substitution,in,[],1629008,,,1610612751,117,121,2025-10-25T01:51:46Z,6380000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT04M08.00S,2025-10-25T01:51:36.6Z,4,REGULAR,substitution,in,[],1630596,,,1610612751,117,121,2025-10-25T01:51:46Z,6390000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT03M52.00S,2025-10-25T01:52:06.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630560,89.17542706964521,29.65686274509804,1610612751,117,121,2025-10-25T01:52:13Z,6400000,False,-102.0,49.0,1,right,MISS C. Thomas 11' driving bank Shot,[1630560],1610612751.0,BKN,driving bank,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,,,,,11.3,Missed,,,,,,,,,,,,,,
652,PT03M50.00S,2025-10-25T01:52:08.6Z,4,REGULAR,rebound,offensive,[],1629651,,,1610612751,117,121,2025-10-25T01:52:13Z,6410000,False,,,0,,N. Claxton REBOUND (Off:5 Def:4),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Left,,,,,,,651.0,9.0,4.0,5.0,,,,,,,,,,
653,PT03M48.00S,2025-10-25T01:52:11.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1642856,66.44218134034165,39.705882352941174,1610612751,120,121,2025-10-25T01:52:15Z,6420000,False,-51.0,263.0,1,right,E. Dëmin 26' 3PT  (9 PTS) (N. Claxton 4 AST),"[1642856, 1629651]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,,,,,26.79,Made,,,,,9.0,N. Claxton,1629651.0,4.0,,,,,,
655,PT03M32.00S,2025-10-25T01:52:27.2Z,4,REGULAR,3pt,Jump Shot,[],1629731,31.09395532194481,34.31372549019608,1610612739,120,121,2025-10-25T01:52:33Z,6440000,False,78.0,240.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Center,,,,,25.23,Missed,,,,,,,,,,,,,,
656,PT03M28.00S,2025-10-25T01:52:32.0Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,120,121,2025-10-25T01:52:32Z,6450000,False,,,0,,E. Mobley REBOUND (Off:1 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,,655.0,5.0,4.0,1.0,,,,,,,,,,
657,PT03M25.00S,2025-10-25T01:52:34.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628386,13.222733245729303,36.27450980392157,1610612739,120,123,2025-10-25T01:52:37Z,6460000,False,69.0,72.0,1,left,J. Allen 9' floating Jump Shot (20 PTS) (E. Mobley 5 AST),"[1628386, 1630596]",1610612739.0,CLE,floating,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Right,,,,,9.93,Made,,,,,20.0,E. Mobley,1630596.0,5.0,,,,,,
659,PT03M14.00S,2025-10-25T01:52:49.0Z,4,REGULAR,foul,personal,[],1628386,,,1610612751,120,123,2025-10-25T01:52:54Z,6480000,False,,,0,,J. Allen personal FOUL (2 PF),"[1628386, 1629651]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,204058.0,,,,,,,,,,,2.0,0.0,Claxton,1629651.0,,
661,PT03M08.00S,2025-10-25T01:53:20.0Z,4,REGULAR,turnover,lost ball,[],1629651,,,1610612751,120,123,2025-10-25T01:53:24Z,6500000,False,,,0,,N. Claxton lost ball TURNOVER (2 TO),"[1629651, 1628386]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,2.0,Allen,1628386.0,,,,,,,,,,,,,,,,,
662,PT03M08.00S,2025-10-25T01:53:20.0Z,4,REGULAR,steal,,[],1628386,,,1610612739,120,123,2025-10-25T01:53:22Z,6510000,False,,,0,,J. Allen STEAL (2 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
663,PT02M59.00S,2025-10-25T01:53:29.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642856,,,1610612739,120,123,2025-10-25T01:53:46Z,6520000,False,,,0,,E. Dëmin shooting personal FOUL (3 PF) (Mitchell 2 FT),"[1642856, 1628378]",1610612751.0,BKN,shooting,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),0-8 Center,,,,202056.0,,,,,,,,,,,3.0,1.0,Mitchell,1628378.0,,
665,PT02M59.00S,2025-10-25T01:54:04.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628378,,,1610612739,120,123,2025-10-25T01:54:04Z,6540000,False,,,0,,MISS D. Mitchell Free Throw 1 of 2,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
666,PT02M59.00S,2025-10-25T01:54:04.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,120,123,2025-10-25T01:54:04Z,6550000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,665.0,,,,,,,,,,,,,
667,PT02M59.00S,2025-10-25T01:54:24.6Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628378,,,1610612739,120,124,2025-10-25T01:54:24Z,6560000,False,,,0,,D. Mitchell Free Throw 2 of 2 (34 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,,,,34.0,,,,,,,,,
668,PT02M43.00S,2025-10-25T01:54:41.2Z,4,REGULAR,2pt,Jump Shot,[],1630560,90.62089356110381,22.794117647058822,1610612751,120,124,2025-10-25T01:54:51Z,6570000,False,-136.0,36.0,1,right,MISS C. Thomas 14' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,,,,,14.06,Missed,,,,,,,,,,,,,,
669,PT02M41.00S,2025-10-25T01:54:43.2Z,4,REGULAR,rebound,offensive,[],1629611,,,1610612751,120,124,2025-10-25T01:54:51Z,6580000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,,,,,,,668.0,1.0,0.0,1.0,,,,,,,,,,
670,PT02M34.00S,2025-10-25T01:54:50.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642856,66.5735873850197,68.38235294117648,1610612751,120,124,2025-10-25T01:54:57Z,6590000,False,92.0,262.0,1,right,MISS E. Dëmin 27' 3PT,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Right Center,,,,,27.74,Missed,,,,,,,,,,,,,,
671,PT02M28.00S,2025-10-25T01:54:56.8Z,4,REGULAR,rebound,defensive,[],1630596,,,1610612739,120,124,2025-10-25T01:54:57Z,6600000,False,,,0,,E. Mobley REBOUND (Off:1 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,,670.0,6.0,5.0,1.0,,,,,,,,,,
672,PT02M19.00S,2025-10-25T01:55:11.7Z,4,REGULAR,3pt,Jump Shot,[],1628386,27.808804204993432,87.25490196078431,1610612739,120,124,2025-10-25T02:24:35Z,6610000,False,-186.0,209.0,1,left,MISS J. Allen 27' 3PT,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,27.99,Missed,,,,,,,,,,,,,,
673,PT02M17.00S,2025-10-25T01:55:13.7Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612751,120,124,2025-10-25T02:24:35Z,6620000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:7),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,672.0,7.0,7.0,0.0,,,,,,,,,,
674,PT02M09.00S,2025-10-25T01:55:16.3Z,4,REGULAR,3pt,Jump Shot,[],1629611,76.42904073587385,90.93137254901961,1610612751,120,124,2025-10-25T01:55:20Z,6630000,False,205.0,169.0,1,right,MISS T. Mann 26' 3PT,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,26.55,Missed,,,,,,,,,,,,,,
675,PT02M07.00S,2025-10-25T01:55:18.3Z,4,REGULAR,rebound,defensive,[],1628378,,,1610612739,120,124,2025-10-25T01:55:20Z,6640000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,,,,,674.0,2.0,2.0,0.0,,,,,,,,,,
676,PT01M49.00S,2025-10-25T01:55:36.4Z,4,REGULAR,3pt,Jump Shot,[],1629731,27.94021024967148,77.45098039215686,1610612739,120,124,2025-10-25T01:55:47Z,6650000,False,-137.0,210.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,,,25.1,Missed,,,,,,,,,,,,,,
677,PT01M45.00S,2025-10-25T01:55:40.4Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,120,124,2025-10-25T02:33:57Z,6660000,False,,,0,,J. Allen REBOUND (Off:2 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,676.0,6.0,4.0,2.0,,,,,,,,,,
678,PT01M45.00S,2025-10-25T01:55:47.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630560,,,1610612739,120,124,2025-10-25T02:33:38Z,6670000,False,,,0,,C. Thomas personal FOUL (2 PF) (Allen 2 FT),"[1630560, 1628386]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Left Center,,,,200832.0,,,,,,,,,,,2.0,0.0,Allen,1628386.0,,
680,PT01M45.00S,2025-10-25T01:56:13.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628386,,,1610612739,120,125,2025-10-25T01:56:13Z,6690000,False,,,0,,J. Allen Free Throw 1 of 2 (21 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,,,,,21.0,,,,,,,,,
681,PT01M45.00S,2025-10-25T01:56:14.3Z,4,REGULAR,substitution,out,[],1629611,,,1610612739,120,125,2025-10-25T01:56:20Z,6700000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT01M45.00S,2025-10-25T01:56:14.3Z,4,REGULAR,substitution,in,[],1630533,,,1610612739,120,125,2025-10-25T01:56:20Z,6710000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT01M45.00S,2025-10-25T01:56:34.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628386,,,1610612739,120,126,2025-10-25T01:56:34Z,6720000,False,,,0,,J. Allen Free Throw 2 of 2 (22 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,Made,,,,,22.0,,,,,,,,,
684,PT01M23.00S,2025-10-25T01:56:57.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,85.62746386333771,43.38235294117647,1610612751,120,126,2025-10-25T01:57:19Z,6730000,False,-33.0,83.0,1,right,MISS M. Porter Jr. 8' Jump Shot,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.9,Missed,,,,,,,,,,,,,,
685,PT01M23.00S,2025-10-25T01:56:57.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612739,120,126,2025-10-25T01:57:19Z,6740000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,684.0,,,,,,,,,,,,,
687,PT01M04.00S,2025-10-25T01:57:32.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612739,120,126,2025-10-25T01:57:43Z,6760000,False,,,0,,N. Claxton shooting personal FOUL (5 PF) (Mobley 2 FT),"[1629651, 1630596]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,202056.0,,,,,,,,,,,5.0,0.0,Mobley,1630596.0,,
689,PT01M04.00S,2025-10-25T01:58:05.8Z,4,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,120,126,2025-10-25T02:00:14Z,6780000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
690,PT01M04.00S,2025-10-25T01:58:05.8Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,120,126,2025-10-25T02:00:14Z,6790000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,689.0,,,,,,,,,,,,,
691,PT01M04.00S,2025-10-25T01:58:13.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,120,126,2025-10-25T01:58:13Z,6800000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT01M04.00S,2025-10-25T01:58:20.3Z,4,REGULAR,substitution,out,[],1629731,,,1610612739,120,126,2025-10-25T01:59:44Z,6810000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT01M04.00S,2025-10-25T01:58:20.3Z,4,REGULAR,substitution,in,[],1628366,,,1610612739,120,126,2025-10-25T01:59:44Z,6820000,False,,,0,,SUB in: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT01M04.00S,2025-10-25T01:58:05.8Z,4,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,120,126,2025-10-25T02:00:14Z,6830000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
695,PT01M00.00S,2025-10-25T01:58:09.8Z,4,REGULAR,rebound,offensive,[],1630596,,,1610612739,120,126,2025-10-25T02:00:14Z,6840000,False,,,0,,E. Mobley REBOUND (Off:2 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,694.0,7.0,5.0,2.0,,,,,,,,,,
696,PT00M51.70S,2025-10-25T02:00:22.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630241,22.946780551905388,85.5392156862745,1610612739,120,126,2025-10-25T02:00:27Z,6850000,False,-178.0,163.0,1,left,MISS S. Merrill 24' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,,24.13,Missed,,,,,,,,,,,,,,
697,PT00M49.30S,2025-10-25T02:00:24.4Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612751,120,126,2025-10-25T02:00:27Z,6860000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:8),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,696.0,8.0,8.0,0.0,,,,,,,,,,
698,PT00M45.70S,2025-10-25T02:00:28.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,89.83245729303549,3.6764705882352944,1610612751,120,126,2025-10-25T02:00:35Z,6870000,False,-232.0,43.0,1,right,MISS Z. Williams running 3PT,[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,,,23.56,Missed,,,,,,,,,,,,,,
700,PT00M40.80S,2025-10-25T02:00:33.8Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,120,126,2025-10-25T02:00:35Z,6890000,False,,,0,,J. Allen REBOUND (Off:2 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,,,,,698.0,7.0,5.0,2.0,,,,,,,,,,
