actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
538,PT07M47.00S,2022-01-29T03:00:04.2Z,4,REGULAR,2pt,Jump Shot,[],1630537,5.732588699080158,67.64705882352942,1610612754,85,83,2022-01-29T03:07:37Z,5270000,-88.0,1.0,1,left,MISS C. Duarte 8' fadeaway Shot,[1630537],1610612754.0,IND,fadeaway,,,Duarte,C. Duarte,,,,,8.82,Missed,,,,,,,,,,,,,,,,,,,
539,PT07M46.00S,2022-01-29T03:00:05.2Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612754,85,83,2022-01-29T03:00:08Z,5280000,,,0,,D. Sabonis REBOUND (Off:3 Def:9),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,538.0,12.0,9.0,3.0,,,,,,,,,,,,,,
540,PT07M41.00S,2022-01-29T03:00:10.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203200,10.463206307490145,51.71568627450981,1610612754,85,83,2022-01-29T03:00:16Z,5290000,-9.0,46.0,1,left,MISS J. Holiday driving Layup - blocked,"[203200, 1630526]",1610612754.0,IND,driving,,,Holiday,J. Holiday,,,,,4.67,Missed,,,,,,,,,,,,Robinson-Earl,1630526.0,,,,,,
541,PT07M41.00S,2022-01-29T03:00:10.9Z,4,REGULAR,block,,[],1630526,,,1610612754,85,83,2022-01-29T03:00:13Z,5300000,,,0,,J. Robinson-Earl BLOCK (1 BLK),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M37.00S,2022-01-29T03:00:14.9Z,4,REGULAR,rebound,offensive,[],203200,,,1610612754,85,83,2022-01-29T03:00:16Z,5310000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,540.0,3.0,2.0,1.0,,,,,,,,,,,,,,
543,PT07M36.00S,2022-01-29T03:00:15.1Z,4,REGULAR,turnover,bad pass,[],203200,,,1610612754,85,83,2022-01-29T03:00:19Z,5320000,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[203200, 1630581]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,2.0,Giddey,1630581.0,,,,,,,,
547,PT07M36.00S,2022-01-29T03:00:15.1Z,4,REGULAR,steal,,[],1630581,,,1610612760,85,83,2022-01-29T03:00:41Z,5325000,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M34.00S,2022-01-29T03:00:18.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629660,89.30683311432325,56.86274509803921,1610612760,87,83,2022-01-29T03:00:24Z,5330000,34.0,48.0,1,right,T. Jerome running Layup (10 PTS) (J. Giddey 4 AST),"[1629660, 1630581]",1610612760.0,OKC,running,,,Jerome,T. Jerome,,,,,5.9,Made,10.0,,,,,J. Giddey,1630581.0,4.0,,,,,,,,,,,
546,PT07M34.00S,2022-01-29T03:00:22.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,87,83,2022-01-29T03:00:22Z,5350000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT07M34.00S,2022-01-29T03:02:35.3Z,4,REGULAR,substitution,out,[],1630581,,,1610612754,87,83,2022-01-29T03:02:57Z,5360000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT07M34.00S,2022-01-29T03:02:35.3Z,4,REGULAR,substitution,out,[],202362,,,1610612754,87,83,2022-01-29T03:02:57Z,5370000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT07M34.00S,2022-01-29T03:02:35.3Z,4,REGULAR,substitution,in,[],1630544,,,1610612754,87,83,2022-01-29T03:02:57Z,5380000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT07M34.00S,2022-01-29T03:02:35.3Z,4,REGULAR,substitution,in,[],1627747,,,1610612754,87,83,2022-01-29T03:02:57Z,5390000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT07M26.00S,2022-01-29T03:03:24.7Z,4,REGULAR,foul,personal,[],1629660,,,1610612754,87,83,2022-01-29T03:03:38Z,5400000,,,0,,T. Jerome personal FOUL (2 PF),"[1629660, 1627747]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,200834.0,2.0,0.0,LeVert,1627747.0,
554,PT07M19.00S,2022-01-29T03:03:53.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,16.63929040735874,60.78431372549019,1610612754,87,83,2022-01-29T03:03:57Z,5420000,-54.0,104.0,1,left,MISS C. LeVert 11' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,11.7,Missed,,,,,,,,,,,,,,,,,,,
555,PT07M16.00S,2022-01-29T03:03:56.0Z,4,REGULAR,rebound,defensive,[],1629652,,,1610612760,87,83,2022-01-29T03:03:57Z,5430000,,,0,,L. Dort REBOUND (Off:2 Def:6),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,554.0,8.0,6.0,2.0,,,,,,,,,,,,,,
556,PT07M09.00S,2022-01-29T03:04:02.2Z,4,REGULAR,3pt,Jump Shot,[],1629652,66.5735873850197,35.78431372549019,1610612760,87,83,2022-01-29T03:04:10Z,5440000,-71.0,262.0,1,right,MISS L. Dort 27' pullup 3PT,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,27.12,Missed,,,,,,,,,,,,,,,,,,,
557,PT07M07.00S,2022-01-29T03:04:04.2Z,4,REGULAR,rebound,defensive,[],1630537,,,1610612754,87,83,2022-01-29T03:04:10Z,5450000,,,0,,C. Duarte REBOUND (Off:1 Def:6),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,556.0,7.0,6.0,1.0,,,,,,,,,,,,,,
558,PT07M01.00S,2022-01-29T03:04:11.2Z,4,REGULAR,3pt,Jump Shot,[],203200,33.459264126149804,42.15686274509804,1610612754,87,86,2022-01-29T03:04:15Z,5460000,39.0,262.0,1,left,J. Holiday 26' 3PT  (16 PTS) (D. Sabonis 9 AST),"[203200, 1627734]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.49,Made,16.0,,,,,D. Sabonis,1627734.0,9.0,,,,,,,,,,,
560,PT06M41.00S,2022-01-29T03:04:30.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,91.14651773981603,41.911764705882355,1610612760,89,86,2022-01-29T03:04:34Z,5480000,-40.0,31.0,1,right,L. Dort driving Layup (17 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,5.07,Made,17.0,,,,,,,,,,,,,,,,,,
561,PT06M24.00S,2022-01-29T03:04:47.6Z,4,REGULAR,turnover,bad pass,[],1630537,,,1610612754,89,86,2022-01-29T03:10:44Z,5490000,,,0,,C. Duarte bad pass TURNOVER (1 TO),"[1630537, 1629647]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,1.0,Bazley,1629647.0,,,,,,,,
562,PT06M24.00S,2022-01-29T03:04:47.6Z,4,REGULAR,steal,,[],1629647,,,1610612760,89,86,2022-01-29T03:46:30Z,5500000,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M12.00S,2022-01-29T03:04:59.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630526,91.67214191852825,3.9215686274509802,1610612760,89,86,2022-01-29T03:05:04Z,5510000,-230.0,26.0,1,right,MISS J. Robinson-Earl 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
564,PT06M08.00S,2022-01-29T03:05:03.8Z,4,REGULAR,rebound,defensive,[],203200,,,1610612754,89,86,2022-01-29T03:11:11Z,5520000,,,0,,J. Holiday REBOUND (Off:1 Def:3),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,563.0,4.0,3.0,1.0,,,,,,,,,,,,,,
565,PT05M59.00S,2022-01-29T03:05:16.0Z,4,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612754,89,86,2022-01-29T03:05:20Z,5530000,,,0,,J. Robinson-Earl shooting personal FOUL (3 PF) (Sabonis 2 FT),"[1630526, 1627734]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,1626301.0,3.0,0.0,Sabonis,1627734.0,
567,PT05M59.00S,2022-01-29T03:05:49.3Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612754,89,86,2022-01-29T03:05:49Z,5550000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
568,PT05M59.00S,2022-01-29T03:05:49.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,89,86,2022-01-29T03:05:49Z,5560000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,567.0,,,,,,,,,,,,,,,,,
569,PT05M59.00S,2022-01-29T03:06:12.3Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612754,89,87,2022-01-29T03:06:12Z,5570000,,,0,,D. Sabonis Free Throw 2 of 2 (17 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,17.0,,,,,,,,,,,,,,,,,,
570,PT05M37.00S,2022-01-29T03:06:34.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,91.67214191852825,43.872549019607845,1610612760,91,87,2022-01-29T03:06:39Z,5580000,-31.0,26.0,1,right,D. Bazley cutting DUNK (12 PTS) (T. Jerome 4 AST),"[1629647, 1629660]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,4.0,Made,12.0,,,,,T. Jerome,1629660.0,4.0,,,,,,,,,,,
572,PT05M24.00S,2022-01-29T03:06:46.7Z,4,REGULAR,3pt,Jump Shot,[],1628470,25.443495400788436,10.294117647058822,1610612754,91,90,2022-01-29T03:06:51Z,5600000,199.0,187.0,1,left,T. Craig 27' 3PT  (8 PTS) (C. LeVert 3 AST),"[1628470, 1627747]",1610612754.0,IND,,,,Craig,T. Craig,,,,,27.25,Made,8.0,,,,,C. LeVert,1627747.0,3.0,,,,,,,,,,,
574,PT05M05.00S,2022-01-29T03:07:05.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,90.3580814717477,56.86274509803921,1610612760,91,90,2022-01-29T03:12:30Z,5620000,34.0,38.0,1,right,MISS T. Jerome driving reverse Layup - blocked,"[1629660, 1628470]",1610612760.0,OKC,driving reverse,,,Jerome,T. Jerome,,,,,5.13,Missed,,,,,,,,,,,,Craig,1628470.0,,,,,,
575,PT05M05.00S,2022-01-29T03:07:05.8Z,4,REGULAR,block,,[],1628470,,,1610612760,91,90,2022-01-29T03:07:08Z,5630000,,,0,,T. Craig BLOCK (2 BLK),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M02.00S,2022-01-29T03:07:08.8Z,4,REGULAR,rebound,offensive,[],1629660,,,1610612760,91,90,2022-01-29T03:07:10Z,5640000,,,0,,T. Jerome REBOUND (Off:1 Def:2),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,574.0,3.0,2.0,1.0,,,,,,,,,,,,,,
577,PT05M02.00S,2022-01-29T03:07:09.4Z,4,REGULAR,turnover,bad pass,[],1629660,,,1610612760,91,90,2022-01-29T03:14:50Z,5650000,,,0,,T. Jerome bad pass TURNOVER (3 TO),"[1629660, 1627734]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,3.0,Sabonis,1627734.0,,,,,,,,
578,PT05M02.00S,2022-01-29T03:07:09.4Z,4,REGULAR,steal,,[],1627734,,,1610612754,91,90,2022-01-29T03:13:50Z,5660000,,,0,,D. Sabonis STEAL (2 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M58.00S,2022-01-29T03:07:12.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630537,9.017739816031538,54.41176470588235,1610612754,91,90,2022-01-29T03:14:04Z,5670000,-22.0,32.0,1,left,MISS C. Duarte running Layup - blocked,"[1630537, 1629647]",1610612754.0,IND,running,,,Duarte,C. Duarte,,,,,3.91,Missed,,,,,,,,,,,,Bazley,1629647.0,,,,,,
580,PT04M58.00S,2022-01-29T03:07:12.9Z,4,REGULAR,block,,[],1629647,,,1610612754,91,90,2022-01-29T03:07:15Z,5680000,,,0,,D. Bazley BLOCK (2 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M57.00S,2022-01-29T03:07:13.9Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612754,91,90,2022-01-29T03:07:24Z,5690000,,,0,,D. Sabonis REBOUND (Off:4 Def:9),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,579.0,13.0,9.0,4.0,,,,,,,,,,,,,,
582,PT04M57.00S,2022-01-29T03:07:19.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629647,,,1610612754,91,90,2022-01-29T03:07:28Z,5700000,,,0,,D. Bazley shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1629647, 1627734]",1610612760.0,OKC,shooting,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Sabonis,1627734.0,
584,PT04M57.00S,2022-01-29T03:07:46.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612754,91,91,2022-01-29T03:07:46Z,5720000,,,0,,D. Sabonis Free Throw 1 of 2 (18 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,18.0,,,,,,,,,,,,,,,,,,
585,PT04M57.00S,2022-01-29T03:07:47.4Z,4,REGULAR,substitution,out,[],1629647,,,1610612754,91,91,2022-01-29T03:07:56Z,5730000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT04M57.00S,2022-01-29T03:07:47.4Z,4,REGULAR,substitution,out,[],1629660,,,1610612754,91,91,2022-01-29T03:07:56Z,5740000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT04M57.00S,2022-01-29T03:07:47.4Z,4,REGULAR,substitution,out,[],1630526,,,1610612754,91,91,2022-01-29T03:07:56Z,5750000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT04M57.00S,2022-01-29T03:07:47.4Z,4,REGULAR,substitution,in,[],203488,,,1610612754,91,91,2022-01-29T03:07:56Z,5760000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT04M57.00S,2022-01-29T03:07:47.4Z,4,REGULAR,substitution,in,[],1629026,,,1610612754,91,91,2022-01-29T03:07:56Z,5770000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT04M57.00S,2022-01-29T03:07:47.4Z,4,REGULAR,substitution,in,[],1630581,,,1610612754,91,91,2022-01-29T03:07:56Z,5780000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT04M57.00S,2022-01-29T03:07:46.8Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1627734,,,1610612754,91,91,2022-01-29T03:08:14Z,5790000,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
592,PT04M53.00S,2022-01-29T03:07:50.8Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,91,91,2022-01-29T03:08:14Z,5800000,,,0,,J. Giddey REBOUND (Off:1 Def:7),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,591.0,8.0,7.0,1.0,,,,,,,,,,,,,,
593,PT04M44.00S,2022-01-29T03:08:22.3Z,4,REGULAR,3pt,Jump Shot,[],1629652,66.83639947437582,22.058823529411764,1610612760,91,91,2022-01-29T03:08:27Z,5810000,-140.0,259.0,1,right,MISS L. Dort 29' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,29.44,Missed,,,,,,,,,,,,,,,,,,,
594,PT04M40.00S,2022-01-29T03:08:26.3Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612754,91,91,2022-01-29T03:08:27Z,5820000,,,0,,D. Sabonis REBOUND (Off:4 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,593.0,14.0,10.0,4.0,,,,,,,,,,,,,,
595,PT04M25.00S,2022-01-29T03:08:41.0Z,4,REGULAR,3pt,Jump Shot,[],1627747,32.53942181340342,61.51960784313726,1610612754,91,94,2022-01-29T03:08:46Z,5830000,-58.0,253.0,1,left,C. LeVert 25' 3PT pullup (8 PTS),[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,25.99,Made,8.0,,,,,,,,,,,,,,,,,,
596,PT04M09.00S,2022-01-29T03:08:56.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,91.67214191852825,56.86274509803921,1610612760,93,94,2022-01-29T03:09:00Z,5840000,34.0,26.0,1,right,L. Dort Layup (19 PTS) (J. Giddey 5 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,4.29,Made,19.0,,,,,J. Giddey,1630581.0,5.0,,,,,,,,,,,
598,PT03M57.00S,2022-01-29T03:09:08.0Z,4,REGULAR,3pt,Jump Shot,[],1627747,25.443495400788436,85.7843137254902,1610612754,93,94,2022-01-29T03:09:16Z,5860000,-179.0,187.0,1,left,MISS C. LeVert 25' pullup 3PT,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
599,PT03M55.00S,2022-01-29T03:09:11.4Z,4,REGULAR,rebound,offensive,[],1628470,,,1610612754,93,94,2022-01-29T03:09:11Z,5870000,,,0,,T. Craig REBOUND (Off:1 Def:2),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,598.0,3.0,2.0,1.0,,,,,,,,,,,,,,
600,PT03M53.00S,2022-01-29T03:09:17.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,93,94,2022-01-29T03:09:17Z,5880000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT03M46.00S,2022-01-29T03:10:56.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630544,,,1610612754,93,94,2022-01-29T03:11:20Z,5890000,,,0,,T. Mann shooting personal FOUL (4 PF) (LeVert 2 FT),"[1630544, 1627747]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,1626301.0,4.0,0.0,LeVert,1627747.0,
603,PT03M46.00S,2022-01-29T03:11:21.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1627747,,,1610612754,93,94,2022-01-29T03:11:39Z,5910000,,,0,,MISS C. LeVert Free Throw 1 of 2,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Missed,,,,,,,,,,,,,,,,,,,
604,PT03M46.00S,2022-01-29T03:11:21.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,93,94,2022-01-29T03:11:39Z,5920000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,603.0,,,,,,,,,,,,,,,,,
605,PT03M46.00S,2022-01-29T03:11:21.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1627747,,,1610612754,93,94,2022-01-29T03:11:39Z,5930000,,,0,,MISS C. LeVert Free Throw 2 of 2,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Missed,,,,,,,,,,,,,,,,,,,
606,PT03M43.00S,2022-01-29T03:11:24.5Z,4,REGULAR,rebound,defensive,[],203488,,,1610612760,93,94,2022-01-29T03:11:39Z,5940000,,,0,,M. Muscala REBOUND (Off:0 Def:2),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,605.0,2.0,2.0,0.0,,,,,,,,,,,,,,
607,PT03M24.00S,2022-01-29T03:11:57.3Z,4,REGULAR,3pt,Jump Shot,[],1630544,63.41984231274639,42.8921568627451,1610612760,96,94,2022-01-29T03:12:02Z,5950000,-36.0,291.0,1,right,T. Mann 29' 3PT step back (9 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,29.36,Made,9.0,,,,,,,,,,,,,,,,,,
608,PT03M12.00S,2022-01-29T03:12:11.0Z,4,REGULAR,foul,offensive,[],1627734,,,1610612754,96,94,2022-01-29T03:12:19Z,5960000,,,0,,D. Sabonis offensive FOUL (2 PF),"[1627734, 1629652]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,1626301.0,2.0,0.0,Dort,1629652.0,
610,PT03M12.00S,2022-01-29T03:12:11.0Z,4,REGULAR,turnover,offensive foul,[],1627734,,,1610612754,96,94,2022-01-29T03:12:11Z,5980000,,,0,,D. Sabonis offensive foul TURNOVER (5 TO),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,5.0,,,,,1626301.0,,,,,
611,PT03M12.00S,2022-01-29T03:12:19.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612760,96,94,2022-01-29T03:12:19Z,5990000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M12.00S,2022-01-29T03:13:19.9Z,4,REGULAR,substitution,out,[],1630544,,,1610612760,96,94,2022-01-29T03:13:40Z,6000000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M12.00S,2022-01-29T03:13:19.9Z,4,REGULAR,substitution,in,[],1629647,,,1610612760,96,94,2022-01-29T03:13:40Z,6010000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT02M56.00S,2022-01-29T03:14:07.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629026,75.64060446780552,68.13725490196079,1610612760,96,94,2022-01-29T03:14:19Z,6020000,91.0,176.0,1,right,MISS K. Williams 19' pullup Shot,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,19.84,Missed,,,,,,,,,,,,,,,,,,,
616,PT02M53.00S,2022-01-29T03:14:10.9Z,4,REGULAR,rebound,offensive,[],1630581,,,1610612760,96,94,2022-01-29T03:14:12Z,6030000,,,0,,J. Giddey REBOUND (Off:2 Def:7),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,615.0,9.0,7.0,2.0,,,,,,,,,,,,,,
617,PT02M52.00S,2022-01-29T03:14:11.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630581,91.67214191852825,55.63725490196079,1610612760,98,94,2022-01-29T03:14:15Z,6040000,28.0,26.0,1,right,J. Giddey putback Layup (13 PTS),[1630581],1610612760.0,OKC,putback,,,Giddey,J. Giddey,,,,,3.82,Made,13.0,,,,,,,,,,,,,,,,,,
618,PT02M36.00S,2022-01-29T03:14:27.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,13.222733245729303,56.86274509803921,1610612754,98,96,2022-01-29T03:18:18Z,6050000,-34.0,72.0,1,left,C. LeVert 7' fadeaway Jump Shot (10 PTS),[1627747],1610612754.0,IND,fadeaway,,,LeVert,C. LeVert,,,,,7.96,Made,10.0,,,,,,,,,,,,,,,,,,
619,PT02M20.00S,2022-01-29T03:14:45.0Z,4,REGULAR,foul,personal,['2freethrow'],203200,,,1610612760,98,96,2022-01-29T03:15:00Z,6060000,,,0,,J. Holiday shooting personal FOUL (4 PF) (Dort 2 FT),"[203200, 1629652]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,1626301.0,4.0,0.0,Dort,1629652.0,
621,PT02M20.00S,2022-01-29T03:15:14.3Z,4,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,99,96,2022-01-29T03:15:14Z,6080000,,,0,,L. Dort Free Throw 1 of 2 (20 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
622,PT02M20.00S,2022-01-29T03:15:33.5Z,4,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,100,96,2022-01-29T03:15:33Z,6090000,,,0,,L. Dort Free Throw 2 of 2 (21 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
623,PT02M13.00S,2022-01-29T03:15:46.9Z,4,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612754,100,96,2022-01-29T03:15:52Z,6100000,,,0,,C. LeVert bad pass out-of-bounds TURNOVER (3 TO),[1627747],1610612754.0,IND,bad pass,,,LeVert,C. LeVert,,,,,,,,,,,,,,,3.0,,,,,202037.0,,,,,
624,PT01M53.00S,2022-01-29T03:16:24.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630581,76.2976346911958,55.63725490196079,1610612760,100,96,2022-01-29T03:16:29Z,6110000,28.0,170.0,1,right,MISS J. Giddey 17' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,17.26,Missed,,,,,,,,,,,,,,,,,,,
